Category,Category ID,Category Description,Category Short Description,Subcategory,Subcategory ID,Subcategory Description,Measures,Measure Description,Measure ID,Source,Source Notes,Show items in accordion?,Active admin & survey items,Question/item (22-23),Question/item (21-22),Question/item (20-21),Original Item (19-20 surveys),Original Item (18-19 surveys),Original Item (17-18 surveys),Original Item (16-17 surveys),Survey Item ID,Reverse Scored,HS only admin item?,On Short Form?,Qualtrics ID,Admin Data Benchmark (Absolute) ,Admin Data Unit (Absolute) ,Item Warning High,Item Watch Low,Item Watch High,Item Growth Low,Item Growth High,Item Approval Low,Item Approval High,Item Ideal Low,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Academic Orientation,2C,Seeks to determine the degree to which student academic experiences are challenging and meaningful to them. It includes measures of valuing of learning and academic challenge. ,Valuing of Learning,Draws on anonymous student reports about how important school is to them and how much they view themselves as learners. It also includes attendance rates.,2C-i,Students,,TRUE,TRUE,"Overall, how important is school to you?","Overall, how important is school to you?","Overall, how important is school to you?","Overall, how important is school to you?","Overall, how important is school to you?","Overall, how important is school to you?","Overall, how important is school to you?",s-vale-q1,,,,Q50,,,2.68,2.69,3.19,3.2,3.69,3.7,4.5,4.51,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Academic Orientation,2C,Seeks to determine the degree to which student academic experiences are challenging and meaningful to them. It includes measures of valuing of learning and academic challenge. ,Valuing of Learning,Draws on anonymous student reports about how important school is to them and how much they view themselves as learners. It also includes attendance rates.,2C-i,Students,,TRUE,TRUE,How curious are you to learn more about things you talked about in school?,How curious are you to learn more about things you talked about in school?,How curious are you to learn more about things you talked about in school?,How curious are you to learn more about things you talked about in school?,How curious are you to learn more about things you talked about in school?,How curious are you to learn more about things you talked about in school?,How curious are you to learn more about things you talked about in school?,s-vale-q2,,,,Q53,,,2.68,2.69,3.19,3.2,3.69,3.7,4.5,4.51,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Academic Orientation,2C,Seeks to determine the degree to which student academic experiences are challenging and meaningful to them. It includes measures of valuing of learning and academic challenge. ,Valuing of Learning,Draws on anonymous student reports about how important school is to them and how much they view themselves as learners. It also includes attendance rates.,2C-i,Students,,TRUE,TRUE,How much do you enjoy learning in school?,How much do you enjoy learning in school?,How much do you enjoy learning in school?,How much do you enjoy learning in school?,How much do you enjoy learning in school?,How much do you enjoy learning in school?,How much do you enjoy learning in school?,s-vale-q3,,,X,Q54,,,2.68,2.69,3.19,3.2,3.69,3.7,4.5,4.51,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Academic Orientation,2C,Seeks to determine the degree to which student academic experiences are challenging and meaningful to them. It includes measures of valuing of learning and academic challenge. ,Valuing of Learning,Draws on anonymous student reports about how important school is to them and how much they view themselves as learners. It also includes attendance rates.,2C-i,Students,,TRUE,TRUE,How much do you see yourself as a learner?,How much do you see yourself as a learner?,How much do you see yourself as a learner?,How much do you see yourself as a learner?,How much do you see yourself as a learner?,How much do you see yourself as a learner?,How much do you see yourself as a learner?,s-vale-q4,,,,Q55,,,2.68,2.69,3.19,3.2,3.69,3.7,4.5,4.51,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Academic Orientation,2C,Seeks to determine the degree to which student academic experiences are challenging and meaningful to them. It includes measures of valuing of learning and academic challenge. ,Academic Challenge,"Draws on anonymous student reports about the degree to which teachers encourage students to do their best, work hard, and understand new concepts. ",2C-ii,Teachers,,TRUE,TRUE,How well does your school foster academic challenge for all students?,How well does your school foster academic challenge for all students?,How well does your school foster academic challenge for all students?,How well does your school foster academic challenge for all students?,How well does your school foster academic challenge for all students?,How well does your school foster academic challenge for all students?,Not in the 16-17 Surveys,t-acch-q1,,,,#N/A,,,2.68,2.69,3.19,3.2,3.69,3.7,4.5,4.51,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Academic Orientation,2C,Seeks to determine the degree to which student academic experiences are challenging and meaningful to them. It includes measures of valuing of learning and academic challenge. ,Academic Challenge,"Draws on anonymous student reports about the degree to which teachers encourage students to do their best, work hard, and understand new concepts. ",2C-ii,Teachers,,TRUE,TRUE,How effectively does your school challenge students who are struggling academically?,How effectively does your school challenge students who are struggling academically?,How effectively does your school challenge students who are struggling academically?,How effectively does your school challenge students who are struggling academically?,How effectively does your school challenge students who are struggling academically?,How effectively does your school challenge students who are struggling academically?,Not in the 16-17 Surveys,t-acch-q2,,,,#N/A,,,2.68,2.69,3.19,3.2,3.69,3.7,4.5,4.51,
School Culture,2,"Measures the degree to which the school environment is safe, caring, and academically-oriented.  It considers factors like bullying, student-teacher relationships, and student valuing of learning.","Measures the degree to which the school environment is safe, caring, and academically-oriented.",Academic Orientation,2C,Seeks to determine the degree to which student academic experiences are challenging and meaningful to them. It includes measures of valuing of learning and academic challenge. ,Academic Challenge,"Draws on anonymous student reports about the degree to which teachers encourage students to do their best, work hard, and understand new concepts. ",2C-ii,Teachers,,TRUE,TRUE,How effectively does your school challenge students who are thriving academically?,How effectively does your school challenge students who are thriving academically?,How effectively does your school challenge students who are thriving academically?,How effectively does your school challenge students who are thriving academically?,How effectively does your school challenge students who are thriving academically?,How effectively does your school challenge students who are thriving academically?,Not in the 16-17 Surveys,t-acch-q3,,,,#N/A,,,2.68,2.69,3.19,3.2,3.69,3.7,4.5,4.51,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",Community Involvement & External Partners,Draws on anonymous teacher reports about the degree to which the school is responsive to equity issues in its community. ,3C-ii,Teachers,,TRUE,TRUE,"How effectively does this school connect with immigrant families, providing translation when necessary?","How effectively does this school connect with immigrant families, providing translation when necessary?","How effectively does this school connect with immigrant families, providing translation when necessary?","How effectively does this school connect with immigrant families, providing translation when necessary?","How effectively does this school connect with immigrant families, providing translation when necessary?","How effectively does this school connect with immigrant families, providing translation when necessary?","How effectively does this school connect with immigrant families, providing translation when necessary?",t-ceng-q1,,,,#N/A,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",Community Involvement & External Partners,Draws on anonymous teacher reports about the degree to which the school is responsive to equity issues in its community. ,3C-ii,Teachers,,TRUE,TRUE,How effectively does this school respond to the needs and values of the surrounding community?,How effectively does this school respond to the needs and values of the surrounding community?,How effectively does this school respond to the needs and values of the surrounding community?,How effectively does this school respond to the needs and values of the surrounding community?,How effectively does this school respond to the needs and values of the surrounding community?,How effectively does this school respond to the needs and values of the surrounding community?,How effectively does this school respond to the needs and values of the surrounding community?,t-ceng-q2,,,,#N/A,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",Community Involvement & External Partners,Draws on anonymous teacher reports about the degree to which the school is responsive to equity issues in its community. ,3C-ii,Teachers,,TRUE,TRUE,To what extent are all groups of parents represented in the governance of the school?,To what extent are all groups of parents represented in the governance of the school?,To what extent are all groups of parents represented in the governance of the school?,To what extent are all groups of parents represented in the governance of the school?,To what extent are all groups of parents represented in the governance of the school?,To what extent are all groups of parents represented in the governance of the school?,To what extent are all groups of parents represented in the governance of the school?,t-ceng-q3,,,,#N/A,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",Community Involvement & External Partners,Draws on anonymous teacher reports about the degree to which the school is responsive to equity issues in its community. ,3C-ii,Teachers,,TRUE,TRUE,"Overall, how effectively does this school connect with the community?","Overall, how effectively does this school connect with the community?","Overall, how effectively does this school connect with the community?","Overall, how effectively does this school connect with the community?","Overall, how effectively does this school connect with the community?","Overall, how effectively does this school connect with the community?","Overall, how effectively does this school connect with the community?",t-ceng-q4,,,,#N/A,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Leadership,1B,Seeks to determine how well school leadership supports teachers and enables them to do their work. It includes measures of effective leadership and support for teaching development & growth.,Support For Teaching Development & Growth,Draws on anonymous teacher reports on the quality of professional development.,1B-ii,Teachers,,TRUE,TRUE,How often do teachers here work together to plan curriculum and instruction?,How often do teachers here work together to plan curriculum and instruction?,How often do teachers here work together to plan curriculum and instruction?,How often do teachers here work together to plan curriculum and instruction?,How often do teachers here work together to plan curriculum and instruction?,How often do teachers here work together to plan curriculum and instruction?,How often do teachers here work together to plan curriculum and instruction?,t-coll-q1,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Leadership,1B,Seeks to determine how well school leadership supports teachers and enables them to do their work. It includes measures of effective leadership and support for teaching development & growth.,Support For Teaching Development & Growth,Draws on anonymous teacher reports on the quality of professional development.,1B-ii,Teachers,,TRUE,TRUE,How hard do teachers here work to coordinate their teaching with instruction at other grade levels?,How hard do teachers here work to coordinate their teaching with instruction at other grade levels?,How hard do teachers here work to coordinate their teaching with instruction at other grade levels?,How hard do teachers here work to coordinate their teaching with instruction at other grade levels?,How hard do teachers here work to coordinate their teaching with instruction at other grade levels?,How hard do teachers here work to coordinate their teaching with instruction at other grade levels?,How hard do teachers here work to coordinate their teaching with instruction at other grade levels?,t-coll-q2,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Leadership,1B,Seeks to determine how well school leadership supports teachers and enables them to do their work. It includes measures of effective leadership and support for teaching development & growth.,Support For Teaching Development & Growth,Draws on anonymous teacher reports on the quality of professional development.,1B-ii,Teachers,,TRUE,TRUE,How often do teachers here collaborate to make the school run effectively?,How often do teachers here collaborate to make the school run effectively?,How often do teachers here collaborate to make the school run effectively?,How often do teachers here collaborate to make the school run effectively?,How often do teachers here collaborate to make the school run effectively?,How often do teachers here collaborate to make the school run effectively?,How often do teachers here collaborate to make the school run effectively?,t-coll-q3,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,Teachers,,TRUE,TRUE,How able are you to integrate material from different cultures into your instruction either online or in person?',How able are you to integrate material from different cultures into your instruction either online or in person?',How able are you to integrate material from different cultures into your instruction either online or in person?',How able are you to integrate material from different cultures into your instruction either online or in person?',How able are you to integrate material from different cultures into your instruction either online or in person?',How able are you to integrate material from different cultures into your instruction either online or in person?',How able are you to integrate material from different cultures into your instruction either online or in person?',t-cure-q1,,,,#N/A,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,Teachers,,TRUE,TRUE,How often do you integrate culturally diverse content into your teaching?,How often do you integrate culturally diverse content into your teaching?,How often do you integrate culturally diverse content into your teaching?,How often do you integrate culturally diverse content into your teaching?,How often do you integrate culturally diverse content into your teaching?,How often do you integrate culturally diverse content into your teaching?,How often do you integrate culturally diverse content into your teaching?,t-cure-q2,,,,#N/A,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,Teachers,,TRUE,TRUE,How often do you use teaching strategies to facilitate learning among culturally diverse students?,How often do you use teaching strategies to facilitate learning among culturally diverse students?,How often do you use teaching strategies to facilitate learning among culturally diverse students?,How often do you use teaching strategies to facilitate learning among culturally diverse students?,How often do you use teaching strategies to facilitate learning among culturally diverse students?,How often do you use teaching strategies to facilitate learning among culturally diverse students?,How often do you use teaching strategies to facilitate learning among culturally diverse students?,t-cure-q3,,,,#N/A,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,Teachers,,TRUE,TRUE,How motivated are you to integrate culturally diverse content in your classroom?,How motivated are you to integrate culturally diverse content in your classroom?,How motivated are you to integrate culturally diverse content in your classroom?,How motivated are you to integrate culturally diverse content in your classroom?,How motivated are you to integrate culturally diverse content in your classroom?,How motivated are you to integrate culturally diverse content in your classroom?,How motivated are you to integrate culturally diverse content in your classroom?,t-cure-q4,,,,#N/A,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",Curricular Strength & Variety,"Draws on anonymous teacher reports on the strength and variety of the school curriculum. It also includes the percentage of students completing the recommended state core curriculum, the ratio of students to total classes, the ratio of students to elective classes, and the percentage of students participating in Advanced Placement courses in high school.",3B-i,Teachers,,TRUE,TRUE,"Overall, how rigorous is the curriculum that you are expected to teach?","Overall, how rigorous is the curriculum that you are expected to teach?","Overall, how rigorous is the curriculum that you are expected to teach?","Overall, how rigorous is the curriculum that you are expected to teach?","Overall, how rigorous is the curriculum that you are expected to teach?","Overall, how rigorous is the curriculum that you are expected to teach?","Overall, how rigorous is the curriculum that you are expected to teach?",t-curv-q1,,,,#N/A,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",Curricular Strength & Variety,"Draws on anonymous teacher reports on the strength and variety of the school curriculum. It also includes the percentage of students completing the recommended state core curriculum, the ratio of students to total classes, the ratio of students to elective classes, and the percentage of students participating in Advanced Placement courses in high school.",3B-i,Teachers,,TRUE,TRUE,How coherent is the curriculum that you are expected to teach?,How coherent is the curriculum that you are expected to teach?,How coherent is the curriculum that you are expected to teach?,How coherent is the curriculum that you are expected to teach?,How coherent is the curriculum that you are expected to teach?,How coherent is the curriculum that you are expected to teach?,How coherent is the curriculum that you are expected to teach?,t-curv-q2,,,,#N/A,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",Curricular Strength & Variety,"Draws on anonymous teacher reports on the strength and variety of the school curriculum. It also includes the percentage of students completing the recommended state core curriculum, the ratio of students to total classes, the ratio of students to elective classes, and the percentage of students participating in Advanced Placement courses in high school.",3B-i,Teachers,,TRUE,TRUE,"If one of your students transferred to another district with a challenging assortment of courses, how well prepared would he or she be?","If one of your students transferred to another district with a challenging assortment of courses, how well prepared would he or she be?","If one of your students transferred to another district with a challenging assortment of courses, how well prepared would he or she be?","If one of your students transferred to another district with a challenging assortment of courses, how well prepared would he or she be?","If one of your students transferred to another district with a challenging assortment of courses, how well prepared would he or she be?","If one of your students transferred to another district with a challenging assortment of courses, how well prepared would he or she be?","If one of your students transferred to another district with a challenging assortment of courses, how well prepared would he or she be?",t-curv-q3,,,,#N/A,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61,
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",Curricular Strength & Variety,"Draws on anonymous teacher reports on the strength and variety of the school curriculum. It also includes the percentage of students completing the recommended state core curriculum, the ratio of students to total classes, the ratio of students to elective classes, and the percentage of students participating in Advanced Placement courses in high school.",3B-i,Teachers,,TRUE,TRUE,How well-rounded is the curriculum that you and your colleagues teach?,How well-rounded is the curriculum that you and your colleagues teach?,How well-rounded is the curriculum that you and your colleagues teach?,How well-rounded is the curriculum that you and your colleagues teach?,How well-rounded is the curriculum that you and your colleagues teach?,How well-rounded is the curriculum that you and your colleagues teach?,How well-rounded is the curriculum that you and your colleagues teach?,t-curv-q4,,,,#N/A,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61,
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Creative & Performing Arts,5C,Seeks to determine the degree to which students are being nurtured as artistic and creative people. It includes measures of participation in creative & performing arts and valuing creative & performing arts.,Participation In Creative & Performing Arts,Draws on anonymous teacher and student reports about the frequency of student exposure to creative and performing arts. It also includes a measure of student art instruction per week. ,5C-i,Teachers,,TRUE,TRUE,"In a typical week at your school, what is the average amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the average amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the average amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the average amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the average amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the average amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the average amount of time a student could spend in creative arts instruction or activities?",t-expa-q2,,,,#N/A,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,
Community & Wellbeing,5,"Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives. It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.","Measures the development of traits relevant for students leading full and rewarding lives—in society, the workplace, and their private lives.",Creative & Performing Arts,5C,Seeks to determine the degree to which students are being nurtured as artistic and creative people. It includes measures of participation in creative & performing arts and valuing creative & performing arts.,Participation In Creative & Performing Arts,Draws on anonymous teacher and student reports about the frequency of student exposure to creative and performing arts. It also includes a measure of student art instruction per week. ,5C-i,Teachers,,TRUE,TRUE,"In a typical week at your school, what is the maximum amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the maximum amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the maximum amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the maximum amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the maximum amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the maximum amount of time a student could spend in creative arts instruction or activities?","In a typical week at your school, what is the maximum amount of time a student could spend in creative arts instruction or activities?",t-expa-q3,,,,#N/A,,,2.23,2.24,2.74,2.75,3.24,3.25,4.3,4.31,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Teachers & The Teaching Environment,1A,"Seeks to determine the degree to which a school's teachers are prepared and supported for their classroom assignments. It includes measures of teacher qualifications, professional community and effective classroom practices.",Effective Practices,"Draws on anonymous student reports about factors like teacher effectiveness, support for students, and classroom management.",1A-ii,Teachers,,TRUE,TRUE,How confident are you in your ability to present material clearly?,How confident are you in your ability to present material clearly?,How confident are you in your ability to present material clearly?,How confident are you in your ability to present material clearly?,How confident are you in your ability to present material clearly?,Not in the 17-18 Surveys,Not in the 16-17 Surveys,t-ieff-q1,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.7,4.71,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Teachers & The Teaching Environment,1A,"Seeks to determine the degree to which a school's teachers are prepared and supported for their classroom assignments. It includes measures of teacher qualifications, professional community and effective classroom practices.",Effective Practices,"Draws on anonymous student reports about factors like teacher effectiveness, support for students, and classroom management.",1A-ii,Teachers,,TRUE,TRUE,How confident are you in your ability to identify gaps in student understanding?,How confident are you in your ability to identify gaps in student understanding?,How confident are you in your ability to identify gaps in student understanding?,How confident are you in your ability to identify gaps in student understanding?,How confident are you in your ability to identify gaps in student understanding?,Not in the 17-18 Surveys,Not in the 16-17 Surveys,t-ieff-q2,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.7,4.71,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Teachers & The Teaching Environment,1A,"Seeks to determine the degree to which a school's teachers are prepared and supported for their classroom assignments. It includes measures of teacher qualifications, professional community and effective classroom practices.",Effective Practices,"Draws on anonymous student reports about factors like teacher effectiveness, support for students, and classroom management.",1A-ii,Teachers,,TRUE,TRUE,How confident are you in your ability to provide extra help to students who need it?,How confident are you in your ability to provide extra help to students who need it?,How confident are you in your ability to provide extra help to students who need it?,How confident are you in your ability to provide extra help to students who need it?,How confident are you in your ability to provide extra help to students who need it?,Not in the 17-18 Surveys,Not in the 16-17 Surveys,t-ieff-q3,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.7,4.71,
Teachers & Leadership,1,"Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.  It considers factors like teacher professional qualifications, effective classroom practices, and school-wide support for teaching development and growth.",Measures the relevant abilities of a school's teachers and the degree to which they are receiving the support they need to grow as professionals.,Teachers & The Teaching Environment,1A,"Seeks to determine the degree to which a school's teachers are prepared and supported for their classroom assignments. It includes measures of teacher qualifications, professional community and effective classroom practices.",Effective Practices,"Draws on anonymous student reports about factors like teacher effectiveness, support for students, and classroom management.",1A-ii,Teachers,,TRUE,TRUE,How confident are you in your ability to make material interesting for students?,How confident are you in your ability to make material interesting for students?,How confident are you in your ability to make material interesting for students?,How confident are you in your ability to make material interesting for students?,How confident are you in your ability to make material interesting for students?,Not in the 17-18 Surveys,Not in the 16-17 Surveys,t-ieff-q4,,,,#N/A,,,2.48,2.49,2.99,3,3.49,3.5,4.7,4.71,
