Category,Category Description,Subcategory,Subcategory Description,Measures,Measure Id,Measure Description,Source,Question/item,Revised Question (for the 19-20 surveys),Survey Item ID,Watch Low,Growth Low,Approval Low,Ideal Low
Resources,"This category measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.  It considers factors like physical spaces and materials, class size, and family/school relationships.",Community Support,"This subcategory seeks to determine the degree to which schools are supported by the surrounding community.  It includes measures of family/school relationships, community involvement, and external partnerships.","Community Involvement, External Partners",3C-ii,"This measure draws on anonymous teacher reports about the degree to which the school is an integrated part of the community.",Teachers,"How effectively does this school connect with immigrant parents, providing translation when necessary?","How effectively does this school connect with immigrant families, providing translation when necessary?",t-ceng-q1,2.19,2.7,3.2,4.41
Resources,"This category measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.  It considers factors like physical spaces and materials, class size, and family/school relationships.",Community Support,"This subcategory seeks to determine the degree to which schools are supported by the surrounding community.  It includes measures of family/school relationships, community involvement, and external partnerships.","Community Involvement, External Partners",3C-ii,"This measure draws on anonymous teacher reports about the degree to which the school is an integrated part of the community.",Teachers,How effectively does this school respond to the needs and values the surrounding community?,How effectively does this school respond to the needs and values of the surrounding community?,t-ceng-q2,2.19,2.7,3.2,4.41
Resources,"This category measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.  It considers factors like physical spaces and materials, class size, and family/school relationships.",Community Support,"This subcategory seeks to determine the degree to which schools are supported by the surrounding community.  It includes measures of family/school relationships, community involvement, and external partnerships.","Community Involvement, External Partners",3C-ii,"This measure draws on anonymous teacher reports about the degree to which the school is an integrated part of the community.",Teachers,To what extent are all groups of parents represented in the governance of the school?,,t-ceng-q3,2.19,2.7,3.2,4.41
Resources,"This category measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.  It considers factors like physical spaces and materials, class size, and family/school relationships.",Community Support,"This subcategory seeks to determine the degree to which schools are supported by the surrounding community.  It includes measures of family/school relationships, community involvement, and external partnerships.","Community Involvement, External Partners",3C-ii,"This measure draws on anonymous teacher reports about the degree to which the school is an integrated part of the community.",Teachers,"Overall, how effectively does this school connect with the community?",,t-ceng-q4,2.19,2.7,3.2,4.41
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Performance,"This subcategory seeks to determine the degree to which students are learning core curricular content.  It includes measures of growth on standardized tests and teacher perceptions of student academic growth; in the future, it will also include portfolio assessment scores.",Performance Growth,4A-i,"This measure includes school-wide scores for student growth on standardized tests, calculated by considering prior testing history and other factors. As new measures become available, this measure will change to better reflect student learning.",No source,Performance Growth,,,2.49,3,3.5,4.51
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Performance,"This subcategory seeks to determine the degree to which students are learning core curricular content.  It includes measures of growth on standardized tests and teacher perceptions of student academic growth; in the future, it will also include portfolio assessment scores.",Overall Performance,4A-ii,"This measure draws on anonymous teacher reports about the efforts and abilities of their students. In the future this measure will also include the results of teacher-designed curriculum-embedded performance assessments.",Teachers,"If an observer sat in on one of your classes for a week, how would s/he rate your students?","If an observer sat in on one of your classes for a week (either online or in person), how would she or he rate your students?",t-sach-q3,2.49,3,3.5,4.51
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Performance,"This subcategory seeks to determine the degree to which students are learning core curricular content.  It includes measures of growth on standardized tests and teacher perceptions of student academic growth; in the future, it will also include portfolio assessment scores.",Overall Performance,4A-ii,"This measure draws on anonymous teacher reports about the efforts and abilities of their students. In the future this measure will also include the results of teacher-designed curriculum-embedded performance assessments.",Teachers,"Relative to what you know of students this age, how academically able are your students?",,t-sach-q1,2.49,3,3.5,4.51
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Performance,"This subcategory seeks to determine the degree to which students are learning core curricular content.  It includes measures of growth on standardized tests and teacher perceptions of student academic growth; in the future, it will also include portfolio assessment scores.",Overall Performance,4A-ii,"This measure draws on anonymous teacher reports about the efforts and abilities of their students. In the future this measure will also include the results of teacher-designed curriculum-embedded performance assessments.",Teachers,"If student work from your classes was compared with work from ""average"" Massachusetts classes of the same grades/subjects, how do you think an objective observer would rate the work?",,t-sach-q2,2.49,3,3.5,4.51
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Student Commitment To Learning,This subcategory seeks to determine the degree to which students are invested in the process of learning.  It includes measures of student engagement and of how much students value learning.,Engagement In School,4B-i,"This measure draws on anonymous student reports about their level of focus, participation, and interest in class.",Students,"Overall, how interested are you in this class?",,s-sten-q2,2.39,2.9,3.4,4.41
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Student Commitment To Learning,This subcategory seeks to determine the degree to which students are invested in the process of learning.  It includes measures of student engagement and of how much students value learning.,Engagement In School,4B-i,"This measure draws on anonymous student reports about their level of focus, participation, and interest in class.",Students,How often do you get so focused on class activities that you lose track of time?,,s-sten-q3,2.39,2.9,3.4,4.41
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Student Commitment To Learning,This subcategory seeks to determine the degree to which students are invested in the process of learning.  It includes measures of student engagement and of how much students value learning.,Engagement In School,4B-i,"This measure draws on anonymous student reports about their level of focus, participation, and interest in class.",Students,How excited are you about going to this class?,,s-sten-q1,2.39,2.9,3.4,4.41
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Student Commitment To Learning,This subcategory seeks to determine the degree to which students are invested in the process of learning.  It includes measures of student engagement and of how much students value learning.,Degree completion,4B-ii,"This measure includes ",Admin Data,4-year on-time graduation rate (HS only),,,2.39,2.9,3.4,4.41
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Student Commitment To Learning,This subcategory seeks to determine the degree to which students are invested in the process of learning.  It includes measures of student engagement and of how much students value learning.,Degree completion,4B-ii,"This measure includes ",Admin Data,5-year graduation rate (HS only),,,2.39,2.9,3.4,4.41
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Critical Thinking,"This subcategory seeks to determine whether students are learning to think critically about school subjects and the world around them.  It includes measures of how much problem solving is emphasized in class and, in the future, will include a measure of student problem solving ability.",Problem Solving Emphasis,4C-i,"This measure draws on anonymous teacher reports about how often their students have the opportunity to generative their own interpretations of material and apply knowledge to new situations.",Teachers,How often do students at your school come up with their own interpretations of material?,,t-psol-q1,2.39,2.9,3.4,4.41
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Critical Thinking,"This subcategory seeks to determine whether students are learning to think critically about school subjects and the world around them.  It includes measures of how much problem solving is emphasized in class and, in the future, will include a measure of student problem solving ability.",Problem Solving Emphasis,4C-i,"This measure draws on anonymous teacher reports about how often their students have the opportunity to generative their own interpretations of material and apply knowledge to new situations.",Teachers,How often do students apply ideas they have learned to new situations?,,t-psol-q2,2.39,2.9,3.4,4.41
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Critical Thinking,"This subcategory seeks to determine whether students are learning to think critically about school subjects and the world around them.  It includes measures of how much problem solving is emphasized in class and, in the future, will include a measure of student problem solving ability.",Problem Solving Emphasis,4C-i,"This measure draws on anonymous teacher reports about how often their students have the opportunity to generative their own interpretations of material and apply knowledge to new situations.",Teachers,How often do students collaborate in class to solve complex problems?,How often do students collaborate in class to solve complex problems either online or in person?,t-psol-q3,2.39,2.9,3.4,4.41
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",Critical Thinking,"This subcategory seeks to determine whether students are learning to think critically about school subjects and the world around them.  It includes measures of how much problem solving is emphasized in class and, in the future, will include a measure of student problem solving ability.",Problem Solving Skills,4C-ii,"In the future, this measure will include an assessment of student ability to address problems without obvious solutions.",No source,Problem Solving Skills,,,2.39,2.9,3.4,4.41
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",College & Career Readiness,"This subcategory, applicable to high schools only, seeks to determine the degree to which students are prepared for college and beyond.  It measures the percentage of students directly enrolling in two- or four-year colleges upon high school graduation and, in the future, will measure the college and career performance of high school graduates.",College-Going & Persistence,4D-i,"This measure includes the percentage of students enrolling in college immediately after high school graduation and, in the future, will include the college grades and employment status of graduates.",Admin Data,College enrollment rate (HS only),,,2.39,2.9,3.4,4.41
Academic Learning,"This category measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.  It considers factors like academic performance, engagement in school, problem solving, and college-going rates.",College & Career Readiness,"This subcategory, applicable to high schools only, seeks to determine the degree to which students are prepared for college and beyond.  It measures the percentage of students directly enrolling in two- or four-year colleges upon high school graduation and, in the future, will measure the college and career performance of high school graduates.",Career Preparation & Placement,4D-ii,"In the future, this measure will include data on career technical education offerings and positive career placement as well as student anonymous reports on the extent to which they feel adequately prepared for the career of their choice.",Admin Data,Career Preparation and Placement,,,2.49,3,3.5,4.41
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Civic Engagement,"This subcategory seeks to determine the degree to which students are prepared to thoughtfully meaningfully interact with others in a diverse society.  It measures how well students understand the perspectives of others, as well as the degree to which they get along with those unlike themselves.",Appreciation For Diversity,5A-i,"This measure draws on anonymous student reports about their level of comfort working with students from a wide variety of backgrounds.",Students,How often do you try to think of more than one explanation for why someone else acted as they did?,,s-sper-q1,2.49,3,3.5,4.41
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Civic Engagement,"This subcategory seeks to determine the degree to which students are prepared to thoughtfully meaningfully interact with others in a diverse society.  It measures how well students understand the perspectives of others, as well as the degree to which they get along with those unlike themselves.",Appreciation For Diversity,5A-i,"This measure draws on anonymous student reports about their level of comfort working with students from a wide variety of backgrounds.",Students,"Overall, how often do you try to understand the point of view of other people?",,s-sper-q2,2.49,3,3.5,4.41
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Civic Engagement,"This subcategory seeks to determine the degree to which students are prepared to thoughtfully meaningfully interact with others in a diverse society.  It measures how well students understand the perspectives of others, as well as the degree to which they get along with those unlike themselves.",Appreciation For Diversity,5A-i,"This measure draws on anonymous student reports about their level of comfort working with students from a wide variety of backgrounds.",Students,How often do you try to figure out what motivates others to behave as they do?,,s-sper-q3,2.49,3,3.5,4.41
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Civic Engagement,"This subcategory seeks to determine the degree to which students are prepared to thoughtfully meaningfully interact with others in a diverse society.  It measures how well students understand the perspectives of others, as well as the degree to which they get along with those unlike themselves.",Appreciation For Diversity,5A-i,"This measure draws on anonymous student reports about their level of comfort working with students from a wide variety of backgrounds.",Students,"In general, how often do you try to understand how other people see things?",,s-sper-q4,2.49,3,3.5,4.41
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Civic Engagement,"This subcategory seeks to determine the degree to which students are prepared to thoughtfully meaningfully interact with others in a diverse society.  It measures how well students understand the perspectives of others, as well as the degree to which they get along with those unlike themselves.",Civic Participation,5A-ii,"This measure draws on anonymous student reports about the extent to which they believe they have a responsibility to be informed about current issues and be involved in efforts to improve their communities.",Students,"How much do you believe that being concerned with national, state, and local issues is everyone's responsibility?",,s-civp-q1,2.49,3,3.5,4.41
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Civic Engagement,"This subcategory seeks to determine the degree to which students are prepared to thoughtfully meaningfully interact with others in a diverse society.  It measures how well students understand the perspectives of others, as well as the degree to which they get along with those unlike themselves.",Civic Participation,5A-ii,"This measure draws on anonymous student reports about the extent to which they believe they have a responsibility to be informed about current issues and be involved in efforts to improve their communities.",Students,How important is it to you to get involved in improving your community?,,s-civp-q2,2.49,3,3.5,4.41
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Civic Engagement,"This subcategory seeks to determine the degree to which students are prepared to thoughtfully meaningfully interact with others in a diverse society.  It measures how well students understand the perspectives of others, as well as the degree to which they get along with those unlike themselves.",Civic Participation,5A-ii,"This measure draws on anonymous student reports about the extent to which they believe they have a responsibility to be informed about current issues and be involved in efforts to improve their communities.",Students,How important is it to you to actively challenge inequalities in society?,,s-civp-q3,2.49,3,3.5,4.41
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Civic Engagement,"This subcategory seeks to determine the degree to which students are prepared to thoughtfully meaningfully interact with others in a diverse society.  It measures how well students understand the perspectives of others, as well as the degree to which they get along with those unlike themselves.",Civic Participation,5A-ii,"This measure draws on anonymous student reports about the extent to which they believe they have a responsibility to be informed about current issues and be involved in efforts to improve their communities.",Students,How important is it to you to take action when something in society needs changing?,,s-civp-q4,2.49,3,3.5,4.41
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Work Ethic,"This subcategory seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks.  It includes measures of perseverance, determination, and orientation toward personal growth.",Perseverance & Determination,5B-i,"This measure draws on anonymous student reports about their ability to pursue goals, work hard in spite of challenges, and finish what they start.",Students,How important is it to you to finish things you start?,,s-grit-q2,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Work Ethic,"This subcategory seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks.  It includes measures of perseverance, determination, and orientation toward personal growth.",Perseverance & Determination,5B-i,"This measure draws on anonymous student reports about their ability to pursue goals, work hard in spite of challenges, and finish what they start.",Students,"How confident are you that you can remain focused on what you are doing, even when there are distractions?",,s-grit-q3,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Work Ethic,"This subcategory seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks.  It includes measures of perseverance, determination, and orientation toward personal growth.",Perseverance & Determination,5B-i,"This measure draws on anonymous student reports about their ability to pursue goals, work hard in spite of challenges, and finish what they start.",Students,"If you fail to reach an important goal, how likely are you to try again?",,s-grit-q4,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Work Ethic,"This subcategory seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks.  It includes measures of perseverance, determination, and orientation toward personal growth.",Perseverance & Determination,5B-i,"This measure draws on anonymous student reports about their ability to pursue goals, work hard in spite of challenges, and finish what they start.",Students,"If you face a problem while working towards an important goal, how well can you keep working?",,s-grit-q1,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Work Ethic,"This subcategory seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks.  It includes measures of perseverance, determination, and orientation toward personal growth.",Growth Mindset,5B-ii,"This measure draws on anonymous student reports about the degree to which they see themselves as capable of expanding their skills through hard work.",Students,How much do you think you can change your own intelligence?,,s-grmi-q1,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Work Ethic,"This subcategory seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks.  It includes measures of perseverance, determination, and orientation toward personal growth.",Growth Mindset,5B-ii,"This measure draws on anonymous student reports about the degree to which they see themselves as capable of expanding their skills through hard work.",Students,How much do you think that being bad at math is something someone can change?,,s-grmi-q2,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Work Ethic,"This subcategory seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks.  It includes measures of perseverance, determination, and orientation toward personal growth.",Growth Mindset,5B-ii,"This measure draws on anonymous student reports about the degree to which they see themselves as capable of expanding their skills through hard work.",Students,How much do you think that struggling as a writer is something someone can change?,,s-grmi-q3,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Work Ethic,"This subcategory seeks to determine the degree to which students are willing to work hard on challenging tasks, even in light of setbacks.  It includes measures of perseverance, determination, and orientation toward personal growth.",Growth Mindset,5B-ii,"This measure draws on anonymous student reports about the degree to which they see themselves as capable of expanding their skills through hard work.",Students,How much do you think that struggling to understand something means you're bad at it?,How much do you think that intelligence is something that can be changed?,s-grmi-q4,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Creative & Performing Arts,This subcategory seeks to determine the degree to which students are being nurtured as artistic and creative people.  It includes measures of student participation in arts.,Participation In Creative & Performing Arts,5C-i,"This measure draws on anonymous teacher and student reports about the frequency of student exposure to the arts.",Teachers,"In a typical week at your school, what is the average amount of time students spend in creative arts instruction or activities?","In a typical week at your school, what is the average amount of time a student could spend in creative arts instruction or activities?",t-expa-q2,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Creative & Performing Arts,This subcategory seeks to determine the degree to which students are being nurtured as artistic and creative people.  It includes measures of student participation in arts.,Participation In Creative & Performing Arts,5C-i,"This measure draws on anonymous teacher and student reports about the frequency of student exposure to the arts.",Students,"In a typical week, how much time do you spend in creative arts instruction or activities?",,s-expa-q1,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Creative & Performing Arts,This subcategory seeks to determine the degree to which students are being nurtured as artistic and creative people.  It includes measures of student participation in arts.,Participation In Creative & Performing Arts,5C-i,"This measure draws on anonymous teacher and student reports about the frequency of student exposure to the arts.",Teachers,"In a typical week at your school, what is the maximum amount of time a student could spend in creative arts instruction or activities?",,t-expa-q3,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Creative & Performing Arts,This subcategory seeks to determine the degree to which students are being nurtured as artistic and creative people.  It includes measures of student participation in arts.,Valuing Creative & Performing Arts,5C-ii,"This measure includes anonymous student reports about their interest in participating in or attending a range of creative or performing arts.",Students,"If your friends or family wanted to go to an art museum, how interested would you be in going?","How interested are you in visual art—street murals, museum paintings, sculptures, etc.?",s-appa-q1,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Creative & Performing Arts,This subcategory seeks to determine the degree to which students are being nurtured as artistic and creative people.  It includes measures of student participation in arts.,Valuing Creative & Performing Arts,5C-ii,"This measure includes anonymous student reports about their interest in participating in or attending a range of creative or performing arts.",Students,"If your friends or family wanted to go to hear people play music, how interested would you be in going?",,s-appa-q2,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Creative & Performing Arts,This subcategory seeks to determine the degree to which students are being nurtured as artistic and creative people.  It includes measures of student participation in arts.,Valuing Creative & Performing Arts,5C-ii,"This measure includes anonymous student reports about their interest in participating in or attending a range of creative or performing arts.",Students,"If your friends or family wanted to go to a play, how interested would you be in going?","How interested are you in performance art—dance performances, plays in the park, going to the theater, etc.?",s-appa-q3,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Health,"This subcategory seeks to determine the health of students and the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",Social & Emotional Health,5D-i,"This measure draws on anonymous student reports about how happy, calm, and focused they feel in school. In the future, this measure will include anonymous student reports about academic stress.",Students,"On a regular day at school, how often do you feel relaxed?",,s-poaf-q1,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Health,"This subcategory seeks to determine the health of students and the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",Social & Emotional Health,5D-i,"This measure draws on anonymous student reports about how happy, calm, and focused they feel in school. In the future, this measure will include anonymous student reports about academic stress.",Students,How often are you enthusiastic at school?,,s-poaf-q2,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Health,"This subcategory seeks to determine the health of students and the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",Social & Emotional Health,5D-i,"This measure draws on anonymous student reports about how happy, calm, and focused they feel in school. In the future, this measure will include anonymous student reports about academic stress.",Students,"On a normal day in school, how confident do you feel?",,s-poaf-q3,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Health,"This subcategory seeks to determine the health of students and the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",Social & Emotional Health,5D-i,"This measure draws on anonymous student reports about how happy, calm, and focused they feel in school. In the future, this measure will include anonymous student reports about academic stress.",Students,"On a normal day in school, how much are you able to concentrate?",,s-poaf-q4,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Health,"This subcategory seeks to determine the health of students and the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",Social & Emotional Health,5D-i,"This measure draws on anonymous student reports about how happy, calm, and focused they feel in school. In the future, this measure will include anonymous student reports about academic stress.",Students,"On a typical day in school, how stressed do you feel about your schoolwork?",,s-acst-q1,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Health,"This subcategory seeks to determine the health of students and the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",Social & Emotional Health,5D-i,"This measure draws on anonymous student reports about how happy, calm, and focused they feel in school. In the future, this measure will include anonymous student reports about academic stress.",Students,"When you take a test, how much do you worry about doing well?",,s-acst-q2,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Health,"This subcategory seeks to determine the health of students and the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",Social & Emotional Health,5D-i,"This measure draws on anonymous student reports about how happy, calm, and focused they feel in school. In the future, this measure will include anonymous student reports about academic stress.",Students,How much do you think that your grades and test scores will determine your future?,"Typically, how anxious do you feel about your grades?",s-acst-q3,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Health,"This subcategory seeks to determine the health of students and the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",Physical Health,5D-ii,"This measure draws on anonymous teacher reports about student access to physical education and activity.",Admin Data,Medical staff to student ratio,,,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Health,"This subcategory seeks to determine the health of students and the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",Physical Health,5D-ii,"This measure draws on anonymous teacher reports about student access to physical education and activity.",Teachers,"In a typical week at your school, what is the average amount of time students spend engaged in physical activity?","In a typical week at your school, what is the average amount of time a student could spend engaged in physical activity?",t-phya-q2,2.24,2.75,3.25,4.31
Citizenship & Wellbeing,"This category measures the development of traits relevant for full and rewarding lives-in society, the workplace, and their private lives.  It considers factors like perseverance and determination, participation in arts and literature, and social and emotional health.",Health,"This subcategory seeks to determine the health of students and the degree to which the school supports various health outcomes.  It includes measures of student social, emotional, and physical health.",Physical Health,5D-ii,"This measure draws on anonymous teacher reports about student access to physical education and activity.",Teachers,"In a typical week at your school, what is the maximum amount of time a student could spend engaged in physical activity?",,t-phya-q3,2.24,2.75,3.25,4.31
