Category,Category ID,Category Description,Category Short Description,Subcategory,Subcategory ID,Subcategory Description,Subcategory Warning High,Subcategory Watch Low,Subcategory Watch High,Subcategory Growth Low,Subcategory Growth High,Subcategory Approval Low,Subcategory Approval High,Subcategory Ideal Low,Measures,Measure Description,Measure ID,Measure Warning High,Measure Watch Low,Measure Watch High,Measure Growth Low,Measure Growth High,Measure Approval Low,Measure Approval High,Measure Ideal Low,Source,Source Notes,Question/item (21-22),Question/item (20-21),Original Item (19-20 surveys),Original Item (20-21 surveys),Survey Item ID,HS only admin item?,Admin Data Benchmark (Absolute) ,Admin Data Unit (Absolute) ,Item Warning High,Item Watch Low,Item Watch High,Item Growth Low,Item Growth High,Item Approval Low,Item Approval High,Item Ideal Low
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Curricular Strength & Variety,"Draws on anonymous teacher reports on the strength and variety of the school curriculum. It also includes the percentage of students completing the recommended state core curriculum, the ratio of student to total classes, the ratio students to elective classes, and the percentage of students participating in Advanced Placement courses in high school.",3B-i,2.887142857,2.897142857,3.397142857,3.407142857,3.897142857,3.907142857,4.6,4.61,Admin Data,,Student to number of courses ratio (HS only),Student to number of courses ratio (HS only),,,a-curv-i5,X,,ratio,2.98,2.99,3.49,3.5,3.99,4,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Curricular Strength & Variety,"Draws on anonymous teacher reports on the strength and variety of the school curriculum. It also includes the percentage of students completing the recommended state core curriculum, the ratio of student to total classes, the ratio students to elective classes, and the percentage of students participating in Advanced Placement courses in high school.",3B-i,2.887142857,2.897142857,3.397142857,3.407142857,3.897142857,3.907142857,4.6,4.61,Admin Data,,Student to number of electives ratio (completely free choice) (HS only),Student to number of electives ratio (completely free choice) (HS only),,,a-curv-i6,X,,ratio,2.98,2.99,3.49,3.5,3.99,4,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Curricular Strength & Variety,"Draws on anonymous teacher reports on the strength and variety of the school curriculum. It also includes the percentage of students completing the recommended state core curriculum, the ratio of student to total classes, the ratio students to elective classes, and the percentage of students participating in Advanced Placement courses in high school.",3B-i,2.887142857,2.897142857,3.397142857,3.407142857,3.897142857,3.907142857,4.6,4.61,Teachers,,"Overall, how rigorous is the curriculum that you are expected to teach?","Overall, how rigorous is the curriculum that you are expected to teach?",,,t-curv-q1,,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Curricular Strength & Variety,"Draws on anonymous teacher reports on the strength and variety of the school curriculum. It also includes the percentage of students completing the recommended state core curriculum, the ratio of student to total classes, the ratio students to elective classes, and the percentage of students participating in Advanced Placement courses in high school.",3B-i,2.887142857,2.897142857,3.397142857,3.407142857,3.897142857,3.907142857,4.6,4.61,Teachers,,How coherent is the curriculum that you are expected to teach?,How coherent is the curriculum that you are expected to teach?,,,t-curv-q2,,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Curricular Strength & Variety,"Draws on anonymous teacher reports on the strength and variety of the school curriculum. It also includes the percentage of students completing the recommended state core curriculum, the ratio of student to total classes, the ratio students to elective classes, and the percentage of students participating in Advanced Placement courses in high school.",3B-i,2.887142857,2.897142857,3.397142857,3.407142857,3.897142857,3.907142857,4.6,4.61,Teachers,,"If one of your students transferred to another district with a challenging assortment of courses, how well prepared would he or she be?","If one of your students transferred to another district with a challenging assortment of courses, how well prepared would he or she be?",,,t-curv-q3,,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Curricular Strength & Variety,"Draws on anonymous teacher reports on the strength and variety of the school curriculum. It also includes the percentage of students completing the recommended state core curriculum, the ratio of student to total classes, the ratio students to elective classes, and the percentage of students participating in Advanced Placement courses in high school.",3B-i,2.887142857,2.897142857,3.397142857,3.407142857,3.897142857,3.907142857,4.6,4.61,Teachers,,How well-rounded is the curriculum that you and your colleagues teach?,How well-rounded is the curriculum that you and your colleagues teach?,,,t-curv-q4,,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,2.546666667,2.556666667,3.056666667,3.066666667,3.556666667,3.566666667,4.6,4.61,Admin Data,"MA DESE, 2019-20, state average",Teacher-student parity index: % teachers of color/% students of color,Teacher-student parity index: % teachers of color/% students of color,,,a-cure-i1,,0.26,ratio,2.98,2.99,3.49,3.5,3.99,4,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,2.546666667,2.556666667,3.056666667,3.066666667,3.556666667,3.566666667,4.6,4.61,Teachers,,How able are you to integrate material from different cultures into your instruction either online or in person?',How able are you to integrate material from different cultures into your instruction either online or in person?',,How able are you to integrate material from different cultures into your class?,t-cure-q1,,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,2.546666667,2.556666667,3.056666667,3.066666667,3.556666667,3.566666667,4.6,4.61,Teachers,,How often do you integrate culturally diverse content into your teaching?,How often do you integrate culturally diverse content into your teaching?,,,t-cure-q2,,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,2.546666667,2.556666667,3.056666667,3.066666667,3.556666667,3.566666667,4.6,4.61,Teachers,,How often do you use teaching strategies to facilitate learning among culturally diverse students?,How often do you use teaching strategies to facilitate learning among culturally diverse students?,,,t-cure-q3,,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,2.546666667,2.556666667,3.056666667,3.066666667,3.556666667,3.566666667,4.6,4.61,Teachers,,How motivated are you to integrate culturally diverse content in your classroom?,How motivated are you to integrate culturally diverse content in your classroom?,,,t-cure-q4,,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,2.546666667,2.556666667,3.056666667,3.066666667,3.556666667,3.566666667,4.6,4.61,Students,,"In your classes, how often do you see people like you represented in what you study?","In your classes, how often do you see people like you represented in what you study?",,,s-cure-q1,,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,2.546666667,2.556666667,3.056666667,3.066666667,3.556666667,3.566666667,4.6,4.61,Students,,"In your classes, how often do you see many different kinds of people represented in what you study?","In your classes, how often do you see many different kinds of people represented in what you study?",,,s-cure-q2,,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,2.546666667,2.556666667,3.056666667,3.066666667,3.556666667,3.566666667,4.6,4.61,Students,,How valued do you think all students' home cultures and languages are in the school curriculum?,How valued do you think all students' home cultures and languages are in the school curriculum?,,,s-cure-q3,,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Cultural Responsiveness,Draws on anonymous student reports on the degree to which the curriculum adequately represents diverse cultures and perspectives. It also draws on anonymous teacher responses about the degree to which they are adequately supported and prepared to teach in a culturally responsive manner.,3B-ii,2.546666667,2.556666667,3.056666667,3.066666667,3.556666667,3.566666667,4.6,4.61,Students,,How valued do you think your home culture and language are in the school curriculum?,How valued do you think your home culture and language are in the school curriculum?,,,s-cure-q4,,,,2.33,2.34,2.84,2.85,3.34,3.35,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Learning Resources,3B,"Seeks to determine the degree to which a school's curriculum is appropriately challenging and diverse. It includes measures of curricular strength & variety, cultural responsiveness and co-curricular activities.",2.804603175,2.814603175,3.314603175,3.324603175,3.814603175,3.824603175,4.6,4.61,Co-Curricular Activities,"Tracks administrative data on the number and variety of extra- and co-curricular activities offered (e.g., sports teams and clubs).",3B-iii,2.98,2.99,3.49,3.5,3.99,4,4.6,4.61,Admin Data,Census,Student to co-curricular activities ratio (HS only),Student to co-curricular activities ratio (HS only),,,a-cocu-i1,X,57,ratio,2.98,2.99,3.49,3.5,3.99,4,4.6,4.61
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Family-School Relationships,Draws on anonymous teacher reports about their engagement with parents and leadership opportunities for parents at the school.,3C-i,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Teachers,,How often do you connect with parents at your school?,How often do you connect with parents at your school?,,,t-peng-q1,,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Family-School Relationships,Draws on anonymous teacher reports about their engagement with parents and leadership opportunities for parents at the school.,3C-i,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Teachers,,How involved have parents been in fundraising efforts at your school?,How involved have parents been in fundraising efforts at your school?,,,t-peng-q2,,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Family-School Relationships,Draws on anonymous teacher reports about their engagement with parents and leadership opportunities for parents at the school.,3C-i,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Teachers,,How involved have parents been with parent groups at your school?,How involved have parents been with parent groups at your school?,,,t-peng-q3,,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Family-School Relationships,Draws on anonymous teacher reports about their engagement with parents and leadership opportunities for parents at the school.,3C-i,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Teachers,,How often does the average parent help out at your school?,How often does the average parent help out at your school?,,,t-peng-q4,,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Community Involvement & External Partners,Draws on anonymous teacher reports about the degree to which the school is responsive to equity issues in its community. ,3C-ii,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Teachers,,"How effectively does this school connect with immigrant families, providing translation when necessary?","How effectively does this school connect with immigrant families, providing translation when necessary?",,"How effectively does this school connect with immigrant parents, providing translation when necessary?",t-ceng-q1,,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Community Involvement & External Partners,Draws on anonymous teacher reports about the degree to which the school is responsive to equity issues in its community. ,3C-ii,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Teachers,,How effectively does this school respond to the needs and values of the surrounding community?,How effectively does this school respond to the needs and values of the surrounding community?,,How effectively does this school respond to the needs and values the surrounding community?,t-ceng-q2,,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Community Involvement & External Partners,Draws on anonymous teacher reports about the degree to which the school is responsive to equity issues in its community. ,3C-ii,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Teachers,,To what extent are all groups of parents represented in the governance of the school?,To what extent are all groups of parents represented in the governance of the school?,,,t-ceng-q3,,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41
Resources,3,"Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community. It considers factors like physical spaces and materials, class size, and family-school relationships.","Measures the adequacy of a school's facility, personnel, and curriculum, as well as the degree to which it is supported by the community.",Community Support,3C,"Seeks to determine the degree to which schools have supportive relationships with the surrounding community. It includes measures of family-school relationships, community involvement & external partnerships.",2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Community Involvement & External Partners,Draws on anonymous teacher reports about the degree to which the school is responsive to equity issues in its community. ,3C-ii,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41,Teachers,,"Overall, how effectively does this school connect with the community?","Overall, how effectively does this school connect with the community?",,,t-ceng-q4,,,,2.18,2.19,2.69,2.7,3.19,3.2,4.4,4.41
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",Performance,4A,Seeks to determine the degree to which students are performing as expected and on-track for graduation. It includes measures of overall performance as rated by teachers. ,2.896666667,2.906666667,3.406666667,3.416666667,3.906666667,3.916666667,4.5,4.51,Performance Growth,Includes an asessment of student progression towards key learning goals. ,4A-i,2.98,2.99,3.49,3.5,3.99,4,4.5,4.51,No source,,Performance Growth,Performance Growth,,,n/a,,,n/a,2.98,2.99,3.49,3.5,3.99,4,4.5,4.51
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",Performance,4A,Seeks to determine the degree to which students are performing as expected and on-track for graduation. It includes measures of overall performance as rated by teachers. ,2.896666667,2.906666667,3.406666667,3.416666667,3.906666667,3.916666667,4.5,4.51,Overall Performance,Draws on anonymous teacher reports about the efforts and abilities of their students. In the future this measure will also include the results of teacher-designed curriculum-embedded performance assessments.,4A-ii,2.813333333,2.823333333,3.323333333,3.333333333,3.823333333,3.833333333,4.5,4.51,Admin Data,"NCES, 2016",Percent students who fail 1 core course (HS only),Percent students who fail 1 core course (HS only),,,a-ovpe-i1,X,2,percentage,2.98,2.99,3.49,3.5,3.99,4,4.5,4.51
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",Performance,4A,Seeks to determine the degree to which students are performing as expected and on-track for graduation. It includes measures of overall performance as rated by teachers. ,2.896666667,2.906666667,3.406666667,3.416666667,3.906666667,3.916666667,4.5,4.51,Overall Performance,Draws on anonymous teacher reports about the efforts and abilities of their students. In the future this measure will also include the results of teacher-designed curriculum-embedded performance assessments.,4A-ii,2.813333333,2.823333333,3.323333333,3.333333333,3.823333333,3.833333333,4.5,4.51,Admin Data,Constructed by MCIEA staff,Percent students who fail 2 core courses (HS only),Percent students who fail 2 core courses (HS only),,,a-ovpe-i2,X,1,percentage,2.98,2.99,3.49,3.5,3.99,4,4.5,4.51
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",Performance,4A,Seeks to determine the degree to which students are performing as expected and on-track for graduation. It includes measures of overall performance as rated by teachers. ,2.896666667,2.906666667,3.406666667,3.416666667,3.906666667,3.916666667,4.5,4.51,Overall Performance,Draws on anonymous teacher reports about the efforts and abilities of their students. In the future this measure will also include the results of teacher-designed curriculum-embedded performance assessments.,4A-ii,2.813333333,2.823333333,3.323333333,3.333333333,3.823333333,3.833333333,4.5,4.51,Teachers,,"Relative to what you know of students this age, how academically able are your students?","Relative to what you know of students this age, how academically able are your students?",,,t-sach-q1,,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",Performance,4A,Seeks to determine the degree to which students are performing as expected and on-track for graduation. It includes measures of overall performance as rated by teachers. ,2.896666667,2.906666667,3.406666667,3.416666667,3.906666667,3.916666667,4.5,4.51,Overall Performance,Draws on anonymous teacher reports about the efforts and abilities of their students. In the future this measure will also include the results of teacher-designed curriculum-embedded performance assessments.,4A-ii,2.813333333,2.823333333,3.323333333,3.333333333,3.823333333,3.833333333,4.5,4.51,Teachers,,"If student work from your classes was compared with work from ""average"" Massachusetts classes of the same grades/subjects, how do you think an objective observer would rate the work?","If student work from your classes was compared with work from ""average"" Massachusetts classes of the same grades/subjects, how do you think an objective observer would rate the work?",,,t-sach-q2,,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51
Academic Learning,4,"Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories. It considers factors like engagement in school, problem solving, and college-going rates.","Measures how much students are learning core academic content, developing their own academic identities, and progressing along positive trajectories.",Performance,4A,Seeks to determine the degree to which students are performing as expected and on-track for graduation. It includes measures of overall performance as rated by teachers. ,2.896666667,2.906666667,3.406666667,3.416666667,3.906666667,3.916666667,4.5,4.51,Overall Performance,Draws on anonymous teacher reports about the efforts and abilities of their students. In the future this measure will also include the results of teacher-designed curriculum-embedded performance assessments.,4A-ii,2.813333333,2.823333333,3.323333333,3.333333333,3.823333333,3.833333333,4.5,4.51,Teachers,,"If an observer sat in on one of your classes for a week (either online or in person), how would she or he rate your students?","If an observer sat in on one of your classes for a week (either online or in person), how would she or he rate your students?",,"If an observer sat in on one of your classes for a week, how would s/he rate your students?",t-sach-q3,,,,2.48,2.49,2.99,3,3.49,3.5,4.5,4.51
