Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,district_code,school_code,,,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,"t-inle-q2",t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,#N/A,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,,,,
2021-06-01 12:01:13,2021-06-01 12:34:39,0,96.252.99.186,100,2006,1,2021-06-01 12:34:39,R_3Jgd5UFOeToq5Uh,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,1,,5,5,5,4,4,4,3,2,5,4,4,4,5,5,4,4,4,3,5,4,3,4,4,4,3,3,4,3,4,4,4,4,5,3,4,5,4,5,4,5,5,3,4,4,4,5,5,5,2,2,2,4,5,3,4,2,3,4,3,5,4,4,4,3,4,4,3,4,3,3,,7,4,I feel as though some questions did not apply to my teaching or that I would not know the answer.
2021-06-01 12:25:13,2021-06-01 12:38:51,0,96.230.20.18,100,817,1,2021-06-01 12:38:51,R_3mb0CjPLG5P4dyS,,,,,42.45320129,-71.14279938,anonymous,EN,6,6,2,,4,4,4,4,3,4,3,2,4,4,3,3,1,1,1,1,5,4,5,3,2,2,2,2,2,3,3,3,4,3,3,4,3,3,3,3,4,5,1,5,4,3,3,3,3,3,3,3,3,4,4,4,5,4,4,3,4,3,4,4,4,4,3,3,3,3,2,2,2,3,,,,
2021-06-01 12:27:35,2021-06-01 12:43:02,0,96.252.99.186,100,926,1,2021-06-01 12:43:02,R_3lMNJB9QN85kU2B,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,5,4,4,4,1,1,5,5,5,5,2,2,2,2,3,1,3,1,1,1,1,1,1,2,2,2,3,3,3,3,4,3,4,4,3,3,3,4,3,3,3,3,4,4,3,5,4,4,4,4,3,3,3,3,4,3,3,3,3,4,4,3,3,2,3,3,3,3,"How do you address when your principal says to an interview committee ""You can help a bad teacher to be good, but you can't help a teacher not to be white.""?  I understand pushing for diversity in a school, but this is a little disconcerting.",9,7,"I probably would have been able to think of other constructive comments, but our principal told us that he ""dropped the ball"" on this survey and told us to fill this out today by this afternoon."
2021-06-01 12:04:35,2021-06-01 12:56:15,0,96.252.99.186,100,3099,1,2021-06-01 12:56:16,R_3HC7QuBBfKBLfph,,,,,42.48100281,-71.15630341,anonymous,EN,6,5,1,,5,5,5,3,3,5,3,5,5,5,5,4,2,3,3,3,5,3,3,4,3,4,4,4,3,3,3,4,5,4,4,4,4,4,4,2,2,3,3,5,3,5,4,4,5,4,5,4,5,5,4,5,5,5,5,5,3,4,1,3,4,4,4,3,3,3,2,3,1,3,Efforts to plan for adequate ventilation during a pandemic and moving forward into the future have been meager and poorly communicated. ,9,5,
2021-06-01 12:44:27,2021-06-01 12:58:46,0,96.252.99.186,100,859,1,2021-06-01 12:58:47,R_1g0cizX7JA6qIbC,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,5,4,4,4,2,1,5,5,5,3,1,1,1,1,4,2,4,1,1,1,1,1,1,,,,,5,,,5,5,5,3,3,2,1,4,1,2,4,2,5,4,1,2,1,1,1,1,2,5,4,1,3,,5,5,3,4,4,3,3,5,,,3,3,"Leadership and communication from leadership at this school is non-existent. Principal stays in his office with the door shut. Cancels faculty meetings, leadership meetings and director meetings because he does not want to answer difficult questions.
Disgusting.",9,,
2021-06-01 12:55:26,2021-06-01 13:08:00,0,209.6.124.166,100,753,1,2021-06-01 13:08:02,R_1HcSMviHqCXGF97,,,,,42.41879272,-71.15570068,anonymous,EN,6,6,2,,4,4,4,4,4,5,4,1,4,3,4,4,2,2,2,1,4,2,4,1,1,1,1,1,1,3,4,4,3,3,4,4,4,4,3,3,3,2,2,2,3,1,3,3,4,4,4,3,3,3,2,3,4,3,3,1,2,3,2,3,4,4,3,3,4,4,1,3,2,3,,4,4,"Please provide examples of what you're asking. Also, add ""I don't know"" as a choice."
2021-06-01 13:04:07,2021-06-01 13:13:38,0,96.252.99.186,100,570,1,2021-06-01 13:13:38,R_1DuxmO3UfqT1nA9,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,4,4,4,4,3,5,4,4,4,3,5,4,3,4,4,3,4,5,4,4,4,5,4,3,3,4,4,4,4,4,4,4,4,3,4,4,3,5,4,3,5,5,4,4,4,4,3,3,4,5,5,5,4,3,4,4,3,4,4,4,4,3,3,4,3,3,3,3,,9,8,
2021-06-01 13:10:14,2021-06-01 13:18:05,0,96.252.99.186,100,470,1,2021-06-01 13:18:05,R_1FlUp6FBYOdLVZT,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,4,4,4,3,2,3,1,1,4,4,2,2,2,2,1,1,3,1,2,2,1,2,1,1,1,3,3,4,3,4,3,3,2,2,1,2,2,2,2,4,2,2,1,2,1,2,3,3,1,1,1,2,2,2,2,1,2,2,4,3,3,4,3,3,2,3,1,1,4,2,,5,4,
2021-06-01 12:37:52,2021-06-01 13:19:09,0,96.252.99.186,100,2476,1,2021-06-01 13:19:09,R_25T3GLP0hKx8nJx,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,5,2,1,5,1,1,5,4,4,3,4,5,1,2,5,3,1,1,1,1,1,1,1,3,3,3,3,2,4,3,2,3,1,3,3,2,4,4,5,1,3,5,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,3,4,5,4,3,2,2,3,3,3,3,Our current principle has created an atmosphere of dictatorship.  We are trying to create students to work in a cooperative work place in the future and we have a principal who has no interest in cooperation from staff.,8,4,"You should be asking about the internal atmosphere within a school because in the end, the students are being taught by an unhappy staff by a principal who as no idea how to manage his staff."
2021-06-01 13:11:38,2021-06-01 13:20:58,0,96.252.99.186,100,559,1,2021-06-01 13:20:59,R_T71gi0vdNb7A6jf,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,4,4,4,2,2,2,2,2,4,4,4,4,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,4,3,4,4,4,4,4,4,4,3,3,2,4,4,3,4,4,2,4,4,4,3,3,3,3,5,4,3,2,3,4,4,4,3,4,4,3,3,3,3,3,1,2,,8,5,
2021-06-01 13:07:57,2021-06-01 13:22:08,0,96.252.99.186,100,850,1,2021-06-01 13:22:09,R_T63YNSICJatob0R,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,3,,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,3,4,4,5,4,3,4,4,4,4,2,2,4,4,4,4,4,4,4,3,3,3,2,3,4,4,3,3,4,4,4,5,4,3,2,2,2,4,3,4,2,3,4,4,4,4,3,3,4,4,4,3,3,2,3,,9,7,
2021-06-01 12:00:49,2021-06-01 13:22:09,0,96.252.99.186,100,4880,1,2021-06-01 13:22:10,R_12QCUZQf79cgzOD,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,5,2,2,5,2,2,4,4,4,4,3,2,3,3,4,4,4,4,4,5,4,3,2,2,3,3,4,4,4,3,4,4,4,3,3,4,3,4,3,3,3,3,3,4,4,4,3,4,4,5,4,3,3,2,3,2,3,2,4,4,4,4,4,2,3,4,3,4,,9,5,
2021-06-01 13:18:28,2021-06-01 13:26:59,0,108.20.186.174,100,510,1,2021-06-01 13:26:59,R_2Ttu0qnOWocdXCd,,,,,42.45320129,-71.14279938,anonymous,EN,6,6,1,,5,5,3,4,4,5,4,3,4,4,4,4,4,5,4,5,5,5,5,4,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,3,4,3,4,4,3,3,3,4,4,5,4,4,4,4,5,4,4,4,3,4,3,4,3,4,5,5,4,4,3,3,3,3,3,,8,6,
2021-06-01 13:27:13,2021-06-01 13:37:17,0,50.205.154.89,100,603,1,2021-06-01 13:37:17,R_3LXZrPXBt8kI1tO,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,5,5,5,5,4,5,4,1,4,4,5,5,5,4,4,4,5,3,5,4,4,4,4,4,4,2,2,5,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,5,5,1,1,1,4,4,3,3,4,3,3,3,4,3,1,1,1,2,,8,8,
2021-06-01 13:35:45,2021-06-01 13:48:11,0,96.252.99.186,100,745,1,2021-06-01 13:48:12,R_z5SG6aRXpG8h089,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,4,4,4,,,,,3,4,,,4,,4,4,4,4,,,4,4,4,3,4,3,2,2,4,4,4,4,4,4,,3,,,5,3,4,5,3,4,4,3,,4,,,,,,5,,4,,4,4,,,4,4,4,4,4,3,3,,3,3,,5,3,The survey seemed like it was only for teachers. As a school counselor I was unable to answer half of the questions around curriculum and teaching in the classroom. There should be a n/a option for the survey questions that do no pertain to you and your position. Questions should be more universal
2021-06-01 13:31:32,2021-06-01 13:57:08,0,96.252.99.186,100,1535,1,2021-06-01 13:57:09,R_1N237jeD41bgl3l,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,5,4,2,5,1,2,5,5,5,5,4,4,3,4,4,3,1,1,2,1,1,1,1,3,3,3,4,4,4,4,4,3,4,3,3,3,1,3,4,2,4,4,3,4,5,4,5,5,5,5,5,5,5,2,3,4,3,4,3,4,4,4,4,3,2,5,3,5,"Teachers are willing to work collaboratively to make the school a better place, but the administration does not allow it. The leadership style is quite autocratic. And young teachers are mostly unsupported -- they don't find out there are concerns about their teaching until they are dismissed. ",7,7,
2021-06-01 13:46:33,2021-06-01 14:08:41,0,96.252.99.186,100,1327,1,2021-06-01 14:08:43,R_2frq07mgMwi1AHJ,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,5,2,2,3,3,3,4,5,5,4,4,4,4,4,5,3,5,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,3,4,4,4,4,3,3,3,4,5,5,5,3,2,4,3,3,4,3,4,3,4,4,3,3,3,3,,7,5,
2021-06-01 13:50:34,2021-06-01 14:11:53,0,96.252.99.186,100,1279,1,2021-06-01 14:11:53,R_vMHh51AYC0BMG1X,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,5,3,2,2,1,1,5,5,5,4,2,2,1,1,2,1,2,1,2,2,2,2,1,3,3,5,3,3,4,3,1,2,1,2,3,4,2,3,2,2,2,2,3,4,3,3,3,3,4,3,5,4,2,2,1,2,3,2,3,4,3,3,3,3,2,1,3,3,"1. There is a very real sense that the teachers have little real input into the decision making process.
2. 1st, 2nd, & even 3rd year teachers with solid observations and evaluations are very frequently non-renewed with very little if any reason. This is a very disturbing & demoralizing practice.",7,4,
2021-06-01 14:00:35,2021-06-01 14:15:40,0,96.252.99.186,100,904,1,2021-06-01 14:15:40,R_2yef5Vzib9z8ho7,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,5,2,2,5,2,3,4,4,4,4,2,5,2,2,1,1,2,1,2,2,1,2,2,2,1,4,3,2,3,3,3,2,3,4,4,3,3,4,4,3,3,4,2,2,2,3,3,3,3,4,5,5,5,3,2,3,5,3,3,3,3,4,3,3,4,4,3,3,,5,3,
2021-06-01 14:22:45,2021-06-01 14:32:48,0,50.205.154.89,100,602,1,2021-06-01 14:32:48,R_1ClnJBcNJk2v2eN,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,5,5,5,4,4,4,4,1,5,5,5,5,2,2,3,2,4,3,5,4,5,3,4,4,3,,,,,,,,,,,3,3,2,2,3,4,1,,,5,3,4,4,4,3,3,3,5,3,,,5,4,,5,4,2,2,,,,2,2,2,2,NA,3,3,There should be an I don't know or Not Applicable option. 
2021-06-01 14:26:48,2021-06-01 14:35:05,0,50.205.154.89,100,496,1,2021-06-01 14:35:05,R_3h9gq3v5ySifGGw,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,2,,5,5,5,5,5,5,4,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,5,5,3,4,3,3,3,3,3,4,3,3,4,4,4,3,4,3,3,,8,8,
2021-06-01 14:28:22,2021-06-01 14:36:24,0,50.205.154.89,100,482,1,2021-06-01 14:36:25,R_1jJ4vZlSRpiMIU5,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,5,5,5,4,4,5,5,2,4,4,5,4,4,3,4,4,5,4,4,4,3,4,4,4,3,2,1,4,3,4,4,4,4,4,3,3,3,3,2,4,4,4,3,3,2,4,4,4,4,4,4,4,5,3,2,3,4,4,3,4,4,3,3,3,3,4,4,4,3,4,,,,
2021-06-01 14:29:18,2021-06-01 14:38:58,0,96.252.99.186,100,580,1,2021-06-01 14:38:59,R_3MLSg8fzNsloT6n,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,4,4,4,2,2,5,4,1,3,4,4,4,4,3,3,3,3,2,3,4,4,5,4,4,4,3,3,4,4,4,4,4,4,3,4,3,3,3,2,5,5,2,4,4,4,4,4,4,3,2,2,4,5,4,4,3,4,4,3,4,3,4,4,3,3,4,3,4,3,3,,9,6,"I would like to see questions about working within our teams, and working with Special Ed."
2021-06-01 14:31:34,2021-06-01 14:39:41,0,50.205.154.89,100,486,1,2021-06-01 14:39:42,R_2aJLlvnnkLNdGws,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,2,,5,5,4,2,2,3,4,2,3,4,4,4,3,2,4,4,4,2,3,2,2,1,2,2,1,2,2,3,3,3,4,3,3,3,3,2,1,1,1,3,3,2,3,2,2,4,3,4,3,3,4,5,5,1,1,1,2,2,1,2,3,2,2,4,4,4,3,3,2,3,,7,6,
2021-06-01 14:32:35,2021-06-01 14:40:49,0,50.205.154.89,100,494,1,2021-06-01 14:40:49,R_29cEbkWk6C0I6X1,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,4,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,1,4,4,4,4,4,3,3,4,4,4,1,1,3,3,,9,4,
2021-06-01 14:31:01,2021-06-01 14:41:28,0,50.205.154.89,100,627,1,2021-06-01 14:41:29,R_3PZtLvBlbEe9MzJ,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,4,4,5,3,3,3,4,2,4,5,4,4,3,2,4,3,4,2,4,4,4,4,4,3,3,2,1,4,4,4,4,3,3,4,3,3,2,3,2,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,2,1,4,4,3,4,5,4,2,4,4,4,2,3,3,3,,8,5,
2021-06-01 14:32:36,2021-06-01 14:41:49,0,50.205.154.89,100,552,1,2021-06-01 14:41:49,R_27QpOGqJsyuWwJd,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,2,,4,4,5,4,4,5,4,2,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,2,2,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,3,,4,4,4,4,3,4,4,3,3,3,2,2,2,3,,8,8,
2021-06-01 14:31:43,2021-06-01 14:44:43,0,50.205.154.89,100,780,1,2021-06-01 14:44:44,R_2CdCsNQuOfAWmxj,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,4,4,3,4,4,5,5,1,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,1,1,4,4,4,5,4,4,4,4,3,5,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,5,2,1,1,4,4,4,4,3,3,3,4,3,3,4,4,4,5,,9,7,
2021-06-01 14:30:56,2021-06-01 14:45:09,0,50.205.154.89,100,852,1,2021-06-01 14:45:10,R_1jIMFEwVfyw2hCW,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,2,,4,5,5,5,5,4,4,3,5,5,5,5,3,4,4,4,4,3,4,4,5,4,4,4,3,1,1,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,3,4,4,4,4,4,3,4,4,5,4,4,4,4,3,3,4,4,2,2,3,3,4,1,2,2,2,,9,9,
2021-06-01 14:22:47,2021-06-01 14:45:14,0,50.205.154.89,100,1346,1,2021-06-01 14:45:15,R_3qDQryLxORxImj3,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,5,4,4,3,3,5,3,3,4,4,4,3,3,1,2,2,2,1,2,3,2,3,2,4,2,1,2,3,4,4,4,3,3,3,3,3,3,2,2,3,3,3,2,3,5,2,3,3,3,4,3,5,5,2,2,2,4,3,2,3,3,3,3,3,2,3,2,3,2,3,,4,5,
2021-06-01 14:34:40,2021-06-01 14:47:14,0,50.205.154.89,100,754,1,2021-06-01 14:47:15,R_8c9XAyJnxVwG9B7,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,5,5,5,5,5,4,4,2,4,4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,2,2,5,5,4,4,4,4,4,3,3,2,4,3,4,4,3,4,4,5,4,5,4,3,4,4,5,5,4,3,2,4,4,3,4,4,3,3,3,4,4,3,3,3,3,,8,7,
2021-06-01 14:36:12,2021-06-01 14:47:42,0,50.205.154.89,100,689,1,2021-06-01 14:47:42,R_332rC6y9H7InUb3,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,5,4,4,4,4,5,3,1,4,4,4,3,3,3,3,3,5,5,5,3,4,4,3,3,2,3,3,4,2,2,3,2,1,3,1,2,2,3,2,2,3,3,2,1,4,2,4,3,2,2,2,3,5,1,1,1,3,2,1,3,2,3,3,1,1,1,1,1,3,3,,4,,
2021-06-01 14:37:07,2021-06-01 14:48:37,0,96.252.99.186,100,690,1,2021-06-01 14:48:37,R_2eXcE3A3YwP6Rc3,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,5,5,4,5,5,5,5,4,4,3,3,3,3,2,5,5,5,3,3,4,3,4,3,4,4,3,4,4,4,4,5,4,4,4,3,4,4,3,5,5,5,4,3,5,5,4,4,4,4,4,5,5,4,2,3,3,2,3,5,4,4,4,4,4,4,4,4,3,,9,9,
2021-06-01 14:40:04,2021-06-01 14:49:02,0,50.205.154.89,100,537,1,2021-06-01 14:49:03,R_3G20esHpnuzjvtF,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,2,,5,5,5,4,4,4,2,1,4,4,4,4,1,3,2,2,3,3,4,3,2,4,2,2,2,3,2,4,3,4,3,3,3,3,2,2,3,3,3,1,2,1,1,2,4,3,4,4,4,4,4,4,5,4,3,1,3,3,3,3,4,2,2,3,4,2,2,2,2,3,,8,8,
2021-06-01 14:40:48,2021-06-01 14:49:38,0,50.205.154.89,100,530,1,2021-06-01 14:49:39,R_2tFjCRWn2dtP7ZN,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,2,,5,5,5,2,2,4,3,1,5,5,5,5,3,3,4,4,5,3,5,3,3,3,3,3,2,2,1,5,4,4,4,4,4,4,3,4,3,3,3,3,2,2,1,1,3,3,4,4,3,4,3,5,5,3,3,2,2,2,2,2,4,3,3,3,4,3,2,2,3,3,,9,7,
2021-06-01 14:41:34,2021-06-01 14:51:06,0,50.205.154.89,100,571,1,2021-06-01 14:51:06,R_22V6UZNk47KsrqB,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,4,5,5,5,5,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,3,3,3,2,4,4,3,4,5,4,4,5,4,4,4,4,4,3,2,3,2,5,5,3,4,4,3,3,4,4,3,4,4,3,4,,8,7,
2021-06-01 8:53:32,2021-06-01 14:53:58,0,50.205.154.89,100,21625,1,2021-06-01 14:53:58,R_su8ERrov5GTJquZ,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,5,5,5,5,5,4,4,2,4,5,4,5,3,3,3,4,5,3,5,5,5,5,4,4,4,1,1,4,5,4,4,3,5,4,4,3,2,3,3,4,4,3,4,4,4,3,4,3,5,5,5,5,5,3,3,2,5,5,3,4,4,1,1,1,3,3,3,3,3,3,,4,4,
2021-06-01 14:41:36,2021-06-01 14:55:41,0,50.205.154.89,100,845,1,2021-06-01 14:55:42,R_1kMNimUBWgiikwb,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,5,5,5,4,2,4,3,1,5,5,5,5,3,3,3,3,4,3,5,3,3,4,3,3,3,2,1,4,3,4,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,3,4,4,3,3,4,5,5,3,2,2,3,3,3,3,4,3,3,4,4,3,3,3,3,3,,7,6,
2021-06-01 14:46:33,2021-06-01 14:57:14,0,96.252.99.186,100,641,1,2021-06-01 14:57:14,R_1ITonFEVnT4dS4T,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,4,4,4,5,3,2,4,4,5,4,4,3,4,4,4,4,4,3,4,4,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,5,5,4,4,5,4,5,3,4,4,3,2,3,3,3,4,5,4,4,4,4,3,4,3,4,,8,6,
2021-06-01 14:44:09,2021-06-01 14:57:43,0,96.252.99.186,100,814,1,2021-06-01 14:57:44,R_3G9xC3iBamtgLYF,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,5,4,2,5,3,3,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,3,3,3,4,4,4,4,5,5,5,4,5,5,4,5,5,3,5,5,4,5,5,4,3,3,5,5,5,3,3,3,5,5,4,5,4,4,4,4,4,5,5,5,3,3,,9,6,
2021-06-01 14:40:52,2021-06-01 14:58:40,0,50.205.154.89,100,1067,1,2021-06-01 14:58:41,R_27DQQiTGcGRQXze,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,5,4,4,5,4,5,4,3,3,4,4,3,2,2,3,4,5,4,4,4,3,4,5,5,4,3,4,3,5,4,4,4,4,5,,3,2,3,2,4,5,2,3,3,4,4,,4,2,4,3,4,3,,,,5,4,4,4,3,2,1,3,3,4,2,2,2,2,"The answers relating to bullying refer not to a large number of students here engaging in that behavior but more that  the few who do treat others that way (badly, in a mean way)  do it quite often and don't seem open to remediation with it .  ",8,8,Thank you!
2021-06-01 14:51:22,2021-06-01 14:59:08,0,96.252.99.186,100,465,1,2021-06-01 14:59:09,R_1K24XP9i7xkxf1U,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,1,,5,4,5,3,2,2,2,1,5,4,5,5,3,2,2,3,3,2,3,5,4,5,4,4,4,3,3,3,4,3,4,3,2,2,2,2,3,4,5,5,3,1,1,1,3,3,4,3,2,1,2,3,3,2,2,1,4,3,3,4,3,3,3,3,3,4,3,3,4,4,Teachers should be able to pick their teammates & work with those they have a strong rapport with,9,3,
2021-06-01 14:07:20,2021-06-01 15:01:17,0,96.252.99.186,100,3237,1,2021-06-01 15:01:18,R_25GAVWwvOUrCftH,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,5,5,4,4,5,4,2,5,4,4,5,5,5,3,4,5,4,4,4,4,3,4,4,4,3,3,3,4,5,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,4,5,5,3,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,,8,8,
2021-06-01 14:54:40,2021-06-01 15:02:35,0,50.205.154.89,100,474,1,2021-06-01 15:02:35,R_r1nGqcVbFqDOBPz,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,1,,5,5,4,4,4,5,3,1,5,4,5,4,3,2,2,2,5,3,4,2,2,3,2,3,2,3,3,4,4,4,4,4,3,4,3,3,2,2,1,1,3,3,3,4,3,3,3,3,4,4,3,4,5,3,3,2,3,3,3,2,4,3,3,2,4,4,1,1,3,3,,7,7,
2021-06-01 14:42:05,2021-06-01 15:04:41,0,50.205.154.89,100,1356,1,2021-06-01 15:04:42,R_DOgVKBhuEhz7Y6R,,,,,42.4125061,-71.00340271,anonymous,EN,4,5,2,,4,4,5,4,4,5,4,1,5,4,5,4,1,3,3,3,4,3,3,4,2,4,3,3,2,3,3,4,3,4,4,3,3,2,2,2,2,2,1,1,4,4,5,5,3,3,4,4,4,5,4,5,5,2,2,2,5,5,2,5,1,2,2,3,4,4,1,2,1,2,"My professional development through the school is okay, the course work I take and pay for to make myself a better teacher are great.  It would be nice to have some sort of tuition reimbursement for people who make the effort to better themselves.  ",9,5,
2021-06-01 14:56:11,2021-06-01 15:05:26,0,96.252.99.186,100,555,1,2021-06-01 15:05:27,R_25eQhoURGIKIA3D,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,3,,5,4,5,2,2,3,2,3,4,4,4,4,3,3,2,2,2,2,3,2,3,3,2,3,1,3,3,3,4,3,4,4,4,3,4,3,4,4,4,4,3,3,3,3,3,4,4,4,3,3,1,3,4,,3,3,3,3,3,3,4,3,3,3,4,4,2,2,3,4,,,,
2021-06-01 15:04:48,2021-06-01 15:12:30,0,96.252.99.186,100,461,1,2021-06-01 15:12:30,R_3QWqAWERMwoxA0H,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,3,,4,4,4,2,3,4,3,3,4,4,4,4,2,2,1,2,4,2,3,1,1,1,1,1,1,3,3,3,3,3,4,3,3,2,3,3,3,3,2,3,3,1,3,3,3,3,3,3,4,4,4,4,5,4,4,5,2,2,2,2,4,4,4,4,4,3,3,3,3,3,"Concerned about the evaluation process as it does not make sense and shows no benefit towards new teachers. Teachers are receiving significant progress on evaluations, yet not being rehired due to a desire for diversity. Frankly, concerning to remove good teachers for no good reason. ",8,5,
2021-06-01 15:11:41,2021-06-01 15:19:07,0,96.252.99.186,100,446,1,2021-06-01 15:19:07,R_3NPpbXIfAFqw55m,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,2,,5,4,4,3,3,4,3,2,4,3,4,4,3,3,2,3,4,3,4,5,4,5,3,4,3,3,3,4,4,4,4,3,4,4,3,3,4,3,2,4,5,4,4,4,4,4,5,4,3,3,3,3,5,4,3,2,3,2,3,3,3,4,4,5,3,3,3,4,3,3,,8,6,
2021-06-01 15:18:17,2021-06-01 15:25:14,0,96.252.99.186,100,416,1,2021-06-01 15:25:14,R_1o4Hd0ZbvBC6iMR,,,,,42.48100281,-71.15630341,anonymous,EN,6,6,1,,4,4,4,3,2,4,3,2,4,3,3,3,3,3,2,2,2,2,2,3,2,4,3,3,2,3,3,3,2,2,3,2,3,2,3,2,3,3,3,3,3,3,2,2,3,3,3,4,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,2,2,3,3,4,3,5,,6,4,"I wish there was an option to say ""no opinion"" or ""I don't know"". For example, I don't know anything about parents involvement and I do not have any support staff working with me, so it was hard to make an assessment on things I know nothing about."
