StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,District,DESE ID,"Please select the month, day and year of your birthday. - Month","Please select the month, day and year of your birthday. - Day","Please select the month, day and year of your birthday. - Year",LASID,grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,gender,What is your gender? - Another gender or gender identity not listed above - Text,race,What is your race/ethnicity?(Please select all that apply) - Prefer to self-describe - Text,Q_Language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher
5/5/22 13:53,5/5/22 14:09,0,209.80.140.32,100,980,1,2022-05-05T14:9:23,R_2wAFSVY9VT1PEt4,PT-BR,4,2480505,1,12,108,48091,9,3,4,3,5,5,4,5,5,5,5,3,5,3,4,4,4,4,4,4,4,4,3,3,4,5,3,4,4,5,4,5,5,3,2,5,3,5,5,5,5,3,2,3,3,2,3,4,3,3,4,4,4,3,2,2,2,1,1,3,4,4,4,3,3,4,3,4,1,,7,,PT-BR,Professor de MatemÃ¡tica,,,
5/5/22 13:14,5/5/22 13:39,0,172.58.222.224,100,1524,1,2022-05-05T13:39:50,R_w1wk26ENDKQbs2J,EN,4,2480505,4,18,106,45808,11,1,3,3,3,4,4,3,4,4,3,4,3,3,5,2,4,1,2,2,4,4,3,4,4,3,4,5,5,3,4,5,4,2,1,4,5,4,4,3,4,3,3,2,3,2,3,3,3,4,5,3,4,3,2,3,2,2,4,4,5,4,5,3,4,2,2,3,2,,3,,EN,,,,English teacher
4/25/22 9:18,4/25/22 9:31,0,50.205.154.86,100,817,1,2022-04-25T9:31:39,R_1dE57SpuXjDcXRG,EN,4,2480056,3,13,112,38627,4,2,5,5,4,3,3,3,3,4,3,4,3,4,3,3,3,4,2,4,5,5,3,4,4,2,3,3,2,4,2,3,3,5,4,5,4,3,5,4,5,5,1,4,5,5,5,4,4,4,4,4,2,2,2,4,2,4,3,5,3,5,5,4,5,4,4,4,2,,7,,EN,,,,
4/26/22 7:59,4/26/22 13:53,0,209.80.140.38,100,21205,1,2022-04-26T13:53:24,R_u9rgAxCH0YzMtTb,EN,4,2480014,3,26,108,40858,8,2,3,3,3,1,2,2,2,5,5,5,5,3,3,4,4,4,4,3,4,4,4,4,3,3,4,2,2,5,4,2,4,2,3,4,4,3,4,1,3,4,3,2,5,2,4,4,4,4,4,4,4,4,3,2,3,2,2,5,4,4,2,3,4,3,4,2,2,,5,,EN,,Science teacher,,
4/26/22 8:07,4/27/22 8:08,0,209.80.140.38,100,86450,1,2022-04-27T8:8:42,R_ZE2VZ12HVCpM4i5,EN,4,2480014,9,14,108,39482,8,3,1,1,4,4,5,4,5,5,4,4,5,4,4,3,5,5,4,5,4,4,4,4,3,4,4,4,4,3,3,3,4,5,5,5,5,4,4,5,5,4,2,4,3,4,2,3,3,5,4,3,3,3,4,2,3,2,4,3,3,3,4,2,2,5,2,3,1,,4,,EN,Math teacher,,,
4/26/22 10:47,4/26/22 11:13,0,209.80.140.36,100,1533,1,2022-04-26T11:13:5,R_xaV1YBRMKpEZw4h,EN,4,2480003,5,8,113,46256,4,1,3,2,4,2,4,4,4,5,4,5,4,4,4,3,4,5,4,4,2,4,3,3,5,5,3,4,5,5,4,5,4,3,4,4,4,4,3,4,5,4,3,4,4,4,1,4,4,5,3,4,4,5,3,2,1,3,3,4,3,4,5,1,4,3,4,4,2,,7,American and spanish,EN,,,,
5/5/22 13:07,5/5/22 13:18,0,209.80.140.32,100,652,1,2022-05-05T13:18:4,R_1F346xV2npYUrmK,EN,4,2480505,7,23,107,33946,9,5,5,5,3,2,3,3,5,3,3,3,4,3,3,4,5,4,4,2,2,4,2,4,3,1,1,3,4,5,5,4,3,3,3,3,4,5,3,4,5,2,3,4,4,4,5,4,3,5,2,3,3,4,3,3,3,3,3,3,2,3,5,4,5,3,5,4,2,,5,,EN,,Science teacher,,
5/5/22 13:00,5/5/22 13:18,0,209.80.140.32,100,1041,1,2022-05-05T13:18:7,R_ylk0SwZsofRv2gx,EN,4,2480505,3,1,108,32536,9,4,5,3,2,1,2,2,2,3,3,2,3,2,2,2,2,2,2,2,4,3,4,3,1,2,2,3,2,2,1,2,2,3,4,3,2,2,3,2,2,1,2,3,2,1,4,5,2,4,4,1,2,2,5,4,5,3,2,2,2,2,2,1,3,2,2,2,2,,6,,EN,,,,English teacher
5/5/22 12:59,5/5/22 13:04,0,172.58.222.179,100,291,1,2022-05-05T13:4:34,R_2uNyvRiMIjxhhsE,EN,4,2480505,10,5,104,30674,12,4,3,5,3,3,4,3,4,4,5,4,4,3,4,3,2,2,2,2,2,2,4,3,3,3,4,4,2,5,4,3,4,3,5,5.00,3.00,5.00,4.00,5.00,4.00,2,5,2,3,3,4,3,4,5,4,3,3,4,5,5,5,1,2,4,2,3,2,4,3,4,4,3,2,,"1,5",,EN,Math teacher,,,
4/27/22 12:34,4/27/22 12:49,0,209.80.140.36,100,897,1,2022-04-27T12:49:20,R_2YxrpRMvsN1jkTk,EN,4,2480305,3,5,109,36433,8,2,3,5,5,2,4,4,4,4,4,2,4,1,4,4,3,2,2,3,4,3,3,4,2,2,4,4,4,4,4,4,2,3,4,5,5,4,3,4,5,5,4,4,3,4,5,5,4,5,3,2,3,4,3,4,3,5,5,3,3,2,3,2,2,2,3,3,2,,4,,EN,,Science teacher,,
4/26/22 13:14,4/26/22 13:50,0,50.205.154.89,100,2116,1,2022-04-26T13:50:7,R_1CC5uhiPDRmcWYQ,EN,4,2480025,2,3,112,40481,5,3,4,5,3,1,3,3,2,5,4,5,3,2,3,5,5,2,2,3,3,3,1,4,3,3,4,2,5,4,4,4,4,4,1,4,5,4,3,4,4,4,4,4,5,3,5,4,4,5,3,3,3,4,4,3,3,2,4,3,2,4,4,3,4,4,2,4,1,,4,,EN,,,,
4/26/22 8:00,4/26/22 8:14,0,209.80.140.38,100,830,1,2022-04-26T8:14:39,R_1dztMo70NBg1jVu,EN,4,2480014,9,27,110,38638,6,3,3,3,3,2,4,3,4,4,4,4,5,2,3,4,2,4,4,5,3,3,2,3,3,4,2,3,5,5,4,4,1,2,1,4,4,5,3,4,5,4,4,4,4,4,4,4,5,5,4,4,4,3,2,1,2,4,5,3,3,2,4,3,3,4,4,4,2,,4,,EN,,,,English teacher
5/3/22 9:54,5/3/22 10:03,0,50.221.21.222,100,523,1,2022-05-03T10:3:7,R_2OPZGXkLXjIXja6,EN,8,3100305,12,24,109,87573,7,,,,,,,,,,,,,3,4,4,4,1,2,1,,,,,3,3,4,3,,,,,,,,2,4,3,2,1,4,2,3,3,3,1,4,3,,,3,1,2,2,2,2,2,,,3,4,3,2,4,1,1,2,2,,,5,,EN,Math teacher,,,
4/28/22 9:15,4/28/22 9:47,0,50.205.154.86,100,1939,1,2022-04-28T9:47:21,R_2t5nLw3BPBmGTtK,EN,4,2480056,12,3,112,38475,4,1,,2,,,4,5,,5,5,2,,3,,,4,5,5,1,5,4,4,4,3,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,,5,4,5,5,5,5,5,4,5,5,4,3,3,4,4,5,4,4,5,2,5,5,5,4,1,,4,,EN,,,,
5/3/22 12:40,5/3/22 12:51,0,50.221.21.222,100,663,1,2022-05-03T12:51:51,R_3nOhUfdxWcnaqaG,EN,8,3100305,11,24,111,86491,5,4,5,4,3,1,4,4,4,4,3,4,4,4,2,4,2,4,3,5,3,2,4,3,2,3,3,4,4,5,3,2,5,4,2,,,,,,,,,,,,5,4,5,5,4,3,5,4,3,2,3,,,,,,,,,,,,1,,6,,EN,,,,
2/2/22 14:01,2/2/22 14:19,0,192.64.64.114,100,1080,1,2022-02-02T14:19:19,R_1mK5MCjiCxKGTtD,EN,5,2740075,2,24,112,11108894,5,2,2,4,3,3,4,4,4,2,5,4,3,3,3,4,4,4,1,4,2,2,3,4,3,4,3,3,3,5,3,5,5,5,5,5,3,5,4,4,5,2,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,2,,4,,EN,,,,
5/5/22 13:01,5/5/22 13:10,0,209.80.140.32,100,526,1,2022-05-05T13:10:40,R_egt69duuVF4UfaV,EN,4,2480505,7,27,107,34241,10,4,4,4,4,3,4,2,4,3,2,4,5,2,5,2,2,2,4,3,2,2,3,2,3,4,4,4,2,4,5,3,4,4,4,5,3,4,2,2,4,4,4,2,2,2,4,3,3,5,5,5,4,4,4,2,2,5,4,4,4,4,5,4,4,2,4,4,2,,8,,EN,Math teacher,,,
5/5/22 13:09,5/5/22 13:25,0,209.80.140.13,100,932,1,2022-05-05T13:25:14,R_2fplFs3bVZS7qkU,EN,4,2480505,3,25,106,32721,11,4,4,4,3,2,2,2,3,4,4,5,3,4,4,5,5,2,3,3,4,4,4,4,3,3,4,3,4,5,4,4,2,2,1,3,3,3,3,1,2,4,4,4,5,4,5,4,5,5,5,4,3,3,4,4,4,5,5,4,3,3,3,1,3,3,4,4,2,,4,,EN,,,Social Studies teacher,
5/5/22 13:05,5/5/22 13:24,0,209.80.140.32,100,1132,1,2022-05-05T13:24:25,R_21tanMwMChqeYkd,EN,4,2480505,8,25,108,42323,9,4,2,4,3,2,3,4,4,5,5,4,4,2,2,3,3,3,2,3,2,1,3,2,1,3,2,2,5,4,4,4,4,4,3,4,5,4,4,3,4,4,4,4,5,5,5,4,4,5,4,4,3,4,2,3,3,5,5,4,5,4,4,3,4,3,3,4,2,,4,,EN,,,Social Studies teacher,
5/6/22 7:25,5/6/22 13:23,0,209.80.140.32,100,21481,1,2022-05-06T13:23:17,R_3KC5ASbeFc6aR0Q,EN,4,2480505,10,6,106,31128,10,2,2,2,5,3,4,4,5,5,5,3,4,4,3,4,3,4,4,4,4,4,3,4,5,5,5,5,4,5,5,3,3,3,1,4,4,4,2,3,4,1,2,3,2,4,3,4,4,5,4,3,3,4,3,3,2,4,4,3,4,4,3,1,4,3,3,4,1,,5,,EN,Math teacher,,,
4/28/22 10:45,4/28/22 11:01,0,209.80.140.36,100,1003,1,2022-04-28T11:1:47,R_1q9ZTG5LnA5GwJl,EN,4,2480003,2,9,113,42024,4,4,4,5,3,,3,4,,4,4,3,3,2,4,5,4,1,3,2,2,3,3,3,1,1,1,,3,3,4,4,5,4,4,5,3,4,5,2,5,4,4,3,4,3,4,4,3,4,4,3,3,3,3,4,4,3,4,4,5,5,3,2,3,3,4,2,1,,4,,EN,,,,
5/5/22 13:06,5/5/22 13:24,0,209.80.140.32,100,1040,1,2022-05-05T13:24:13,R_3Eo5STnaJZ8rAYt,EN,4,2480505,5,21,108,43832,9,3,4,5,1,1,1,2,2,4,3,4,4,3,3,3,3,4,4,3,3,4,2,3,2,3,4,3,4,5,3,4,4,2,3,4,3,2,2,2,3,4,4,3,4,3,5,2,4,4,3,2,2,3,2,2,1,4,2,2,2,2,2,1,3,4,2,2,1,,4,,EN,Math teacher,,,
4/27/22 13:32,4/27/22 13:52,0,50.205.154.89,100,1194,1,2022-04-27T13:52:50,R_1dykHWBOEVP2jAe,EN,4,2480025,4,30,111,40568,5,5,5,4,4,5,5,4,4,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,5,2,4,5,4,5,5,5,4,5,5,4,2,3,5,5,5,5,4,5,3,4,2,4,2,2,2,1,3,4,4,4,4,5,1,4,3,4,1,,4,,EN,,,,
5/5/22 13:09,5/5/22 13:41,0,209.80.140.32,100,1929,1,2022-05-05T13:41:52,R_3e9vynowM381vE0,ES,4,2480505,12,24,105,47759,9,1,2,2,3,3,3,4,5,5,3,3,2,3,4,4,3,4,3,4,4,3,5,4,4,3,4,3,5,4,3,4,5,4,4,4.00,3.00,3.00,5.00,5.00,5.00,3,3,4,4,4,3,2,3,2,3,4,5,4,5,2,1,4,5,4,4,3,5,2,5,3,4,2,2,,"2,3",,ES,,,maestro de estudios sociales,
4/29/22 12:28,4/29/22 12:40,0,209.80.140.36,100,719,1,2022-04-29T12:40:50,R_0p93xk3o0QeXiUx,EN,4,2480305,3,28,110,37773,7,4,5,5,4,2,3,2,3,4,4,4,3,3,3,4,2,2,3,2,1,3,3,2,2,2,1,3,4,4,3,4,3,4,2,4,4,5,4,3,4,4,5,3,4,4,5,5,4,5,4,2,3,4,3,4,5,5,5,3,4,3,4,2,3,4,3,4,2,,4,,EN,Math teacher,,,
4/26/22 8:06,4/26/22 8:17,0,50.205.154.86,100,622,1,2022-04-26T8:17:8,R_2B2L1Ig3M0X5MpI,EN,4,2480057,6,6,109,44851,8,3,3,4,3,1,1,1,2,1,2,2,4,3,3,3,2,1,3,3,2,2,2,2,2,2,2,2,4,2,3,4,4,4,4,2,1,1,1,1,2,3,3,3,3,3,5,4,4,4,2,2,1,1,3,3,3,1,1,3,2,1,2,2,3,2,3,3,2,,4,,EN,Math teacher,,,
4/14/22 13:39,4/14/22 13:55,0,50.205.154.89,56,1005,0,2022-04-15T13:55:55,R_3MzWOyA7vDJg7xL,EN,4,2480025,5,30,111,37932,5,,,,2,1,3,4,1,5,4,4,3,,2,2,2,,,,2,2,2,1,3,4,3,3,3,4,3,4,3,3,3,,,,,,,4,3,2,2,2,3,4,3,4,,,,,,,,1,3,2,5,2,3,,,,,,,,,,EN,,,,
5/5/22 12:36,5/5/22 12:49,0,172.58.219.46,100,764,1,2022-05-05T12:49:35,R_WfEx3NwpPoM3ubT,EN,4,2480520,1,19,104,30635,12,5,5,5,3,2,3,2,3,4,3,3,3,2,2,3,2,1,3,3,3,3,3,3,3,2,3,3,4,4,3,4,3,3,3,4,3,4,3,3,4,3,3,2,4,4,4,5,5,5,1,3,1,3,4,4,4,2,5,3,4,2,3,1,3,1,3,4,1,,4,,EN,,,,English teacher
4/28/22 10:45,4/28/22 11:03,0,209.80.140.36,100,1069,1,2022-04-28T11:3:13,R_12SBNLO1tyqSa9z,EN,4,2480003,12,25,112,46278,4,1,4,4,4,4,4,5,4,4,4,4,4,3,5,4,4,4,5,2,3,4,3,5,4,5,4,5,4,4,3,4,4,4,4,4,4,4,5,4,5,5,5,4,5,4,2,4,4,2,5,4,4,2,1,1,1,5,3,4,4,5,4,4,4,4,5,4,1,,,,EN,,,,
5/5/22 13:06,5/5/22 13:20,0,209.80.140.32,100,882,1,2022-05-05T13:20:51,R_3Dv7UQ7ofqm2Ged,EN,4,2480505,2,4,107,33273,10,2,2,4,4,2,3,2,3,3,4,2,4,4,4,4,5,2,2,2,4,4,4,5,2,3,4,3,2,3,4,3,3,1,1,2,3,2,2,1,2,4,3,3,3,4,3,2,3,5,4,2,1,2,3,1,2,2,3,3,3,3,2,1,3,3,2,2,1,,8,,EN,,Science teacher,,
4/25/22 10:43,4/25/22 11:01,0,209.80.140.36,100,1031,1,2022-04-25T11:1:3,R_3Mi2o0RaY62EDRc,EN,4,2480003,10,26,112,42400,4,2,2,4,2,1,,4,2,5,3,4,3,3,2,,2,2,1,3,2,4,2,3,,2,,3,2,3,1,2,2,1,2,4,,4,3,3,4,2,2,3,2,2,,2,2,4,2,1,1,2,1,3,2,2,2,4,4,2,3,1,2,,5,2,2,,4,,EN,,,,
5/20/22 12:31,5/20/22 12:47,0,71.184.66.140,100,988,1,2022-05-20T12:47:29,R_qxRMQ6a06GiUAGB,EN,8,3100505,12,26,105,86828,11,3,4,5,2,3,3,1,3,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,4,4,3,3,3,4,4,3,2,3,2,4,3,4,5,5,2,3,4,2,1,2,2,4,4,3,2,3,3,1,1,2,3,1,,5,,EN,,,Social Studies teacher,
5/3/22 9:55,5/3/22 10:05,0,50.221.21.222,100,608,1,2022-05-03T10:5:52,R_2SAiNvKW9RjbK1M,EN,8,3100305,12,16,110,86091,6,3,4,5,3,3,4,4,4,4,5,3,3,3,4,4,4,1,1,2,2,2,3,3,1,1,2,2,3,3,4,2,2,3,2,4,4,4,3,3,4,3,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,2,,7,I don't know for sure.,EN,,Science teacher,,
2/18/22 13:42,2/18/22 14:00,0,192.64.64.114,100,1092,1,2022-02-18T14:0:50,R_PFXR0wPgsEVsySB,EN,5,2740083,11,7,109,111008258,7,3,5,2,3,4,3,1,4,,,,,,,,,,,,,,,,,,,,3,3,3,2,,,,4,3,3,3,3,4,3,4,3,2,3,5,5,3,5,2,2,1,2,2,3,3,4,5,2,2,3,2,4,3,2,2,3,2,,4,,EN,,Science teacher,,
5/9/22 19:43,5/9/22 19:54,0,73.143.101.69,100,653,1,2022-05-09T19:54:23,R_3nxB5tTzNmLWz17,EN,8,3100505,7,2,107,83855,10,,,,,,,,,,,,,3,2,2,4,3,3,4,,,,,2,4,3,4,,,,,,,,3,2,4,4,3,3,2,1,2,2,2,4,5,4,5,2,3,3,3,1,2,2,2,3,2,4,2,3,4,2,1,4,2,1,,"4,5",,EN,,,,English teacher
2/11/22 14:01,2/11/22 14:15,0,192.64.64.114,100,843,1,2022-02-11T14:15:34,R_yxbgaTRyp7nfJmh,EN,5,2740087,9,10,111,111010050,5,,,,,,,,,,,,,3,4,5,3,3,3,3,,,,,5,4,4,4,,,,,,,,5,5,5,5,3,5,4,4,3,4,3,4,5,5,5,5,4,3,4,2,2,2,5,5,4,5,4,3,3,2,3,2,5,1,,2,,EN,,,,
2/14/22 10:47,2/14/22 10:59,0,192.64.64.114,100,775,1,2022-02-14T10:59:59,R_1H0pw81XqyRG448,EN,5,2740083,8,15,111,111009134@k12.somerville.ma.us,6,4,,5,5,2,4,3,4,4,4,3,3,1,4,2,3,3,3,4,3,3,3,3,3,3,4,4,4,2,4,5,4,2,1,,,,,,,,,,,,,,,,,,,,,,,4,1,2,3,2,4,2,2,3,3,4,1,,6,,EN,,,,English teacher
5/5/22 13:12,5/5/22 13:23,0,209.80.140.32,100,620,1,2022-05-05T13:23:2,R_4HJzG3e4EZ0ubol,EN,4,2480505,5,11,106,34878,10,2,4,3,3,3,2,2,5,3,3,3,2,3,4,3,2,5,5,4,,,,,5,2,5,5,3,4,4,4,4,5,4,3,3,4,3,2,2,3,5,4,4,5,1,5,3,3,4,4,3,4,,,,5,5,3,3,4,3,2,3,3,3,3,,,,,EN,,,Social Studies teacher,
5/3/22 9:32,5/3/22 10:08,0,50.205.154.88,62,2126,0,2022-05-04T10:39:1,R_3jexNbqx3TnDqBs,ES,4,2480013,1,2,103,47375,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,,,,,,,,,4,,,,,,,4,,,,,,,4,,,,,,ES,,,,
4/28/22 9:57,4/28/22 10:10,0,50.205.154.86,100,752,1,2022-04-28T10:10:27,R_BFfOvhs8yFUfiAp,EN,4,2480056,8,8,111,41907,5,2,1,3,1,2,3,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,2,4,4,5,5,5,5,5,4,4,3,5,5,5,4,4,5,4,4,4,4,3,3,3,3,4,5,4,3,4,2,2,2,4,4,3,4,3,4,2,2,3,2,4,2,,4,,EN,,,,
4/14/22 13:39,4/14/22 13:48,0,50.205.154.89,100,587,1,2022-04-14T13:48:50,R_553MDSbiGlNQEiR,EN,4,2480025,3,13,112,40735,5,4,2,4,3,4,5,4,5,5,4,4,5,3,3,4,5,3,4,4,3,4,4,5,4,4,4,4,4,4,4,3,3,1,1,5,4,4,4,4,4,3,2,3,2,5,3,5,4,3,5,4,4,3,2,2,1,5,4,3,4,2,3,2,3,4,4,3,1,,4,,EN,,,,
5/5/22 13:04,5/5/22 13:17,0,209.80.140.32,100,829,1,2022-05-05T13:17:51,R_88SA8u0uDtw2adz,EN,4,2480505,5,29,107,33693,10,3,4,4,4,3,4,3,3,3,3,4,3,2,2,3,2,1,1,2,1,3,1,2,1,3,3,2,4,5,3,4,2,3,2,4,3,2,3,2,2,3,3,3,3,2,4,4,4,4,3,3,3,3,5,3,5,2,3,4,3,3,5,3,1,1,2,3,2,,3,,EN,,,Social Studies teacher,
4/26/22 14:13,4/26/22 14:35,0,50.205.154.92,100,1340,1,2022-04-26T14:35:59,R_12xwetOyWGl5tnw,EN,4,2480050,4,2,113,42112,4,4,5,5,5,4,4,5,5,5,5,4,5,4,4,5,5,2,3,4,3,2,3,3,2,4,3,3,2,3,2,2,4,3,2,5,5,5,4,5,5,4,5,3,5,5,5,4,5,4,5,4,3,5,5,4,3,3,2,4,4,4,4,3,4,3,5,3,2,,4,,EN,,,,
2/15/22 10:16,2/15/22 10:21,0,107.77.224.142,100,322,1,2022-02-15T10:21:37,R_22P30dlZuwaZYp9,EN,5,2740505,6,29,106,111004710,11,2,3,2,5,2,4,4,4,4,4,4,5,2,4,4,5,,,,1,3,4,3,5,5,5,5,4,4,4,4,5,2,4,4,4,4,3,3,4,4,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,Math teacher,,,
5/5/22 13:12,5/5/22 13:20,0,209.80.140.32,57,480,0,2022-05-06T13:20:47,R_2V1nJYeWj1LxQYh,EN,4,2480505,11,2,107,35252,9,,,,,,,,,,,,,3,1,3,5,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,3,3,2,1,,,,,,,,,,2,,,,,,,,,EN,,,Social Studies teacher,
4/27/22 10:40,4/27/22 10:49,0,50.205.154.86,100,576,1,2022-04-27T10:49:44,R_25REHBcSamIkU3s,EN,4,2480056,5,28,114,43211,3,3,,,4,,,,,4,,,,,,,2,,4,,,,,3,,,,4,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,,,,2,,,5,,1,,8,,EN,,,,
4/26/22 7:59,4/26/22 8:07,0,209.80.140.38,100,501,1,2022-04-26T8:7:32,R_1oaMJdWGpjCdHE7,EN,4,2480014,9,9,109,37695,7,1,2,2,1,1,,1,1,1,1,4,2,3,3,2,2,1,1,4,3,3,3,3,4,3,3,3,4,4,4,4,2,3,1,3,1,1,1,1,2,1,2,2,3,1,2,2,2,2,3,2,1,3,1,1,1,2,2,4,3,2,3,1,3,2,1,2,1,,4,,EN,Math teacher,,,
4/26/22 10:47,4/26/22 11:06,0,209.80.140.36,100,1158,1,2022-04-26T11:6:49,R_1QhADTYbktHCHt0,EN,4,2480003,11,10,111,39197,4,,,,,,,,,4,3,4,4,,,,,,,,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,3,2,2,3,,,,,EN,,,,
2/10/22 10:51,2/11/22 9:15,0,192.64.64.114,75,80619,0,2022-02-12T9:15:27,R_cDgLBfQaS38iAo1,EN,5,2740075,6,18,110,111008977@k12.somerville.ma.us,7,,,,,,,,,4,3,4,3,,,,,,,,3,2,2,3,,,,,,,,,,,,4,3,4,3,3,4,5,4,5,5,4,,,,,2,3,,3,4,1,5,4,3,3,4,4,3,,4,2,4,1,,,,,EN,,Science teacher,,
2/15/22 10:13,2/15/22 10:21,0,107.115.17.138,100,512,1,2022-02-15T10:21:48,R_1DP7mBWfUckXtMy,EN,5,2740505,6,23,107,111005662,10,3,2,3,4,3,3,4,5,4,5,3,4,2,4,4,4,2,2,2,3,4,1,5,3,5,3,3,3,2,2,2,3,4,1,4,4,5,4,3,4,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,Social Studies teacher,
5/20/22 12:35,5/20/22 12:46,0,50.221.21.222,100,677,1,2022-05-20T12:46:45,R_vZDVQLHHBN5Kp6F,EN,8,3100505,10,6,105,idk,11,1,1,1,1,2,1,1,3,1,3,1,1,1,1,1,1,1,1,3,3,1,1,1,4,4,2,5,3,1,2,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,"1,5",,EN,Math teacher,,,
5/9/22 9:49,5/9/22 9:56,0,71.184.66.140,100,414,1,2022-05-09T9:56:29,R_OmcZrTwhvshgSKR,EN,8,3100505,4,15,105,82021,12,1,2,3,4,2,4,2,5,4,4,2,4,3,1,2,3,3,3,2,4,4,4,4,4,5,4,3,4,4,4,4,5,4,5,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,4,3,3,4,4,3,1,,5,,EN,,,Social Studies teacher,
5/9/22 9:52,5/9/22 10:04,0,50.221.21.222,100,687,1,2022-05-09T10:4:5,R_2tLroFV4oGNWuRn,EN,8,3100505,2,27,109,,8,3,5,3,4,2,4,4,4,4,4,4,4,1,2,2,1,5,2,4,3,5,4,3,5,4,4,4,4,3,4,4,2,5,3,4,5,4,3,4,4,4,5,4,3,3,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,Science teacher,,
2/3/22 8:21,2/3/22 8:30,0,192.64.64.114,100,579,1,2022-02-03T8:30:40,R_2a91Upl6W2YmNGA,EN,5,2740111,7,12,111,111008578,6,2,1,2,4,2,5,5,5,4,4,4,5,3,4,4,2,3,4,2,3,4,3,5,3,3,5,5,4,4,5,5,3,5,4,4,4,5,4,3,4,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,,English teacher
4/26/22 7:55,4/26/22 8:09,0,209.80.140.38,100,831,1,2022-04-26T8:9:49,R_ZBGV9w9MwngU1O1,EN,4,2480014,1,24,109,36739,8,3,3,3,3,3,2,4,4,5,3,5,4,3,2,2,1,3,4,2,2,4,4,3,3,5,5,4,4,3,2,,5,4,5,3,4,4,3,4,4,5,4,4,2,2,4,4,2,2,5,3,3,3,2,,,3,3,2,4,5,5,2,3,3,3,4,2,,"3,4",,EN,,Science teacher,,
5/3/22 13:20,5/3/22 13:34,0,50.221.21.222,100,873,1,2022-05-03T13:34:47,R_1NsHo4o39N9L2rP,EN,8,3100305,2,14,110,85954,7,,,,,,,,,4,4,4,5,,,,,,,,3,4,4,2,,,,,,,,,1,4,3,4,3,5,3,4,5,4,4,2,3,3,4,5,3,4,3,2,2,2,4,2,4,3,2,3,3,1,2,3,3,3,4,2,2,,5,,EN,Math teacher,,,
4/26/22 7:58,4/26/22 8:09,0,209.80.140.13,100,626,1,2022-04-26T8:9:21,R_vdBgxoWpgC8L66J,EN,4,2480057,2,24,110,45168,7,3,3,5,5,4,4,1,4,3,3,3,4,3,3,3,3,2,1,1,3,4,5,4,2,3,3,3,3,3,3,3,3,4,4,5,4,5,4,4,5,1,2,3,3,4,2,3,3,3,5,4,2,3,4,1,2,3,3,4,4,4,4,2,3,3,3,4,2,,"3,8",,EN,Math teacher,,,
5/2/22 9:59,5/2/22 10:22,0,50.205.154.86,100,1420,1,2022-05-02T10:22:46,R_1ikOOhPlpKKRLQz,EN,4,2480056,2,15,112,45320,5,2,4,4,3,2,5,5,4,4,5,5,5,4,4,3,3,4,2,1,4,5,4,5,2,3,3,2,3,5,2,3,5,4,5,4,4,4,5,4,4,3,3,2,3,4,5,5,5,5,4,4,4,3,4,4,4,4,5,4,5,2,5,4,3,3,3,3,1,,5,,EN,,,,
