StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,What district is your school in?,DESE ID,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,"If there is anything you would like us to know about your school that we did not ask about, please tell us.",How easy to understand were the questions?,How interesting were the questions?,Please give us any additional feedback about the survey.,
6/8/22 13:18,6/8/22 13:47,0,50.205.154.83,100,1763,1,2022-06-08T13:47:33,R_Z9y4lD1OmiDcE6t,EN,4,2480057,3,3,3,3,4,3,1,4,3,3,4,3,2,1,3,1,4,2,3,3,3,4,3,3,3,1,1,1,3,1,3,2,3,3,3,3,3,2,3,3,3,2,,3,4,2,3,4,3,5,5,3,3,1,1,1,4,3,,3,1,3,2,3,3,4,3,3,3,3,,3,4,,
4/25/22 14:36,4/25/22 14:55,0,50.221.21.222,100,1155,1,2022-04-25T14:55:44,R_3qKY6aE6KDpYckK,EN,8,3100505,5,5,5,4,3,5,4,1,4,,,3,4,4,4,4,,,,4,4,4,2,,4,2,3,2,3,4,2,2,4,2,4,2,4,4,4,4,4,4,5,5,3,4,3,,3,4,,4,3,,,1,3,3,,3,3,,,,,4,3,4,3,4,,2,5,,
6/8/22 13:12,6/8/22 13:21,0,172.58.222.252,100,587,1,2022-06-08T13:21:57,R_RC6hk2GZHQRDbDb,EN,4,2480305,4,4,4,4,4,5,1,2,5,4,4,4,4,4,4,4,5,5,3,5,5,5,5,5,4,2,2,2,3,3,3,3,5,2,3,3,3,3,3,5,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,2,4,2,4,4,4,,,,,
4/25/22 9:06,4/25/22 9:17,0,50.221.21.222,100,667,1,2022-04-25T9:17:19,R_3Okp58CbB1q4zP4,EN,8,3100505,4,4,3,2,2,3,3,2,4,3,4,3,1,2,1,2,2,2,3,2,3,2,2,1,1,3,4,2,2,1,2,3,1,2,1,3,3,2,1,1,3,1,4,4,1,3,4,2,2,2,3,4,3,2,2,1,2,1,3,2,1,2,2,3,2,1,3,3,3,4,,8,5,,
6/8/22 13:06,6/8/22 13:19,0,172.58.221.85,100,753,1,2022-06-08T13:19:33,R_3s4AFlzJQrWxuZE,EN,4,2480305,5,4,4,5,5,4,4,2,4,4,5,4,3,3,3,3,4,3,5,5,5,5,4,5,4,3,4,2,3,3,3,3,4,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,5,2,1,1,4,4,2,4,3,3,3,2,4,2,5,5,3,3,,8,7,,
6/8/22 12:32,6/8/22 12:46,0,50.205.154.83,100,848,1,2022-06-08T12:46:10,R_1oclkM4EAVHJSMb,EN,4,2480035,5,3,5,4,2,4,3,2,4,3,4,4,2,4,3,3,5,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,2,1,2,3,3,,3,,4,3,5,4,2,2,1,1,4,4,2,3,,,,,,3,2,3,3,4,,6,6,8,
4/26/22 16:08,4/26/22 16:23,0,50.206.93.226,100,890,1,2022-04-26T16:23:47,R_1rPnPNdGGYcG76H,EN,8,3100003,3,5,5,5,3,5,4,1,4,4,4,4,2,3,4,3,4,4,5,3,3,3,3,3,2,2,2,3,4,4,3,3,3,3,4,3,4,2,2,3,3,2,4,2,4,3,3,4,4,3,4,4,4,2,1,1,3,3,3,3,1,2,2,3,3,3,4,4,3,3,,8,4,,
6/8/22 13:15,6/8/22 13:36,0,50.205.154.86,100,1275,1,2022-06-08T13:36:31,R_25ECzRiDoRZ0QgG,EN,4,2480057,5,5,5,3,4,2,4,2,4,4,4,3,3,5,3,3,4,2,2,4,4,4,3,3,4,3,4,2,4,3,3,2,2,2,2,2,3,4,3,4,2,1,4,3,4,4,4,4,4,4,4,5,3,2,2,1,3,2,2,2,3,3,3,2,3,4,3,3,3,3,"Numbers are not working
",1,5,"I think the survey was biased and not all questions were applicable to me or that I didn't have much imput.  My input numbers are not working
",
6/8/22 13:01,6/8/22 13:13,0,50.205.154.83,100,701,1,2022-06-08T13:13:6,R_1ewyiSuRcGj0UMK,EN,4,2480025,5,4,4,4,4,5,4,2,4,4,4,5,4,4,3,4,4,3,5,5,4,5,4,5,3,4,4,4,5,4,4,4,5,4,4,3,3,3,3,4,3,2,1,2,3,4,4,3,5,5,5,5,5,3,2,1,5,4,4,5,3,3,3,4,5,5,4,4,3,3,,9,6,,
4/26/22 9:26,4/26/22 12:31,0,50.206.93.226,49,11097,0,2022-05-03T14:9:22,R_1rwE0ziu5NVhMap,EN,8,3100003,5,5,4,,,,,,5,4,5,4,2,2,3,2,,,,3,2,3,,,,3,4,4,4,4,4,4,,,,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,2,3,3,,,,2,2,3,3,,,,,
4/27/22 8:21,4/27/22 8:31,0,50.206.93.226,100,565,1,2022-04-27T8:31:25,R_3KGtphXqy69stxn,EN,8,3100003,5,5,5,2,3,5,2,2,4,4,4,4,2,2,2,2,4,1,1,2,3,3,2,3,2,3,3,2,3,2,3,3,3,2,2,2,3,3,4,3,3,1,2,2,2,2,3,2,3,3,3,3,5,3,3,1,3,3,3,3,3,2,2,2,3,3,1,2,2,3,,8,7,,
4/28/22 13:49,4/29/22 8:30,0,50.206.93.226,100,67277,1,2022-04-29T8:30:46,R_1jjrPUh2XEY6lVR,EN,8,3100003,5,5,5,4,4,5,4,4,4,4,4,4,4,3,3,3,4,2,4,5,5,5,5,5,5,4,4,3,4,4,3,3,4,4,3,3,3,4,5,5,4,4,5,4,3,3,3,2,2,2,4,3,5,3,2,2,4,5,3,5,2,2,2,4,5,3,3,3,4,4,,9,7,,
4/26/22 17:48,4/26/22 18:01,0,107.77.225.200,100,775,1,2022-04-26T18:1:9,R_3QRFl2Nd15YT7T8,EN,8,3100003,4,5,5,2,4,5,3,5,5,3,5,4,4,4,3,4,4,2,4,4,4,5,4,4,4,4,4,4,5,4,4,3,4,5,5,3,4,4,2,5,4,2,4,4,4,4,5,3,5,5,4,4,5,2,2,1,5,4,3,4,3,3,3,3,4,4,2,2,3,4,,9,6,,
6/8/22 14:43,6/8/22 14:55,0,50.205.154.86,100,693,1,2022-06-08T14:55:5,R_sNoFk70SdHPl7oJ,EN,4,2480056,4,4,5,3,4,5,3,2,4,4,3,4,2,2,2,2,3,3,3,4,4,4,4,4,3,2,3,3,4,4,3,3,3,2,3,2,4,4,3,1,3,1,4,3,4,,4,,4,4,4,4,5,2,2,1,3,2,1,2,,,,3,3,3,3,3,3,3,,8,6,7,
4/25/22 14:43,4/25/22 14:55,0,50.221.21.222,100,746,1,2022-04-25T14:55:30,R_3ReAi43WrtyXiYA,EN,8,3100505,3,4,4,5,2,2,2,4,4,4,4,3,3,2,2,1,3,2,4,3,2,3,3,3,4,1,2,2,3,3,3,2,2,2,3,3,4,5,2,2,3,3,4,4,3,4,3,4,3,4,4,5,5,2,3,3,4,3,3,3,2,2,1,3,3,3,3,3,4,5,,8,5,,
6/8/22 12:31,6/8/22 12:39,0,209.80.140.32,100,511,1,2022-06-08T12:39:36,R_3eKpSZK43B5e0TL,EN,4,2480505,5,5,5,2,2,5,4,5,5,5,5,5,4,4,4,4,5,5,2,5,5,5,5,4,4,3,3,3,2,3,3,3,3,3,3,5,4,4,3,4,4,4,5,5,4,4,4,4,4,3,3,4,3,2,3,2,4,4,2,4,3,3,3,2,4,4,3,3,4,,none,9,9,none,
6/8/22 14:41,6/8/22 15:04,0,50.205.154.86,100,1373,1,2022-06-08T15:4:52,R_3s4ZbfrVcX7gSjx,EN,4,2480056,4,3,4,2,2,3,3,3,4,4,4,4,2,3,3,1,4,1,3,4,3,3,4,4,3,4,4,4,4,4,4,4,3,2,3,3,3,1,1,1,3,2,4,3,,,,,3,3,4,5,2,2,2,1,3,4,2,3,,,,3,3,3,3,3,2,2,,5,5,5,
6/8/22 14:24,6/8/22 14:41,0,50.205.154.88,100,1015,1,2022-06-08T14:41:53,R_Z82IPnpbFY4Eb4t,EN,4,2480013,4,4,4,3,3,5,3,4,4,4,5,4,2,3,2,2,4,3,4,3,3,3,3,2,2,4,4,4,4,3,4,4,3,2,2,2,2,2,2,2,3,2,1,3,4,4,5,4,2,2,4,3,5,3,3,1,3,3,2,3,2,2,2,3,4,2,3,3,4,4,"I love working here. Many of my colleagues are dedicated and care about meeting the needs of all of our diverse students. Families are engaged and students are generally happy to be here. Our school, however, lacks some general expectations for best practices as far as teaching and learning.",7,7,,
5/10/22 12:22,5/10/22 12:39,0,192.64.64.114,100,1001,1,2022-05-10T12:39:35,R_1i5o5sbGZnbTedH,EN,5,2740111,5,5,5,4,4,4,2,2,5,4,4,4,2,3,4,4,2,4,5,4,5,5,3,4,3,3,4,3,4,3,4,2,3,3,3,4,4,4,4,4,4,1,4,4,4,4,4,3,4,3,4,5,5,3,3,3,5,4,2,4,2,3,3,1,2,3,3,3,3,3,,9,9,,
6/8/22 12:31,6/8/22 12:57,0,50.205.154.83,100,1567,1,2022-06-08T12:57:10,R_3JKGvnBnVfO2D8L,EN,4,2480505,4,5,3,2,,4,3,2,3,4,4,4,3,3,3,3,3,2,,4,2,3,3,3,3,5,5,5,2,2,2,3,2,2,2,3,3,3,2,3,2,1,3,,3,3,3,2,4,4,3,3,3,2,,,3,2,2,3,3,3,3,1,2,1,1,1,2,,"I consider students should have more discipline and rules. They should come to class on time, prepare with computer charged. Students should never have phone in class. ",5,5,Please no phone in class. ,
6/8/22 12:35,6/8/22 12:54,0,209.80.140.32,100,1160,1,2022-06-08T12:54:35,R_sRsBI3eKEqCY3xT,EN,4,2480505,4,5,4,3,2,4,2,1,4,4,4,4,2,4,4,3,4,4,3,4,2,2,2,2,2,3,3,4,3,3,3,2,3,2,4,4,4,4,5,4,4,3,5,5,2,4,4,4,4,4,3,4,2,2,2,3,4,3,3,2,3,3,3,1,2,3,4,4,4,4,,9,3,Teachers don't have information about bullying or much about parental involvement at the high school level. Many questions around these two topics don't apply.,
6/8/22 13:41,6/8/22 14:07,0,50.205.154.86,100,1534,1,2022-06-08T14:7:31,R_22Gs846Xe0fj3JD,EN,4,2480056,5,4,5,4,3,5,4,3,4,4,4,4,3,4,4,3,4,2,3,4,3,4,4,4,4,3,4,4,4,2,3,3,3,3,2,3,4,4,4,3,4,2,3,2,4,3,4,3,4,4,4,4,5,2,2,1,3,3,2,2,3,3,3,3,3,2,1,1,1,3,,7,7,,
6/8/22 13:02,6/8/22 13:23,0,50.205.154.89,100,1297,1,2022-06-08T13:23:54,R_3gMzLl30KMmBEns,EN,4,2480025,5,4,5,4,4,5,5,4,5,5,5,4,3,3,4,3,5,3,4,5,5,5,5,5,4,5,5,3,4,4,4,4,4,3,4,2,3,3,2,3,4,3,4,4,3,,3,,5,4,4,5,5,3,3,2,5,5,3,5,,,,2,3,2,3,3,5,5,"Parent communication in my school is typically daily to 2-3 times per week, not every few weeks as the highest choice given.",6,5,6,
6/8/22 11:32,6/8/22 11:48,0,50.205.154.92,100,989,1,2022-06-08T11:48:37,R_3Rwus9hjsY7IEY8,EN,4,2480050,5,5,5,5,5,4,4,3,4,4,4,4,2,2,2,1,4,4,5,5,4,4,4,4,4,2,2,3,4,4,4,3,4,4,2,4,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,2,5,4,4,4,2,2,2,3,3,4,3,3,3,3,,9,5,,
6/8/22 12:36,6/8/22 12:53,0,50.205.154.84,100,1017,1,2022-06-08T12:53:53,R_bCKyXuDZfv0IwFj,EN,4,2480035,4,4,4,4,4,5,3,2,4,4,4,4,3,3,4,2,5,3,4,4,2,5,3,4,4,4,4,3,3,4,3,3,4,4,3,4,4,3,2,4,3,1,4,4,4,3,3,3,3,3,3,3,5,2,1,2,5,4,1,3,3,3,3,1,3,3,2,4,2,4,,7,3,,
6/8/22 13:54,6/8/22 14:05,0,50.205.154.86,100,661,1,2022-06-08T14:5:38,R_2VeVzpXZFaahwCt,EN,4,2480056,4,5,4,4,4,4,3,3,4,4,5,4,2,3,3,2,3,3,4,5,5,4,4,4,3,4,4,4,3,3,3,3,4,4,4,1,1,2,4,4,5,1,4,4,4,,3,,4,4,4,5,3,3,3,2,5,4,3,4,,,,3,4,4,2,3,2,3,,,,,
5/11/22 8:08,5/11/22 9:28,0,73.4.150.21,100,4811,1,2022-05-11T9:28:49,R_1hX36WvWDygBH12,EN,5,2740075,5,4,4,4,4,3,,4,4,4,4,4,1,3,2,3,,,4,4,4,,3,,,,,4,,3,4,4,,3,3,3,3,4,2,3,4,2,,2,,,,,3,1,4,5,1,4,,,4,,,4,,,,4,4,3,,,,,"I wonder to what extent all instructional staff are on the same page about effective teaching strategies, key milestones in learning, and how best to support student learning. I have not been involved in such conversations, but that doesn't mean they're not happening. ",5,5,6,
6/8/22 13:13,6/8/22 13:27,0,50.205.154.83,100,869,1,2022-06-08T13:27:42,R_27PvUq73bIYCd46,EN,4,2480057,5,4,5,5,5,5,5,5,5,4,4,4,3,4,3,4,4,4,4,5,5,5,5,4,5,2,2,2,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,3,3,3,5,4,2,3,3,5,5,4,4,4,3,3,3,3,2,2,3,2,3,,6,6,,
6/8/22 13:02,6/8/22 13:23,0,50.205.154.89,100,1239,1,2022-06-08T13:23:38,R_3Nwi3MiqpmKgqvz,EN,4,2480025,5,5,5,4,4,5,4,1,3,3,4,3,3,3,3,3,4,3,4,3,4,3,2,3,3,4,4,3,4,3,3,3,4,4,4,3,3,3,4,4,3,3,3,3,5,4,3,3,3,4,4,4,5,3,2,2,3,3,3,3,1,1,1,3,2,4,1,2,3,3,,4,4,,
6/8/22 13:38,6/8/22 14:06,0,209.80.140.36,100,1630,1,2022-06-08T14:6:4,R_32Yhpp6JZecmhFm,EN,4,2480003,5,5,5,2,2,4,3,3,4,4,4,4,2,1,2,3,3,2,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,5,4,3,3,3,3,5,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,3,5,"Students at this school are not disciplined for their actions.
I feel that more classroom management strategies need to be taught.",5,5,,
6/8/22 13:42,6/8/22 13:57,0,209.80.140.36,100,854,1,2022-06-08T13:57:5,R_1lAfHhn4iaK8sow,EN,4,2480003,5,5,5,4,2,4,2,2,4,4,4,4,3,5,4,4,5,2,5,4,4,4,3,3,3,3,3,3,5,4,4,3,3,4,3,3,3,3,3,3,3,3,3,2,5,4,3,2,4,3,4,5,5,3,2,2,2,2,2,3,3,3,3,3,4,5,2,2,3,4,,6,4,,
6/8/22 12:28,6/8/22 12:46,0,209.80.140.32,100,1032,1,2022-06-08T12:46:9,R_ukS3LYXmXT0Mzn3,EN,4,2480505,5,5,5,3,4,3,3,2,5,5,5,5,4,3,3,3,5,3,3,3,3,3,4,4,3,4,4,4,5,4,4,4,4,3,3,3,4,4,2,3,2,2,1,2,4,4,4,4,5,5,5,5,3,3,4,3,4,4,4,4,4,4,4,2,3,4,2,2,3,3,,7,6,,
6/8/22 12:41,6/8/22 12:46,0,209.80.140.32,100,287,1,2022-06-08T12:46:8,R_3mkSFLUeVlsO5a8,EN,4,2480505,5,5,5,4,2,4,3,,,,,,3,3,3,2,,,,3,2,3,,,,3,3,4,3,2,4,4,,,,3,3,4,2,2,4,4,4,4,,,,,,,,,3,2,2,2,4,4,3,4,,,,,,,1,2,3,4,,7,3,2,
6/8/22 12:27,6/8/22 12:34,0,209.80.140.32,100,406,1,2022-06-08T12:34:39,R_Oyi1Ug0u7zivXNL,EN,4,2480505,3,3,3,2,2,2,4,1,3,4,4,2,1,2,4,4,3,3,3,3,4,3,3,3,3,3,3,4,4,3,4,4,3,3,1,1,3,3,1,1,3,2,3,3,3,3,2,3,4,4,4,4,5,1,3,1,4,4,3,3,2,2,2,3,3,3,4,4,3,4,,,,,
6/8/22 12:27,6/8/22 12:35,0,209.80.140.32,100,473,1,2022-06-08T12:35:42,R_1l3QawjcoRyXorW,EN,4,2480505,3,3,5,4,3,3,2,3,4,4,5,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,4,3,3,4,3,2,2,2,3,3,3,2,2,4,4,4,3,2,2,4,2,2,1,4,3,4,3,2,2,3,2,2,2,2,3,3,2,3,4,1,5,1,5,,8,8,,
6/8/22 13:37,6/8/22 13:46,0,209.80.140.38,100,539,1,2022-06-08T13:46:23,R_6lNFmHW7CkoTMit,EN,4,2480014,5,5,5,4,2,5,3,2,4,4,3,4,4,3,1,3,5,4,3,3,3,4,3,4,2,3,3,3,2,4,4,3,4,3,2,2,2,2,3,5,4,2,4,4,4,2,3,3,3,4,3,4,2,3,2,2,3,3,2,2,2,3,3,4,3,4,2,4,2,4,,6,3,There were a lot of questions regarding pandemic learning,
6/8/22 13:44,6/8/22 13:54,0,209.80.140.36,100,570,1,2022-06-08T13:54:9,R_1re44OT5hmzmXat,EN,4,2480003,5,5,5,4,4,5,4,5,4,4,4,4,3,4,4,3,4,5,5,4,4,4,3,4,4,3,3,3,3,4,4,3,4,4,4,2,2,2,2,5,4,2,2,3,4,,4,,3,3,5,5,4,3,3,2,4,4,2,4,,,,4,4,3,1,3,2,3,,8,6,7,
6/8/22 13:14,6/8/22 13:25,0,50.205.154.86,100,671,1,2022-06-08T13:25:29,R_2xPPNopvUbt8k1H,EN,4,2480057,4,4,3,4,4,3,2,2,4,2,2,3,3,3,4,3,3,2,3,5,4,4,3,3,3,2,2,2,2,3,3,1,1,3,1,1,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,4,2,1,1,1,4,2,2,1,2,2,3,2,2,1,3,3,2,3,,5,5,,
6/8/22 11:39,6/8/22 13:55,0,174.192.5.185,100,8167,1,2022-06-08T13:55:18,R_3I9IxDSjMCqX6zl,EN,4,2480050,3,4,4,5,3,5,4,5,3,3,5,4,3,4,3,3,5,4,5,4,4,4,4,4,4,3,3,3,3,2,2,1,2,4,3,4,4,3,4,4,5,5,1,1,,,,,4,4,4,3,5,3,3,4,4,4,3,4,,,,4,3,3,3,3,3,3,,9,9,6,
6/8/22 13:24,6/11/22 18:12,0,71.192.147.238,100,276480,1,2022-06-11T18:12:29,R_31vjixbbAjAtbP8,EN,4,2480014,4,4,4,3,2,3,2,2,3,3,3,3,2,2,2,1,4,2,3,1,1,2,1,1,1,3,4,2,2,2,2,1,4,3,2,2,1,1,4,2,3,3,3,3,4,4,3,4,3,3,3,,3,3,3,2,2,1,1,1,3,2,2,2,2,2,2,2,3,4,Our admin is not supportive of the school culture. There is too much focus on what the students are wearing rather than what they are doing.,3,3,,
5/10/22 11:54,5/10/22 12:13,0,192.64.64.114,100,1140,1,2022-05-10T12:13:16,R_2l6nv7qH9Oyuvm1,EN,5,2740505,5,5,4,4,2,3,3,3,5,5,4,5,5,5,5,4,4,4,4,2,2,3,3,3,3,3,3,3,3,4,3,4,4,4,5,4,5,3,5,4,4,2,3,4,3,4,4,4,3,4,3,3,2,3,2,1,5,4,2,4,4,3,4,3,3,4,4,5,4,5,,,,,
6/8/22 12:22,6/8/22 13:16,0,50.205.154.92,100,3227,1,2022-06-08T13:16:19,R_CjHELlynWrfH0Cl,EN,4,2480050,5,5,5,4,3,3,4,1,5,4,5,4,3,3,3,3,4,2,3,5,5,5,4,4,3,5,5,4,4,4,4,4,3,4,3,4,4,4,3,5,3,4,4,4,3,5,4,4,4,3,4,4,5,2,2,2,5,4,3,4,3,2,3,3,3,3,2,3,2,3,,8,7,,
6/8/22 12:35,6/8/22 12:49,0,209.80.140.32,100,822,1,2022-06-08T12:49:19,R_3fiSsFoJl7nx7qI,EN,4,2480505,5,5,4,3,3,2,2,1,4,3,4,3,3,3,3,3,4,3,2,3,3,4,3,3,2,3,3,3,3,3,3,2,1,3,2,2,3,3,1,2,3,2,4,3,4,4,4,3,3,3,3,3,4,1,3,1,4,3,1,3,1,4,2,3,3,3,1,3,1,3,"Our school does not have adequate supervision for the number of students in our school building. During one principal's meeting, our principal told us that they had lost control of the building.",7,5,,
6/8/22 13:01,6/8/22 13:12,0,174.242.138.218,100,673,1,2022-06-08T13:12:39,R_28TgKBMtki1kbFz,EN,4,2480025,5,4,4,4,4,5,3,,,,,,2,3,3,3,,,,3,3,4,,,,3,4,4,4,4,4,4,,,,3,3,3,2,3,4,3,5,5,,,,,,,,,5,2,2,1,4,4,2,2,,,,,,,3,3,3,3,,7,5,6,
5/12/22 13:31,5/12/22 13:48,0,192.64.64.114,92,1033,0,2022-05-19T13:58:48,R_12RxigZN7tUdGuj,EN,5,2740015,5,4,4,5,5,5,4,3,5,5,5,4,3,3,4,3,3,4,4,4,4,3,3,3,3,4,3,4,4,4,4,3,4,4,2,2,2,1,3,4,5,3,3,3,4,,4,,5,5,5,5,4,4,4,3,2,4,2,4,,,,4,4,2,2,3,3,3,,,,,
6/8/22 12:31,6/8/22 12:39,0,174.242.128.172,100,518,1,2022-06-08T12:39:52,R_12r5fNskuHBSdrZ,EN,4,2480505,4,4,4,3,3,4,3,1,4,4,4,4,3,1,3,2,2,4,3,4,4,3,2,3,2,3,3,3,4,3,3,2,3,3,3,3,3,4,2,3,3,1,2,3,4,,4,,3,4,3,4,3,1,1,1,3,2,1,2,,,,4,3,3,4,4,4,4,,6,6,6,
4/26/22 7:36,4/26/22 7:52,0,50.206.93.226,100,961,1,2022-04-26T7:52:48,R_2PuTc8ydZUxT2RJ,EN,8,3100003,5,5,4,4,4,5,3,2,4,5,5,4,3,3,3,2,4,2,3,5,5,5,4,4,4,5,5,4,4,3,4,4,3,3,3,3,3,3,4,4,4,3,4,3,4,4,4,4,3,3,3,3,5,3,3,1,4,4,3,4,1,2,2,3,3,3,2,3,3,3,,7,7,,
4/27/22 7:58,4/27/22 8:43,0,50.206.93.226,100,2722,1,2022-04-27T8:43:37,R_3prwL1c5QFCTdXN,EN,8,3100017,5,5,5,4,4,4,3,1,5,5,5,5,3,3,4,2,2,2,3,4,4,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,5,4,3,4,3,2,1,3,4,4,4,4,4,3,3,3,5,3,2,1,4,4,3,4,3,3,3,4,4,3,4,4,3,3,,9,8,,
5/10/22 11:29,5/10/22 14:25,0,192.64.64.114,38,10516,0,2022-05-17T14:28:18,R_3ffO1kJfKhyZYqW,EN,5,2740075,,,,,,,,,,,,,4,2,4,3,3,3,5,,,,,,,,,,,,,,,,,3,3,4,5,4,,,,,4,4,3,4,,,,,3,4,4,1,,,,,,,,,,,2,3,,,,,,,
6/8/22 13:59,6/8/22 14:17,0,107.115.17.65,100,1074,1,2022-06-08T14:17:49,R_1erclrYhGOlS6ug,EN,4,2480014,4,4,3,4,2,4,3,1,3,2,4,3,2,3,1,3,4,2,3,3,3,3,3,3,2,3,3,2,4,3,3,2,3,3,3,1,4,2,5,,2,1,1,3,2,2,3,3,2,2,3,3,3,2,2,1,,3,,2,3,3,2,2,3,1,4,4,4,5,,8,5,,
6/8/22 12:47,6/8/22 13:06,0,209.80.140.32,100,1093,1,2022-06-08T13:6:11,R_1K0SqfkTklChaUy,EN,4,2480505,5,4,4,4,3,5,3,3,4,4,4,4,2,2,3,3,4,2,2,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,4,1,2,3,2,3,3,3,4,3,4,3,3,3,4,5,2,2,1,4,3,3,3,3,3,3,4,3,4,1,5,1,5,"Our students are amazing individuals that have the ability to rise to whatever level we set for them.  Unfortunately it is becoming more and more evident that we are lowering our overall standards.  We are not holding students accountable or holding them to high, but achievable, standards.",,,"The survey answers are inadequate in many instances. For example instructional art classes and some physical education classes are elective courses, and can only be taken certain years - if students choose them. To ask for an average or maximum depends on which grade and student choice.  ",
6/8/22 12:36,6/8/22 12:48,0,172.58.222.132,100,755,1,2022-06-08T12:48:40,R_28ZF7dfp1aBrTXp,EN,4,2480035,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,3,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,4,2,,3,5,5,4,5,5,5,4,5,5,3,3,1,5,5,4,5,2,2,2,3,4,4,3,3,5,5,,7,5,,
6/8/22 13:14,6/8/22 13:28,0,50.205.154.83,100,834,1,2022-06-08T13:28:31,R_3nASwmuDn6Lc7KF,EN,4,2480057,4,3,3,4,4,4,3,4,4,5,4,3,2,1,3,2,3,3,4,4,3,5,3,2,2,3,3,2,3,3,2,1,3,2,3,2,2,3,1,1,3,2,3,3,3,2,2,2,3,3,3,5,3,2,3,1,2,3,2,2,2,1,2,4,3,3,3,4,3,3,,7,3,,
4/27/22 9:20,4/27/22 9:39,0,50.221.21.222,100,1134,1,2022-04-27T9:39:39,R_3qWPzh6zOT7CHFg,EN,8,3100305,5,5,5,5,5,5,4,1,5,5,5,5,5,3,3,4,4,3,5,5,4,5,5,5,5,3,4,3,4,5,4,4,4,4,4,4,5,5,5,5,5,4,5,5,4,4,5,5,4,4,4,4,5,2,3,1,5,5,3,5,3,3,3,4,4,4,4,5,3,5,,9,5,,
6/8/22 13:40,6/8/22 13:47,0,209.80.140.36,100,426,1,2022-06-08T13:47:48,R_1IKlGygJ8RMPZMx,EN,4,2480003,4,4,3,2,2,5,3,1,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,1,4,3,4,3,3,3,4,4,5,2,2,2,3,2,2,2,3,3,3,3,4,3,1,1,3,4,,9,6,,
4/26/22 15:21,4/26/22 15:31,0,50.206.93.226,100,636,1,2022-04-26T15:31:56,R_BtZSCRUkr5HTcxX,EN,8,3100003,5,5,5,4,4,5,4,4,4,4,4,4,3,3,3,4,4,4,4,5,5,5,4,4,4,3,3,4,4,5,4,4,3,3,2,4,4,3,5,4,5,1,3,3,4,3,4,4,2,3,4,4,5,3,3,2,2,4,3,4,1,2,2,4,4,4,4,5,3,4,,6,5,,
5/10/22 14:49,5/10/22 15:00,0,192.64.64.114,100,709,1,2022-05-10T15:0:56,R_3rrK6ZtXQw4HU53,EN,5,2740087,5,5,5,4,4,3,3,2,5,5,4,4,4,3,5,3,3,3,3,4,4,4,3,3,3,5,5,4,5,4,4,3,2,2,4,3,2,4,4,5,4,1,3,3,5,,3,,3,3,4,4,3,3,3,2,4,3,2,3,,,,4,3,4,2,3,3,3,"I feel confident about my own teaching abilities. However, I do not feel confident that we are staffed appropriately for the needs of our school population. If I could clone myself three times over, we would have a strong K-3 resource room team.",7,5,4,
