StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,District,DESE ID,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,Q81,Q83_1,Q84_1,Q85,Q89_1,Q85
3/1/22 15:19,3/1/22 16:07,0,108.49.219.202,100,2876,1,2022-03-01T16:7:53,R_3GcAmqqIvBHYz0e,42.48100281,-71.15630341,anonymous,EN,6,3440025,5,4,4,4,4,5,3,2,4,4,4,3,3,3,4,4,4,2,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,5,4,4,4,4,4,3,4,5,5,4,3,3,3,4,4,5,4,4,4,3,4,4,2,3,1,2,,6,4,,,
3/1/22 14:29,3/1/22 21:36,0,98.229.180.62,100,25661,1,2022-03-01T21:36:59,R_27ExthIfZGgDEbN,42.45710754,-71.22100067,anonymous,EN,6,3440025,4,4,4,4,4,3,4,1,4,4,4,4,4,4,4,4,3,4,4,5,4,5,5,5,4,5,5,4,4,4,4,4,3,3,3,3,5,5,5,4,4,2,4,4,4,3,4,4,4,4,4,4,5,5,5,5,3,4,4,4,3,3,3,4,4,3,3,3,3,3,,8,6,,,
3/1/22 14:56,3/1/22 15:09,0,108.49.219.202,100,782,1,2022-03-01T15:9:52,R_1P7QDKuPcxAmzlp,42.48100281,-71.15630341,anonymous,EN,6,3440040,4,4,5,4,4,5,4,2,4,4,4,4,3,3,4,4,4,2,3,3,4,3,2,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,2,2,4,2,2,2,4,4,4,4,4,4,3,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,2,3,3,4,,8,8,,,
3/1/22 16:13,3/1/22 16:20,0,108.49.219.202,100,426,1,2022-03-01T16:20:52,R_2awrHU4Z0GMSMZx,42.48100281,-71.15630341,anonymous,EN,6,3440305,5,4,5,4,3,5,3,4,4,3,5,5,3,4,3,4,4,3,3,4,3,5,4,4,3,3,3,3,3,4,3,3,4,3,4,4,4,5,2,5,4,1,4,3,5,4,4,4,4,4,4,4,4,4,3,,3,4,4,4,5,4,4,3,4,4,3,4,3,4,,6,6,,,
3/1/22 18:01,3/1/22 18:13,0,73.123.193.92,100,751,1,2022-03-01T18:13:46,R_0lb8ZZu9j4mKVod,42.46090698,-71.00740051,anonymous,EN,6,3440505,5,5,5,4,3,4,4,2,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,5,5,4,3,2,2,3,2,3,3,1,3,3,3,3,4,4,4,3,3,4,4,4,3,4,,7,5,,,
3/1/22 15:35,3/1/22 15:51,0,96.252.99.186,100,960,1,2022-03-01T15:51:23,R_24s8CqffYQeVIQh,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,5,5,5,5,3,5,5,5,5,3,2,3,4,4,3,4,4,4,4,4,4,3,4,4,5,5,5,5,5,4,4,4,4,5,4,5,5,5,3,3,4,4,4,5,4,3,3,3,4,4,4,4,3,4,5,3,5,4,4,3,4,4,4,4,5,3,5,,8,3,,,
3/1/22 15:35,3/1/22 15:47,0,73.114.137.37,100,756,1,2022-03-01T15:47:40,R_4JEdjyf3HTNDf8d,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,4,5,5,4,5,5,4,5,5,5,5,4,3,4,4,5,5,5,4,4,4,4,5,5,4,4,3,3,3,4,3,4,3,4,3,5,5,3,4,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,3,4,3,3,4,4,4,3,4,4,3,3,3,3,,9,6,,,
3/1/22 15:42,3/1/22 15:56,0,96.252.99.186,100,838,1,2022-03-01T15:56:30,R_10CNIOgFWgS5F2p,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,4,4,5,4,3,5,4,4,3,4,4,4,4,4,1,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,3,5,5,4,4,3,4,3,3,4,4,5,4,5,4,4,3,3,4,5,5,5,3,4,4,4,4,5,5,5,3,3,5,3,5,3,5,,9,5,,,
3/1/22 14:55,3/1/22 15:29,0,108.49.219.202,100,2014,1,2022-03-01T15:29:8,R_1HplRDDbvnl9zzA,42.48100281,-71.15630341,anonymous,EN,6,3440005,5,4,4,4,4,4,3,1,5,4,4,5,3,3,4,4,4,3,3,3,3,3,3,3,2,4,4,4,5,5,4,4,4,3,4,3,3,3,3,4,4,2,3,4,3,4,4,4,4,4,4,4,3,5,5,2,4,4,4,4,5,4,4,4,4,4,3,4,4,4,,7,5,,,
3/1/22 15:42,3/1/22 15:51,0,96.252.99.186,100,545,1,2022-03-01T15:51:21,R_1o7H9q0FDNBGkHH,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,4,4,5,4,3,4,4,4,4,4,4,4,4,4,3,4,3,2,2,3,2,2,3,3,3,4,4,4,3,4,4,4,3,3,3,3,4,3,2,3,3,4,4,5,4,4,4,4,5,3,3,3,2,3,4,3,4,4,4,3,4,4,4,4,5,4,4,Winchester is a lovely community.  ,6,5,,,
3/1/22 14:53,3/1/22 15:04,0,108.49.219.202,100,657,1,2022-03-01T15:4:8,R_3k5hELXK7Oq0dW0,42.48100281,-71.15630341,anonymous,EN,6,3440005,5,4,4,5,4,4,3,2,4,4,3,4,4,3,4,4,4,2,3,3,2,4,2,4,3,4,4,3,3,3,3,3,4,3,3,3,5,5,4,5,5,2,3,4,5,3,4,4,3,3,3,4,5,4,4,3,4,4,3,4,4,4,4,3,4,4,3,3,4,4,,8,8,,,
3/1/22 15:34,3/1/22 15:46,0,96.252.99.186,100,724,1,2022-03-01T15:46:47,R_1ILAhJTXDUeH6iJ,42.45320129,-71.14279938,anonymous,EN,6,3440505,4,4,5,4,4,5,4,3,4,3,4,3,4,2,3,4,4,4,4,2,2,2,3,2,2,3,3,3,3,4,3,3,3,2,4,3,4,3,3,4,3,2,3,3,3,3,4,4,3,3,3,4,4,3,3,2,2,2,3,3,3,3,2,3,3,4,3,4,3,5,,6,,,,
3/1/22 14:54,3/1/22 15:06,0,108.49.219.202,100,722,1,2022-03-01T15:6:15,R_2Cy2wVB9YZY5Wnj,42.48100281,-71.15630341,anonymous,EN,6,3440005,4,3,5,5,4,4,4,2,5,4,5,4,3,5,4,3,5,3,5,4,4,5,4,4,4,3,3,4,4,5,4,4,4,3,3,3,4,5,4,5,5,3,3,3,4,3,4,4,4,4,4,4,5,4,4,3,4,4,2,4,4,3,3,2,4,4,3,3,4,5,,8,6,,,
3/1/22 14:24,3/1/22 14:33,0,108.49.219.202,100,539,1,2022-03-01T14:33:22,R_w6Hzqtq9cLcVsPf,42.48100281,-71.15630341,anonymous,EN,6,3440040,2,3,3,5,5,5,4,2,3,3,3,4,2,2,3,3,3,3,5,3,4,3,3,4,3,4,4,4,4,3,4,3,4,4,3,3,3,2,3,4,4,3,4,3,3,3,4,3,4,2,2,4,5,4,4,2,4,4,4,3,3,4,3,3,3,4,3,3,3,4,,6,4,,,
3/1/22 15:14,3/1/22 15:19,0,108.49.219.202,100,337,1,2022-03-01T15:19:46,R_2tJVB10c0Rb6Zag,42.48100281,-71.15630341,anonymous,EN,6,3440045,4,4,4,4,4,4,4,3,4,4,4,4,2,2,2,2,5,3,4,4,4,4,4,4,4,4,4,3,3,2,3,2,4,3,3,3,3,3,2,3,3,1,3,3,3,3,4,4,3,3,3,3,5,3,3,2,3,3,3,4,4,4,4,3,3,2,3,4,3,4,,8,8,,,
2/26/22 12:03,2/26/22 12:10,0,24.34.85.42,100,439,1,2022-02-26T12:10:47,R_1JIKbQHxMtdm1Jb,42.59370422,-71.02220154,anonymous,EN,6,3440025,5,4,5,5,5,4,4,2,5,4,4,4,3,3,3,4,4,4,4,4,4,5,5,5,4,5,5,5,5,4,5,4,5,5,4,4,5,4,3,4,5,5,4,4,5,4,5,4,3,3,3,5,4,4,5,5,4,5,5,5,4,4,4,3,3,4,2,3,3,4,,8,5,,,
3/1/22 15:37,3/1/22 15:54,0,108.7.214.75,100,1024,1,2022-03-01T15:54:24,R_xnPN55SVPAZPa9z,42.36599731,-71.22709656,anonymous,EN,6,3440505,5,4,5,3,4,4,3,2,4,4,4,4,2,2,3,3,3,2,4,3,2,2,3,2,3,,,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,5,3,,,,,3,,3,5,4,4,4,3,3,,,,,,8,5,,,
3/1/22 14:35,3/1/22 16:57,0,108.49.120.2,100,8522,1,2022-03-01T16:57:58,R_ZEGvhA1eRv3iwVz,42.52780151,-71.10399628,anonymous,EN,6,3440005,4,4,5,5,3,4,3,4,4,4,3,4,4,3,3,3,4,3,5,3,2,4,2,3,2,3,3,4,4,4,3,3,4,3,4,3,3,3,2,3,3,1,3,3,4,3,4,3,3,3,2,3,5,,4,,3,,,,4,4,4,4,4,4,2,3,3,4,,6,5,,,
3/1/22 14:54,3/1/22 15:12,0,108.49.219.202,100,1099,1,2022-03-01T15:12:24,R_2AL29LZzJQrfJyp,42.48100281,-71.15630341,anonymous,EN,6,3440005,3,2,3,4,3,5,4,2,3,3,3,3,3,2,4,3,5,2,4,3,2,2,2,2,2,3,3,3,3,2,3,3,3,4,2,3,4,3,3,3,4,3,2,3,4,4,4,3,3,2,2,3,3,3,3,2,3,3,3,3,4,4,3,4,3,3,1,3,4,5,,8,7,,,
3/1/22 15:41,3/1/22 15:47,0,174.196.205.53,100,318,1,2022-03-01T15:47:10,R_1jOskxFShALHx0h,42.36599731,-71.22709656,anonymous,EN,6,3440505,5,5,3,4,4,3,4,3,4,4,4,4,4,4,4,5,3,3,3,5,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,5,2,5,5,3,5,4,4,4,3,4,3,3,3,3,3,,7,6,,,
3/1/22 14:54,3/1/22 15:03,0,108.49.219.202,100,544,1,2022-03-01T15:3:16,R_110dlRekRt0RJfP,42.48100281,-71.15630341,anonymous,EN,6,3440005,5,4,4,4,4,5,4,2,4,4,4,4,2,3,3,3,4,3,5,2,3,4,3,4,2,3,3,3,4,4,4,3,4,4,4,3,4,4,3,5,5,2,3,3,5,3,4,4,3,4,4,5,5,4,3,2,3,4,4,4,3,3,3,3,4,4,3,3,3,3,,6,5,,,
3/1/22 15:38,3/1/22 15:48,0,96.252.99.186,100,611,1,2022-03-01T15:48:33,R_3k5OdvFBdAPo0gY,42.45320129,-71.14279938,anonymous,EN,6,3440505,4,3,4,4,3,4,3,4,4,4,3,4,3,3,2,2,3,3,4,3,2,2,4,4,3,3,3,3,3,4,3,3,3,3,4,4,4,4,5,5,4,4,4,4,4,4,4,4,2,2,4,3,4,4,4,2,4,4,3,4,5,5,5,4,4,5,4,4,2,4,,3,,,,
3/1/22 15:43,3/1/22 15:54,0,96.252.99.186,100,654,1,2022-03-01T15:54:26,R_2ARy7DB7CFXlfHt,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,2,3,4,4,2,5,4,5,5,3,3,3,3,3,3,4,5,5,5,4,4,4,2,2,3,3,3,3,3,4,4,5,4,4,4,4,5,4,3,4,4,4,4,5,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,5,3,4,,6,4,,,
3/1/22 14:56,3/1/22 15:13,0,108.49.219.202,100,995,1,2022-03-01T15:13:20,R_1lgkJODJ39Npfrq,42.48100281,-71.15630341,anonymous,EN,6,3440005,5,5,5,5,4,5,4,5,4,4,4,4,3,3,4,3,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,4,4,3,4,3,3,3,3,4,5,2,2,2,4,4,5,4,4,4,4,4,5,5,5,4,3,5,4,5,4,4,4,4,4,4,5,5,4,4,"Parents participate in different ways due to the pandemic.  The are ZOOM GUest Readers weekly, help organize materials for hands on projects and send into school-send in photos and videos to connect the home school learning.  The zoom in and share traditions,",7,7,,,
4/5/22 14:42,4/5/22 14:50,0,96.230.20.18,100,449,1,2022-04-05T14:50:18,R_ABCKzxGBVghRqk9,42.4532,-71.1428,anonymous,EN,6,3440020,4,4,5,4,3,4,3,3,4,4,3,4,3,3,3,3,4,2,3,2,1,3,2,2,2,4,4,3,3,3,3,2,2,2,2,3,2,3,2,2,3,2,2,2,3,3,3,3,4,3,3,2,5,4,4,4,2,2,2,3,3,3,3,3,3,3,3,3,2,3,,5,3,,,
3/1/22 16:09,3/1/22 18:07,0,96.252.99.186,100,7077,1,2022-03-01T18:7:29,R_27Ce4RUTWvCled1,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,4,4,4,3,1,4,4,4,4,3,4,4,3,3,3,3,3,3,3,2,2,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,4,4,5,4,5,4,3,3,3,4,3,4,3,4,2,4,4,4,5,5,4,3,3,4,3,5,3,5,,6,5,,,
3/1/22 16:13,3/1/22 16:22,0,108.49.219.202,100,572,1,2022-03-01T16:22:43,R_24dD8JJ6AJd9iRF,42.48100281,-71.15630341,anonymous,EN,6,3440305,4,4,4,2,3,3,3,3,4,3,4,3,2,3,3,3,4,4,4,3,3,2,4,4,3,3,3,3,3,3,3,3,3,5,3,3,3,3,2,4,5,1,4,4,3,4,3,4,3,4,4,5,2,3,3,1,4,3,2,3,3,3,3,3,3,4,4,5,3,4,,5,,,,
3/1/22 14:58,3/1/22 15:29,0,108.49.219.202,100,1830,1,2022-03-01T15:29:2,R_3WajHfr0ANGEj3H,42.48100281,-71.15630341,anonymous,EN,6,3440040,5,5,5,5,5,5,4,3,5,5,5,4,3,3,3,3,4,3,5,4,4,5,3,4,3,4,4,4,5,4,4,4,5,3,4,4,3,3,2,5,3,3,3,3,5,3,4,3,4,4,4,5,5,4,4,3,4,5,4,5,3,3,3,3,4,3,4,4,3,4,,9,5,,,
3/1/22 15:44,3/1/22 16:06,0,96.252.99.186,100,1320,1,2022-03-01T16:6:3,R_1rN94Kpe4hpjvL5,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,4,4,3,4,5,3,2,4,3,4,4,3,4,4,3,3,3,4,4,3,2,3,4,3,3,3,2,3,3,3,3,4,3,4,3,2,4,2,4,5,2,4,4,2,3,4,4,3,3,3,4,5,3,4,2,3,3,4,3,4,4,3,3,2,3,4,5,4,5,,7,5,,,
3/1/22 15:49,3/1/22 16:21,0,96.252.99.186,100,1902,1,2022-03-01T16:21:37,R_7WjJdUE23ntSyEV,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,5,4,4,4,5,5,4,5,4,4,4,4,4,4,3,3,4,3,4,4,4,4,,,4,4,4,4,4,5,5,4,4,5,4,5,5,5,3,3,4,3,4,5,4,4,3,1,2,3,5,5,3,5,4,3,5,4,4,3,4,4,3,5,4,3,,"As teachers we tend to be very Liberal, (In the modern day sense) and I feel it sways a cultural bias concerning the current politics of the day",8,6,,,
3/1/22 14:58,3/1/22 15:11,0,108.49.219.202,100,768,1,2022-03-01T15:11:8,R_1QGWMWQAh8MfomT,42.48100281,-71.15630341,anonymous,EN,6,3440005,5,4,5,4,4,5,4,3,5,5,5,4,4,4,4,4,4,2,5,4,4,4,4,4,3,3,4,5,5,4,4,4,4,3,4,4,5,4,5,5,5,2,3,4,4,4,4,2,4,3,3,3,4,4,4,5,2,4,4,5,4,3,3,3,4,4,2,3,3,4,,7,5,,,
3/1/22 16:14,3/1/22 16:25,0,108.20.186.77,100,690,1,2022-03-01T16:25:44,R_1IgyJt0quVWyfiP,42.48100281,-71.15630341,anonymous,EN,6,3440305,5,5,5,4,3,5,3,2,4,5,5,3,4,4,4,5,4,2,3,3,4,5,4,5,4,3,3,3,3,4,3,3,4,4,4,4,4,4,3,4,4,3,3,4,5,4,5,3,4,3,3,5,5,5,4,3,4,4,3,5,5,4,4,3,3,3,3,3,3,3,,8,5,,,
3/1/22 15:43,3/1/22 15:54,0,96.252.99.186,100,674,1,2022-03-01T15:54:37,R_1JIPLJp6xUPQLVn,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,4,4,4,4,5,3,5,4,3,4,5,4,3,5,3,3,3,3,3,3,4,4,3,3,,5,4,4,4,4,5,5,5,5,4,3,5,5,4,4,4,3,4,4,5,5,5,5,5,5,2,4,3,2,4,4,,,5,4,4,4,4,5,3,4,,,,7,5,,,
3/1/22 10:06,3/1/22 13:46,0,108.49.219.202,100,13147,1,2022-03-01T13:46:3,R_1myCmtwlC05CvQI,42.48100281,-71.15630341,anonymous,EN,6,3440005,5,4,5,4,4,3,4,2,4,4,4,3,2,3,3,3,3,2,4,4,5,5,4,4,3,3,3,3,4,3,3,3,3,4,2,3,3,4,3,3,4,2,3,3,4,4,4,4,3,3,3,4,5,5,5,4,2,3,3,3,4,4,3,4,3,3,4,5,4,5,,,,,,
3/1/22 15:43,3/1/22 15:59,0,96.252.99.186,100,946,1,2022-03-01T15:59:1,R_XhbE0wXxUDOcSWJ,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,4,3,3,3,2,4,4,4,4,3,3,2,3,5,4,3,3,3,3,4,4,3,3,3,4,4,4,4,4,5,3,4,3,3,3,3,4,4,2,4,5,4,4,5,4,2,2,3,3,3,4,3,2,3,3,2,3,4,5,4,3,4,3,3,4,3,4,,7,4,,,
3/1/22 15:43,3/1/22 15:58,0,96.252.99.186,100,907,1,2022-03-01T15:58:44,R_3fvfAdD0xXbNICy,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,5,5,4,5,3,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,3,4,4,4,5,5,3,3,5,4,4,5,5,4,4,4,4,2,4,4,2,4,4,3,4,5,4,5,3,4,4,4,5,4,5,,8,6,,,
3/1/22 14:57,3/1/22 15:08,0,108.49.219.202,100,625,1,2022-03-01T15:8:7,R_1n86Lmp9sxKeLZL,42.48100281,-71.15630341,anonymous,EN,6,3440040,5,5,4,4,4,5,4,2,4,4,3,4,4,3,4,4,4,2,4,4,3,4,3,4,3,5,5,4,4,4,3,3,4,4,4,3,4,4,2,4,5,2,3,3,4,4,4,4,5,5,5,5,5,3,3,3,4,4,3,4,3,3,3,4,4,4,2,2,3,3,,6,5,,,
4/5/22 14:43,4/5/22 14:55,0,96.230.20.18,100,758,1,2022-04-05T14:55:58,R_1r9CMCopAmzZ25q,42.4532,-71.1428,anonymous,EN,6,3440020,5,4,4,2,2,2,3,5,4,4,3,3,2,2,2,3,2,1,2,3,3,3,2,2,2,3,3,4,3,3,3,3,3,3,3,2,2,3,2,2,4,2,2,2,3,4,4,4,2,2,2,3,5,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,4,,7,5,,,
3/1/22 15:44,3/1/22 16:01,0,96.252.99.186,100,1034,1,2022-03-01T16:1:33,R_2sYEvJE6HkFTGAG,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,4,3,4,4,5,4,3,4,4,5,3,5,2,3,4,5,3,4,3,4,2,3,4,3,3,3,3,3,4,4,3,4,2,4,4,5,3,3,4,3,4,3,4,3,4,5,4,3,3,3,3,3,5,4,2,3,3,2,4,4,4,4,3,4,5,5,4,3,5,,7,5,,,
3/1/22 15:41,3/1/22 15:52,0,96.252.99.186,100,627,1,2022-03-01T15:52:16,R_2PmRrJAzUKm0z8f,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,4,4,3,3,3,5,4,4,4,2,2,1,2,5,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,4,4,5,4,3,3,3,3,5,3,3,2,4,4,4,3,4,3,3,3,3,4,4,5,4,5,,7,,,,
3/1/22 12:54,3/1/22 13:06,0,108.49.219.202,100,704,1,2022-03-01T13:6:8,R_3OiFcqoNljOLEOF,42.48100281,-71.15630341,anonymous,EN,6,3440025,5,5,5,4,4,4,4,2,4,4,4,4,3,2,3,2,3,1,3,3,3,4,2,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,4,4,3,3,3,2,4,3,5,,9,3,,,
3/1/22 15:47,3/1/22 16:01,0,96.252.99.186,100,823,1,2022-03-01T16:1:0,R_2xLTybvORVgdjuF,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,4,4,5,3,2,4,4,5,4,2,3,2,3,4,4,4,4,4,4,3,3,4,3,3,4,4,5,4,4,4,3,5,3,4,3,4,5,5,3,4,4,4,4,5,4,4,3,3,4,4,5,5,3,3,4,4,5,4,5,4,4,4,4,2,3,2,3,,9,7,,,
3/1/22 16:13,3/1/22 16:30,0,108.49.219.202,100,1037,1,2022-03-01T16:30:23,R_3EglC7TiueQi5Qj,42.48100281,-71.15630341,anonymous,EN,6,3440305,4,4,4,5,3,5,2,2,4,4,3,4,3,3,2,4,3,2,4,4,5,4,4,4,3,3,3,4,4,4,4,3,4,4,4,2,3,2,2,3,3,2,3,3,3,3,3,4,5,5,4,4,3,3,3,2,3,3,3,3,3,4,4,2,4,4,3,4,3,5,,7,5,,,
3/1/22 15:43,3/1/22 15:51,0,96.252.99.186,100,470,1,2022-03-01T15:51:37,R_3TRbfI6i2MciTN7,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,5,4,5,3,2,5,4,4,4,3,2,2,2,4,4,4,3,3,4,3,4,4,3,3,3,3,3,4,3,4,4,4,3,4,3,4,4,5,4,4,4,3,4,5,3,4,4,5,5,3,5,5,3,4,4,4,4,4,4,4,5,4,4,5,5,5,5,,7,3,,,
3/1/22 15:20,3/1/22 15:27,0,108.49.219.202,100,399,1,2022-03-01T15:27:35,R_yrwGFzX4YCpEFWN,42.48100281,-71.15630341,anonymous,EN,6,3440025,5,5,5,3,4,4,3,1,4,4,4,4,3,3,4,3,2,2,2,4,4,4,3,4,4,5,5,4,4,4,4,4,4,4,4,3,4,4,4,5,4,2,3,3,4,4,4,4,4,4,3,3,4,3,4,2,4,4,3,3,3,3,3,4,4,4,2,2,3,3,,9,6,,,
3/1/22 15:47,3/1/22 16:01,0,96.252.99.186,100,845,1,2022-03-01T16:1:51,R_2t9z0WHjr0iVQrs,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,4,4,4,5,4,3,5,4,4,4,4,3,4,4,5,4,4,2,2,2,2,3,3,3,4,4,3,4,3,3,3,2,5,4,4,3,3,5,4,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,4,1,4,2,3,,8,5,,,
3/1/22 15:41,3/1/22 15:59,0,96.252.99.186,100,1099,1,2022-03-01T15:59:49,R_3Ood87xwFldIOzU,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,4,4,4,4,4,4,4,5,5,5,4,4,2,2,2,4,4,4,4,3,4,3,4,3,3,4,4,4,3,4,3,3,3,4,4,4,2,4,4,4,3,2,3,3,3,4,4,2,2,2,2,5,3,3,3,4,4,3,4,3,4,4,2,3,3,3,5,3,4,no,6,5,,,
3/1/22 14:58,3/1/22 15:07,0,108.49.219.202,100,537,1,2022-03-01T15:7:43,R_1k01u1QfCsUWgxj,42.48100281,-71.15630341,anonymous,EN,6,3440040,4,5,5,5,5,4,5,,4,4,4,4,3,3,3,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,3,2,4,4,4,4,4,4,3,5,4,4,4,4,4,5,3,2,,5,4,,4,3,4,4,3,4,5,3,3,3,3,,8,5,,,
3/1/22 16:13,3/1/22 16:23,0,108.49.219.202,100,619,1,2022-03-01T16:23:59,R_24Hvs0SxQt9oXsl,42.48100281,-71.15630341,anonymous,EN,6,3440305,5,5,4,4,4,5,4,2,4,4,4,4,4,4,4,4,3,3,5,5,5,5,5,5,4,3,3,3,3,4,4,3,3,3,4,2,3,4,4,5,4,3,4,4,4,3,4,4,5,3,4,5,5,4,4,2,4,4,2,4,3,4,3,3,3,4,3,5,2,3,,8,8,,,
3/1/22 15:20,3/1/22 15:37,0,108.49.219.202,100,1043,1,2022-03-01T15:37:43,R_3dFc47wp8sC1j5z,42.48100281,-71.15630341,anonymous,EN,6,3440025,4,4,4,4,4,4,3,2,4,4,3,5,2,2,4,3,2,1,3,5,3,4,4,4,3,4,4,4,4,4,4,3,4,3,4,2,4,3,4,4,,,,,4,3,4,4,3,3,2,3,5,5,4,3,,4,,4,5,4,4,4,4,5,3,3,3,3,,6,5,,,
3/1/22 15:41,3/1/22 16:20,0,96.252.99.186,100,2354,1,2022-03-01T16:20:40,R_AbtH2GZAjraHXk5,42.45320129,-71.14279938,anonymous,EN,6,3440505,5,5,5,4,4,3,2,2,4,3,3,3,3,3,3,3,4,2,4,3,3,2,3,3,4,4,4,4,3,3,4,4,4,3,5,3,3,3,3,4,3,3,4,4,4,4,4,3,3,3,3,3,2,3,3,1,3,3,3,3,4,4,4,4,3,3,1,5,3,5,,6,3,,,
3/1/22 15:20,3/1/22 15:27,0,108.49.219.202,100,394,1,2022-03-01T15:27:5,R_1OoF4faOxNIEVDE,42.48100281,-71.15630341,anonymous,EN,6,3440045,5,5,4,3,3,4,3,1,4,4,3,5,2,2,3,3,4,2,3,4,4,5,4,4,4,3,4,3,3,3,3,2,3,3,2,4,4,4,4,4,4,3,2,2,4,4,4,4,3,3,3,4,5,4,4,2,4,4,2,4,3,3,3,3,3,3,3,3,3,4,,7,7,,,
3/1/22 14:56,3/1/22 15:10,0,108.49.219.202,100,817,1,2022-03-01T15:10:32,R_3HLDP7JcZzktzqD,42.48100281,-71.15630341,anonymous,EN,6,3440025,4,5,4,5,5,4,4,3,4,3,4,5,3,2,2,2,4,3,3,5,5,5,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,1,5,4,3,4,3,2,3,4,3,5,5,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,,6,5,,,
3/1/22 15:24,3/1/22 15:36,0,108.49.219.202,100,722,1,2022-03-01T15:36:29,R_2VjR4Rxk6QaWDaJ,42.48100281,-71.15630341,anonymous,EN,6,3440045,4,4,4,4,4,5,3,2,4,3,4,4,3,3,3,2,3,2,4,4,4,5,4,4,3,4,4,3,4,3,4,3,2,2,2,4,3,4,2,3,4,3,3,2,3,2,3,3,4,3,3,4,5,3,3,2,2,2,1,4,3,3,3,2,4,4,3,4,3,3,,9,6,,,
