StartDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,LocationLatitude,DistributionChannel,language,district,Q124,t-prep-q1,t-prep-q2,t-prep-q3,t-pcom-q1,t-pcom-q2,t-pcom-q3,t-pcom-q4,t-pcom-q5,t-ieff-q1,t-ieff-q2,t-ieff-q3,t-ieff-q4,t-qupd-q3,t-qupd-q2,t-qupd-q1,t-qupd-q4,t-coll-q1,t-coll-q2,t-coll-q3,t-prtr-q1,t-prtr-q2,t-prtr-q3,t-inle-q1,t-inle-q2,t-inle-q3,t-pvic-q1,t-pvic-q2,t-pvic-q3,t-psup-q1,t-psup-q2,t-psup-q3,t-psup-q4,t-acch-q1,t-acch-q2,t-acch-q3,t-reso-q1,t-reso-q2,t-reso-q3,t-reso-q4,t-reso-q5,t-sust-q1,t-sust-q2,t-sust-q3,t-sust-q4,t-curv-q1,t-curv-q2,t-curv-q3,t-curv-q4,t-cure-q1,t-cure-q2,t-cure-q3,t-cure-q4,t-peng-q1,t-peng-q2,t-peng-q3,t-peng-q4,t-ceng-q1,t-ceng-q2,t-ceng-q3,t-ceng-q4,t-sach-q1,t-sach-q2,t-sach-q3,t-psol-q1,t-psol-q2,t-psol-q3,t-expa-q2,t-expa-q3,t-phya-q2,t-phya-q3,Q81,Q83_1,Q84_1,Q85,X,X.1,X.2,DESE ID
4/3/19 13:09,IP Address,216.163.221.83,100,567,TRUE,2019-04-03T13:18:0,R_3dM3Yfp84xDTO4W,42.28359985,anonymous,EN,Boston,NA,4,4,4,NA,4,5,4,4,4,4,4,4,1,3,3,3,3,3,3,3,4,4,5,4,3,3,3,2,3,4,4,4,3,2,2,2,3,2,2,2,2,3,3,3,3,4,3,3,3,3,3,3,4,5,4,3,3,5,5,3,4,4,3,3,3,4,4,3,4,3,3,2,3,,7,6,,00350264
4/3/19 13:15,IP Address,216.163.221.83,100,1010,TRUE,2019-04-03T13:32:0,R_3e3Hya3XAtpczFo,42.28359985,anonymous,EN,Boston,NA,4,4,4,NA,4,5,5,4,3,4,5,3,2,2,2,2,2,3,3,3,3,3,3,4,4,2,4,2,4,4,4,4,4,4,4,4,4,3,3,2,3,3,2,3,3,4,3,4,3,4,4,4,4,5,4,3,3,5,4,4,4,4,1,1,2,3,3,3,3,3,4,3,3,,6,5,,00350264
4/3/19 13:03,IP Address,216.163.221.55,100,1749,TRUE,2019-04-03T13:32:0,R_3po7Cc2aJQWi7fk,42.28359985,anonymous,EN,Boston,NA,4,4,4,NA,4,5,5,5,5,5,5,4,3,3,3,2,3,4,4,5,3,3,3,4,4,2,3,3,3,3,4,4,3,4,3,4,3,2,5,3,4,2,1,2,2,4,4,4,3,3,4,4,4,5,2,2,1,4,4,3,4,4,3,3,3,4,3,3,3,3,4,3,3,,8,7,,00350135
4/3/19 13:01,IP Address,216.163.221.55,100,2171,TRUE,2019-04-03T13:37:0,R_1dNdN6x4IzRrAHR,42.28359985,anonymous,EN,Boston,NA,3,4,4,NA,4,5,4,4,5,5,5,4,3,4,5,3,NA,4,4,5,4,3,4,4,4,2,3,3,3,2,3,2,3,5,3,2,3,4,NA,4,5,4,3,3,2,4,4,4,4,3,3,4,4,5,2,2,2,3,3,3,3,4,3,3,4,4,4,3,3,4,3,3,3,,7,5,,00350135
4/3/19 13:27,IP Address,216.163.221.188,100,700,TRUE,2019-04-03T13:39:0,R_UsjBKmpIiw5FXEZ,42.28359985,anonymous,EN,Boston,NA,5,5,5,NA,3,5,4,5,5,5,5,4,5,4,5,2,5,5,5,5,4,3,4,4,5,1,4,2,3,2,3,3,2,2,2,4,2,1,3,3,5,4,1,3,3,5,4,2,4,5,5,5,5,1,1,1,1,2,3,2,2,2,2,2,3,3,4,1,2,1,2,4,4,Does your school lack money? YES,9,7,,04110305
4/3/19 14:11,IP Address,216.163.213.196,100,562,TRUE,2019-04-03T14:20:0,R_pgYDd0LlFbhFDvr,42.29040527,anonymous,EN,Boston,NA,4,4,4,NA,4,4,4,4,5,5,4,4,5,3,4,3,4,3,3,4,4,3,4,3,3,3,3,3,4,4,4,4,4,3,4,3,3,4,4,3,4,5,3,5,5,3,3,3,4,4,4,4,4,5,2,2,1,4,4,4,4,3,2,2,3,4,3,4,4,3,4,3,3,,5,5,,00441006
4/3/19 13:34,IP Address,216.163.221.55,100,2920,TRUE,2019-04-03T14:23:0,R_8C94vWpzTI9fohb,42.28359985,anonymous,EN,Boston,NA,4,3,4,NA,5,4,5,5,5,5,5,5,3,3,5,4,4,5,4,5,2,2,4,5,3,2,2,4,2,4,4,3,3,5,4,2,5,5,5,3,5,3,1,2,1,4,4,4,5,4,4,4,5,5,3,3,1,4,3,3,3,5,4,4,3,4,5,2,3,2,3,4,1,,8,6,There should have been more questions about the leadership/administration.,00350135
4/3/19 13:24,IP Address,216.163.221.188,100,4248,TRUE,2019-04-03T14:35:0,R_3EDTYAoYn4hwAZl,42.28359985,anonymous,EN,Boston,NA,5,5,5,NA,5,5,5,5,4,4,5,4,5,3,4,4,4,3,5,5,4,5,5,5,4,1,5,1,4,3,3,4,4,3,3,5,5,3,4,4,4,5,3,5,4,3,5,3,4,5,5,4,5,5,1,3,1,3,4,2,2,3,2,2,3,3,4,3,4,2,4,3,4,,7,6,,04110305
4/3/19 15:57,IP Address,216.163.221.153,100,631,TRUE,2019-04-03T16:8:0,R_2wvEd3FGXBmTgQj,42.28359985,anonymous,EN,Boston,NA,4,4,3,NA,4,5,5,4,4,4,3,4,2,2,3,3,4,4,3,4,4,4,4,4,4,3,3,1,3,3,2,3,3,4,4,4,2,2,3,3,2,3,2,2,2,3,3,4,3,3,3,3,4,5,1,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,,5,3,,00350180
4/3/19 12:50,IP Address,216.163.221.149,100,12649,TRUE,2019-04-03T16:20:0,R_1ilHpYGjWfJkUWZ,42.28359985,anonymous,EN,Boston,NA,4,4,4,NA,4,5,5,4,4,4,5,4,2,4,4,4,4,4,3,5,5,5,5,5,4,1,5,1,5,5,5,5,5,4,4,4,5,4,4,2,3,3,4,4,4,4,4,5,4,3,3,4,4,5,5,4,3,4,4,4,5,4,4,3,3,4,3,3,4,3,3,3,4,,8,5,,00350346
4/3/19 16:09,IP Address,216.163.221.200,100,2589,TRUE,2019-04-03T16:52:0,R_2Qy6jJbNqCcb3I4,42.28359985,anonymous,EN,Boston,NA,5,5,5,NA,4,5,5,5,4,4,4,4,1,3,1,2,2,3,4,3,1,1,3,1,1,5,3,3,2,2,3,3,2,3,3,2,5,4,2,5,4,2,1,1,1,4,4,4,4,4,4,5,5,5,3,3,2,4,2,5,3,4,4,3,3,3,3,1,1,2,3,4,2,Working at this school is very difficult because the morale of the teachers is low and the behavior of the students is out of control,NA,NA,,00350558
4/3/19 17:29,IP Address,73.219.236.31,100,1002,TRUE,2019-04-03T17:46:0,R_1KkJPGkUKYJWf6A,42.36340332,anonymous,EN,Boston,NA,4,4,4,NA,4,4,4,4,5,5,4,4,3,4,4,3,4,5,5,5,5,4,5,5,5,1,4,2,5,5,5,5,5,4,4,4,4,4,4,3,5,5,4,5,4,4,4,4,4,4,4,4,4,5,3,3,2,4,5,3,5,4,4,4,4,4,4,3,3,4,4,3,4,N/A,8,7,Good idea to have these survey done yearly.,00350231
4/3/19 18:08,IP Address,75.104.64.128,100,711,TRUE,2019-04-03T18:19:0,R_1ClKzXEB1yAxtS7,42.34979248,anonymous,EN,Boston,NA,4,4,4,NA,4,4,4,4,4,4,5,4,2,3,3,3,4,4,4,4,2,2,2,2,2,4,4,2,4,4,4,4,4,3,3,3,3,4,3,2,2,4,3,3,4,4,3,4,3,4,4,3,4,5,5,3,4,3,NA,3,3,4,3,3,3,4,4,3,3,2,3,4,2,Our school is in need of expanding special education and ESL supports for our students,8,5,,00350182
4/3/19 19:19,IP Address,209.6.246.108,100,740,TRUE,2019-04-03T19:32:0,R_1KsarHE6uO2hIVr,42.27870178,anonymous,EN,Boston,NA,4,5,2,NA,2,5,3,4,3,3,2,2,2,3,2,3,3,2,1,2,2,2,3,1,1,5,3,3,3,3,3,3,3,3,3,2,3,3,1,2,3,3,3,3,1,4,4,3,2,1,1,4,3,4,2,2,1,1,3,1,3,3,2,2,3,2,3,3,3,3,3,3,3,,8,5,,00350375
4/3/19 20:34,IP Address,209.6.239.188,100,408,TRUE,2019-04-03T20:41:0,R_1BVDYs5LjoYDisJ,42.27870178,anonymous,EN,Boston,NA,4,4,4,NA,4,5,5,5,4,4,4,4,3,4,3,4,3,3,3,3,5,4,4,4,4,2,3,2,3,3,4,3,3,4,4,4,3,4,3,4,3,4,3,3,3,4,4,4,4,3,3,3,4,3,2,2,2,4,4,3,4,4,3,3,3,3,3,2,3,5,5,3,3,,8,6,,00350286
3/18/19 10:35,IP Address,216.163.221.186,23,853600,FALSE,2019-04-04T7:42:0,R_4PytApkj9i1Ir3b,NA,email,EN,Boston,NA,5,5,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,NA,NA,NA,NA,5,5,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,00350656
4/4/19 7:51,IP Address,216.163.221.37,100,518,TRUE,2019-04-04T8:0:0,R_3PMPN9mcGOnKdwb,42.28359985,anonymous,EN,Boston,NA,4,4,4,NA,4,5,4,4,4,4,4,3,4,3,3,4,3,4,3,4,5,5,5,4,5,1,4,1,4,4,4,4,4,4,4,3,5,5,4,3,4,3,3,3,3,4,5,4,4,4,4,4,4,5,2,3,3,3,3,2,2,4,2,3,3,4,3,2,3,3,4,3,3,,9,5,,00350008
4/4/19 8:17,IP Address,216.163.221.176,100,1369,TRUE,2019-04-04T8:40:0,R_Zb40kGkNlqUWa8p,42.28359985,anonymous,EN,Boston,NA,2,3,4,NA,2,3,5,3,4,3,4,5,5,2,4,5,3,2,4,4,4,3,5,2,3,1,2,3,1,3,4,2,1,5,3,3,3,2,5,3,4,4,3,4,3,2,2,3,4,2,4,4,4,1,2,4,2,3,5,NA,4,3,4,4,3,5,1,2,5,3,3,3,3,,5,9,it was great,00350166
4/4/19 8:17,IP Address,216.163.221.176,100,1369,TRUE,2019-04-04T8:40:0,R_Zb40kGkNlqUWa8p,42.28359985,anonymous,EN,Boston,NA,2,3,4,NA,2,3,5,3,4,3,4,5,5,2,4,5,3,2,4,4,4,3,5,2,3,1,2,3,1,3,4,2,1,5,3,3,3,2,5,3,4,4,3,4,3,2,2,3,4,2,4,4,4,1,2,4,2,3,5,NA,4,3,4,4,3,5,1,2,5,3,3,3,3,,5,9,it was great,02740083
4/4/19 9:25,IP Address,216.163.222.23,100,891,TRUE,2019-04-04T9:40:0,R_1OU0sKPaJuytcdw,42.29040527,anonymous,EN,Boston,NA,5,5,5,NA,4,5,5,3,5,5,2,4,3,4,4,4,4,3,5,5,4,5,4,5,5,1,5,1,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,3,2,3,5,4,4,5,4,3,3,3,3,3,4,4,4,5,3,3,,5,3,,00350522
3/28/19 17:33,IP Address,73.61.21.142,100,581998,TRUE,2019-04-04T11:13:0,R_1ly2mgGGdB1jt0T,42.71150208,email,EN,Boston,NA,5,5,5,NA,5,5,5,5,3,3,5,4,2,4,4,5,5,5,4,5,4,3,4,5,5,2,3,2,4,5,5,5,4,5,5,5,5,4,3,1,1,3,3,3,3,5,5,5,5,5,4,4,5,5,5,5,5,3,3,3,4,5,5,4,3,4,4,2,5,3,5,4,4,"Teachers would like input on the use/design of the new spaces & schedule.
Different teams have different expectations, feels unfair. 
Constant changes in curriculum year-to-year is overwhelming, we don't find out until the year has already begun. WIN block started in Oct! Summer planning is key! 
",6,5,You need to clarify what you mean by non-teaching support staff. Are you talking about aides? Specialists? Interventionists? Administration? Service Providers? Some questions are oddly worded and not clear enough to answer confidently. ,00350096
3/28/19 11:14,IP Address,216.163.221.149,21,595,FALSE,2019-04-04T11:25:0,R_1Qmj1vXBgozhzXE,NA,anonymous,EN,Boston,NA,NA,NA,NA,NA,NA,4,4,3,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,4,NA,,NA,NA,,NA,NA,,00350346
4/4/19 11:11,IP Address,216.163.221.83,100,1661,TRUE,2019-04-04T11:39:0,R_3k7mSY9r9VPIunM,42.28359985,anonymous,EN,Boston,NA,4,4,4,NA,4,4,4,4,2,2,4,1,3,3,3,4,3,4,2,2,2,2,2,3,3,2,3,3,3,4,5,4,4,3,3,2,2,3,2,1,2,3,1,2,2,5,3,4,3,4,4,4,4,5,1,2,1,5,5,3,5,4,2,2,2,3,4,4,5,3,3,4,4,,5,5,,00350264
4/4/19 11:15,IP Address,216.163.221.83,100,1987,TRUE,2019-04-04T11:49:0,R_3KPelmZMU7hWj12,42.28359985,anonymous,EN,Boston,NA,4,4,4,NA,4,5,5,5,4,5,4,3,1,3,4,3,4,3,3,4,4,4,4,4,4,1,3,3,3,4,4,4,4,4,4,4,3,3,3,1,3,2,2,3,4,5,2,4,2,2,2,3,4,4,2,3,2,5,5,4,5,4,2,2,3,3,4,3,3,3,4,3,4,,5,6,,00350264
3/28/19 12:01,IP Address,216.163.221.226,44,559,FALSE,2019-04-04T12:11:0,R_01D1Fjiy6OjnQk1,NA,anonymous,EN,Boston,NA,NA,NA,NA,NA,NA,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,3,1,5,4,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,2,5,5,5,4,4,2,NA,NA,,NA,NA,,00350515
3/28/19 11:58,IP Address,216.163.221.226,20,786,FALSE,2019-04-04T12:11:0,R_8crrLGEW4sXGlSp,NA,anonymous,EN,Boston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,4,3,3,3,1,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,,NA,NA,,00350515
3/28/19 12:02,IP Address,216.163.221.226,56,534,FALSE,2019-04-04T12:11:0,R_1DNGt48KPNvza8z,NA,anonymous,EN,Boston,NA,3,4,3,NA,4,3,3,4,NA,NA,NA,NA,NA,4,4,4,4,4,4,3,4,4,5,4,3,3,1,3,4,5,4,4,4,NA,NA,NA,4,4,5,4,5,4,4,3,3,4,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,00350515
3/28/19 12:01,IP Address,216.163.221.226,77,639,FALSE,2019-04-04T12:11:0,R_2wFDKb45W96Byc1,NA,anonymous,EN,Boston,NA,NA,NA,NA,NA,NA,3,5,2,2,4,NA,NA,NA,2,1,4,5,NA,NA,NA,2,2,3,3,4,4,NA,NA,NA,2,3,1,2,1,2,2,5,2,3,2,1,3,1,1,2,5,2,1,2,2,2,2,2,1,2,1,1,4,3,2,2,2,1,1,3,3,2,2,2,2,3,NA,NA,,NA,NA,,00350515
3/28/19 11:58,IP Address,216.163.221.226,70,918,FALSE,2019-04-04T12:13:0,R_3EWK09pGqUpkzv3,NA,anonymous,EN,Boston,NA,4,3,5,NA,2,NA,NA,NA,4,5,5,4,2,3,5,3,4,NA,NA,NA,5,5,3,3,4,5,NA,NA,NA,3,3,2,3,3,2,3,5,NA,2,3,4,4,1,5,3,3,3,2,2,NA,NA,NA,NA,1,3,1,1,2,4,2,3,2,1,3,NA,NA,NA,4,4,5,4,NA,NA,,NA,NA,,00350515
4/4/19 11:59,IP Address,216.163.221.123,100,1240,TRUE,2019-04-04T12:20:0,R_2aLG24cfrk4H4s1,42.28359985,anonymous,EN,Boston,NA,4,4,5,NA,5,4,4,5,5,5,5,5,2,5,NA,4,5,5,5,5,5,5,4,5,5,1,4,2,2,5,5,4,4,5,5,5,4,4,4,3,4,4,4,4,3,4,4,5,5,4,5,NA,4,4,3,3,2,5,5,4,5,4,3,3,3,4,3,1,1,3,3,4,4,,9,6,,00350231
3/28/19 11:54,IP Address,216.163.221.226,28,2470,FALSE,2019-04-04T12:36:0,R_3g1amQaoI5V2VTF,NA,anonymous,EN,Boston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,2,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,5,3,1,3,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,00350515
4/4/19 12:33,IP Address,216.163.213.178,100,786,TRUE,2019-04-04T12:46:0,R_3hnjApTxNaCQxUt,42.29040527,email,EN,Boston,NA,4,5,5,NA,4,5,5,3,5,4,5,4,3,2,2,2,3,3,3,3,4,4,5,3,3,3,2,3,2,2,3,2,2,3,2,2,3,4,4,3,4,3,2,3,3,4,3,2,3,4,3,3,4,5,2,2,2,5,5,3,4,4,2,1,2,3,3,3,3,2,3,3,3,,9,3,,00350383
4/4/19 14:02,IP Address,216.163.221.37,100,991,TRUE,2019-04-04T14:18:0,R_1LCFVJr7QFG0PrP,42.28359985,anonymous,EN,Boston,NA,4,4,4,NA,4,5,5,5,4,4,5,4,5,3,3,3,3,4,4,4,5,5,5,4,4,2,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,2,2,2,4,4,3,4,4,2,3,4,4,4,2,2,4,5,3,3,,8,7,,00350008
3/28/19 13:25,IP Address,73.61.15.151,26,5866,FALSE,2019-04-04T15:21:0,R_2zG5XZBJzBhGeWU,NA,anonymous,EN,Boston,NA,5,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,,NA,NA,,NA,NA,,00350266
4/4/19 16:49,IP Address,24.218.144.66,100,4204,TRUE,2019-04-04T17:59:0,R_2CfuM1ygHOZt6PP,42.32679749,anonymous,EN,Boston,NA,5,5,5,NA,5,5,5,5,5,5,5,4,2,5,5,2,4,4,4,5,5,5,5,5,5,1,4,1,4,4,4,4,4,5,5,5,5,3,5,5,4,5,5,5,4,5,5,3,5,3,3,3,3,4,1,1,1,3,2,2,2,3,2,3,3,3,3,4,4,4,4,3,4,Some of your questions are to vague for an accurate response.,9,5,,00350378
3/28/19 18:20,IP Address,73.142.77.74,40,1951,FALSE,2019-04-04T18:53:0,R_1rccdSaBmtQrL8l,NA,anonymous,EN,Boston,NA,5,5,5,NA,5,NA,NA,NA,4,4,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,NA,NA,NA,5,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,5,4,4,4,NA,NA,NA,NA,NA,NA,2,2,NA,,NA,NA,,NA,NA,,00350377
4/4/19 20:28,IP Address,68.162.240.59,100,574,TRUE,2019-04-04T20:38:0,R_3J9RtjKxsD3Vigw,42.31199646,anonymous,EN,Boston,NA,4,4,5,NA,4,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,5,5,4,5,5,1,4,2,4,5,5,4,4,3,3,4,3,3,4,3,4,4,3,4,3,4,4,3,5,4,5,5,5,5,4,4,3,4,4,4,5,4,3,3,5,4,4,4,5,4,5,4,4,,8,8,,00350382
4/2/19 23:28,IP Address,172.56.23.16,100,165068,TRUE,2019-04-04T21:19:0,R_21pwqsN9AFgjwbY,42.35620117,anonymous,EN,Boston,NA,3,3,4,NA,3,4,3,3,5,5,5,4,3,4,4,4,4,5,NA,5,4,4,NA,4,4,3,3,3,3,4,4,4,4,NA,4,4,4,3,3,3,3,4,2,NA,4,4,NA,NA,4,4,5,4,4,5,4,4,5,NA,4,4,4,5,3,4,4,3,NA,3,2,3,3,3,3,,5,5,,00350382
3/28/19 17:34,IP Address,216.163.221.45,17,45445,FALSE,2019-04-05T6:11:0,R_2uK8rP9aLidQiEQ,NA,anonymous,EN,Boston,NA,4,4,4,NA,5,NA,NA,NA,5,5,5,5,4,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,00350096
3/28/19 17:37,IP Address,216.163.221.45,37,52157,FALSE,2019-04-05T8:6:0,R_3eelNdDWirI8KaE,NA,anonymous,EN,Boston,NA,4,4,4,NA,4,NA,NA,NA,2,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,1,3,2,3,3,NA,NA,NA,NA,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,00350096
4/5/19 8:05,IP Address,216.163.221.83,100,1418,TRUE,2019-04-05T8:29:0,R_2SpEHwvifqIJslH,42.28359985,anonymous,EN,Boston,NA,4,4,5,NA,5,4,4,4,2,4,4,2,3,4,4,3,3,3,2,4,2,2,2,4,3,3,4,2,4,5,4,4,4,4,4,4,3,3,3,2,3,3,2,3,3,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,3,4,3,3,5,3,4,3,4,4,3,3,3,,7,4,,00350264
4/5/19 7:56,IP Address,216.163.221.3,100,4049,TRUE,2019-04-05T9:3:0,R_RVpr1liUFPJTQrf,42.28359985,anonymous,EN,Boston,NA,5,5,4,NA,5,5,5,5,5,5,5,4,4,3,5,5,5,5,4,5,5,5,5,5,5,2,3,3,3,4,5,4,4,3,4,3,4,3,5,4,4,5,4,5,5,3,3,3,4,5,5,5,5,5,4,3,4,5,4,5,4,5,3,3,4,4,5,4,4,4,4,4,4,,8,4,,00350382
4/5/19 9:11,IP Address,216.163.213.15,100,1823,TRUE,2019-04-05T9:42:0,R_1litBBHdOQkNHKu,42.29040527,anonymous,EN,Boston,NA,4,4,4,NA,4,2,3,3,3,2,5,3,1,2,3,2,1,4,2,3,1,2,1,1,1,5,3,3,3,2,2,3,3,2,1,2,2,3,4,2,2,3,2,2,2,1,1,2,4,3,3,3,4,4,1,1,1,4,3,1,3,2,1,1,2,3,3,2,3,3,4,3,2,,7,5,,00350268
3/29/19 9:37,IP Address,216.163.221.186,15,539,FALSE,2019-04-05T9:46:0,R_1IzLiN7usK3djJu,NA,anonymous,EN,Boston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,5,4,5,NA,NA,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,00350656
3/29/19 9:37,IP Address,216.163.221.186,16,524,FALSE,2019-04-05T9:47:0,R_2WBWIMdNiB09NBP,NA,anonymous,EN,Boston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,1,5,5,NA,NA,,NA,NA,,00350656
4/5/19 9:30,IP Address,216.163.222.3,100,1079,TRUE,2019-04-05T9:48:0,R_1hW2glmap6c9lLK,42.29040527,anonymous,EN,Boston,NA,4,3,3,NA,3,5,4,4,3,3,3,2,3,2,2,2,2,3,2,4,3,4,4,2,2,5,4,2,3,3,2,3,3,1,2,3,4,4,4,4,3,2,1,3,3,2,4,4,4,3,3,2,5,2,2,3,1,3,3,1,1,3,1,2,3,3,3,3,4,3,3,3,3,"We require more support staff (social workers are effective but need more of them), Ineffective teachers and staff should not be asked to return- it creates a negative culture for those working to cover the gaps from these staff members, Administrators do not see what day-to-day operations are like",8,5,More options to give written feedback or clarify answers/give reasons for the answers given (so the answers are not misinterpreted),00350655
4/5/19 9:39,IP Address,174.62.207.126,100,987,TRUE,2019-04-05T9:56:0,R_1ikDONiOGtDJUqq,42.31199646,anonymous,EN,Boston,NA,5,5,5,NA,5,5,5,4,4,4,3,4,2,3,3,3,3,5,5,5,4,4,4,5,3,2,3,3,3,5,5,5,4,4,3,4,3,3,2,2,3,5,1,3,3,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,4,4,4,5,5,3,3,4,5,4,4,"In the question about communicating with families it did not have a choice for weekly or daily.  I chose the most frequent one, but it does not represent the amount I connect with families.  Weekly/ daily would be more accurate.  ",8,7,Thanks you,00350382
3/29/19 9:57,IP Address,216.163.221.186,17,335,FALSE,2019-04-05T10:4:0,R_1IzbNz45vTnJk1M,NA,anonymous,EN,Boston,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,00350656
3/29/19 9:53,IP Address,216.163.221.186,51,1197,FALSE,2019-04-05T10:13:0,R_NWtvEcg07d9sae5,NA,anonymous,EN,Boston,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,,NA,NA,,00350656
