StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,DESE ID,Q70,Q72,Q72_5_TEXT,Q74,Q74_5_TEXT,Q86,Q86_5_TEXT,Q87,Q87_5_TEXT,Q89,Q89_5_TEXT,Q90,Q90_5_TEXT,Q92,Q92_5_TEXT,Q93,Q93_5_TEXT,Q95,Q95_5_TEXT,Q96,Q96_5_TEXT,Q98,Q98_5_TEXT,Q99,Q99_5_TEXT,p-scrp-q3,p-scrp-q2,p-valm-q1,p-valm-q2,p-valm-q3,p-valm-q4,Q87-2,p-comm-q1,p-comm-q2,p-comm-q3,p-tcom-q1,p-tcom-q3,p-evnt-q4,p-comm-q4,Q57,p-evnt-q3,p-evnt-q1,p-evnt-q2,Q88,p-socx-q3,p-socx-q4,p-scrp-q1,Q58_2,p-socx-q1,p-sosu-q1,p-sosu-q2,p-sosu-q3,Q59_2,p-socx-q2,p-sosu-q4,p-phys-q3,Q60,p-acpr-q1,p-acpr-q2,p-acpr-q3,p-acpr-q4,Q61_2,p-cure-q1,p-cure-q2,p-cure-q3,p-cure-q4,Q62,Q61,Q61_100_TEXT,Q62_2,Q62_100_TEXT,Q64,Q64_100_TEXT,Q65,Q65_100_TEXT,Q63,Q63_100_TEXT,Q67,Q67_100_TEXT,Q58,Q59
5/7/2024 14:21:03,5/7/2024 14:56:49,0,204.167.95.3,100,2145,1,2023-03-07T14:56:49,R_5OJ500zFZlpxB7f,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,5,Black and Hispanic,3,3,5,4,5,5,"I think because my child is in a minority group, it does create some questions and concerns for me. I don't think that being color-blind is the way to go and I get the sense that that is the approach that is taken. It seems to be more of an issue for me, though, than for my child at the moment. He is starting to ask about race more and I believe this will grow as a concern for him as time goes on. I want him to feel welcome and seen. ",5,5,5,4,5,4,5,I have been in contact with my child's teacher on the regular and it has been very helpful. I very much appreciate this. ,3,2,4,I am not exactly sure because my kid and I are so darn busy. I do very much enjoy reading the weekly newsletters and appreciate the information that is shared.,4,5,4,"My student is Black and Hispanic. The curriculum does not celebrate Black joy and accomplishment beyond a few mentions and I imagine that many of the white teachers and administrators are nervous about raising issues of race for fear of saying the wrong thing. It is important that we all do the work to understand the legacy of being a nation that was built out of a slave economy. The importance of the dismantling of Reconstruction cannot be overstated as we are dealing with the legacy today in our politics and policies, nationally and on the level of the states. These are vital issues for adults in America to understand. It will help all of us to face our past in an effort to reconcile, heal and imagine a truly multiracial democracy. We want all of our students to be engaged citizens. I am sorry I am going on and on. I am very passionate about this. In terms of what the school does well, I believe it has the best intentions and cares deeply for all of its students.   ",3,5,5,5,"As I have indicated, understanding race and cultural issues as well as trauma are a part of emotional safety and this takes a tremendous amount of work on the part of a mostly white faculty. Nobody is overtly racist, of course, but we all have work to do. As Maynard grows more diverse, I hope that a more concerted effort is made to understand racial trauma. My Grandmother's Hands is a good book for white and Black people, alike. I do know there are other groups to consider as well!",4,5,3,"I don't know about the substance abuse! I hope it is not yet an issue but, kids these days! I wonder about what I don't know. And I worry about it. I don't know if emotional safety is going to addressed on an upcoming page but that is important, too. I heard, a few weeks ago, that the ""n-word"" had been thrown around. I got to the bottom of it and think I know the story but I do wonder about the student who dared the other student to say it to the Black child. What kinds of interventions were put in place for all the kids involved, as well as for the wider community. If I heard about it, than so did all the kids. ",4,4,2,2,I am just not sure. I feel like the teacher is very committed and is doing a great job. AND I feel like the curriculum and approaches may be a bit outdated. I see a lot of worksheets. I would love to see some inquiry and project-based curriculum that is multidisciplinary. I know this is hard to do. It is easy to get comfortable with the ways we have been doing things for the last 20 years. My student likes their teacher a lot and is used to the old way of doing things but I wonder what a more progressive model could look like for him and others in terms of outcomes. ,2,4,1,4,"I would like to see a more intentional and proactive anti-racist, even abolitionist, approach to education in our school. The narrative has been white-washed for far too long. It is detrimental to all children, not just the children of color to not have what is obvious in their daily lives acknowledged and made sense of. A tremendous amount of work would need to be done with the faculty but it is well worth it. Our schools should be teaching for liberation in addition to offering a high quality education that reaches all students. ",1,,2,,1,,6,,1,,1,,,
5/7/2024 14:56:24,5/7/2024 15:02:57,0,73.69.178.164,100,393,1,2023-03-07T15:02:58,R_5H5WeVzj8BtJqaI,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,2,2,4,4,2,5,,2,4,4,4,5,3,4,,4,3,3,,3,4,4,,5,4,4,2,,5,4,1,,4,4,2,2,"I don't think our (public) educational system is necessarily equipped to deal with educating boys - it seems to be catered more towards facilitating learning for girls. Our child is reasonably intelligent so is able to cope with this, but it still seems to prove to be a challenge to him and many of his male peers.",5,5,4,5,,1,,2,,2,,5,,2,,1,,,
5/7/2024 14:57:30,5/7/2024 15:03:03,0,172.56.196.158,100,333,1,2023-03-07T15:03:04,R_5Dpq0Re4zZJdsiS,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,5,Black/white,3,3,5,4,5,3,,4,5,4,3,4,2,5,,4,4,1,,4,5,3,,5,5,4,4,,5,5,1,,5,3,3,4,,3,4,3,3,,2,,4,,1,,3,,1,,1,,,
5/7/2024 14:40:00,5/7/2024 15:26:46,0,73.69.133.202,100,2805,1,2023-03-07T15:26:47,R_5kIhLxb0OJECns4,email,PT,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,5,5,5,5,5,5,"Desde que cheguei a comunidade escolar eu fui muito acolhida por todos da escola, estão sempre sanando minhas dúvidas e me ajudando com as questões escolares do meu filho,mesmo eu não falando inglês sempre tiveram dispostos a me ajudarem.",5,5,5,5,5,4,5,"Acho que a escola se comunica bem com os pais, recebendo frequentemente e-mails comunicativos ",4,3,3,"Sempre recebo email informando sobre eventos, infelizmente sou eu que as vezes não posso participar por causa de horários!",5,3,3,"Acho que a escola é bem solicita com os alunos,meu filho e que na maioria das vezes tem dificuldade de entrosar.",4,3,4,5,Já aconteceu algumas vezes com meu filho e sua professora o ajudou,5,5,1,,3,5,5,3,"Meu filho está tendo dificuldade,mas a escola está muito empenhada em ajudá-lo ",5,5,4,5,Continuem fazendo um bom trabalho!,2,,1,,1,,3,,2,,2,,,
5/7/2024 14:39:49,5/7/2024 15:27:07,0,204.167.95.3,100,2838,1,2023-03-07T15:27:08,R_7dzFDWlZbMRVjju,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,4,4,4,4,5,4,"We are a nontraditional family and everyone has been very supportive of that. I have wanted to be on key interview committees but they meet during my work day or right after school gets out, which has prevented me from participating.",4,4,4,2,4,1,5,"My child has struggled, academically. The school team never reached out- I have to track all of his grades myself in Aspen. He was failing a class and no one even notified me. Also, teachers use several different platforms for posting homework, which becomes very confusing and hard to track.",3,4,2,,5,2,4,There does not appear to be a formal SEL curriculum. My child entered Fowler in 6th grade and has had a hard time making friends in this small community where so many kids have known each other since kindergarten.,2,4,5,4,"I have found folks to be responsive when I reach out. However, I have had to be vocal. There is a lot of hurtful behaviors occurring that staff are missing.",4,5,3,,4,2,4,4,"It appears there are many enriching opportunities and lessons. However, things like organization and time management are not being taught in any systematic way as far as I can tell. I have had to micromanage my child because he is not being taught practical skills to manage himself. ",3,4,3,3,"We have gotten no information about cultural responsiveness in the curriculum. I have no idea what is being taught in terms of equity, inclusion, and belonging.",1,,1,,2,,8,,2,,1,,,
5/7/2024 15:34:51,5/7/2024 15:40:33,0,108.26.167.171,100,341,1,2023-03-07T15:40:34,R_5IaRTRnUPGCz7c8,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,5,3,5,3,5,5,,5,5,4,2,4,2,5,,3,3,1,,5,5,5,,5,3,5,5,,2,5,3,,5,5,5,5,,3,5,3,3,,99,,1,,2,,5,,2,,1,,,
5/7/2024 16:27:35,5/7/2024 16:41:55,0,68.160.162.25,100,859,1,2023-03-07T16:41:56,R_5lJLjKacM1vTLjj,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,5,5,5,5,5,5,"They doing great job, we are happy, they are known better than l am, so they are best, just keep it up, thanks ",5,5,5,5,5,4,5,,3,5,5,,5,5,5,,5,5,5,5,,5,5,1,,5,5,5,5,,5,5,5,5,,2,,4,,3,,99,,2,,99,,Excellent staff ,Excellent idea 
5/7/2024 16:46:27,5/7/2024 16:58:38,0,174.196.207.197,100,731,1,2023-03-07T16:58:39,R_5jYvEcRJYyLo5vF,email,EN,1740305,2,2,,7,,2,,7,,,,,,,,,,,,,,,,,,1,1,5,1,5,3,,3,3,3,3,4,3,3,,3,3,2,,4,5,3,,5,3,3,2,,5,3,3,,4,1,4,4,,3,5,3,3,,99,,99,,2,,99,,2,,1,,,
5/7/2024 17:49:11,5/7/2024 17:54:35,0,108.26.167.76,100,323,1,2023-03-07T17:54:36,R_202X8hUVcaXPzGv,email,EN,1740305,2,2,,7,,2,,7,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,5,5,5,5,5,3,5,,4,5,5,,5,5,5,,5,5,5,5,,5,5,2,,5,5,5,4,,4,4,5,4,,1,,1,,2,,6,,2,,1,,,
5/7/2024 17:57:57,5/7/2024 18:07:53,0,151.203.62.158,100,596,1,2023-03-07T18:07:54,R_3eJ1mR379w3HyPV,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,5,5,5,5,5,5,,5,4,5,5,5,2,4,,2,4,5,,2,4,5,,5,4,4,4,"My child is fairly average kid who doesn't stand out from the crowd. He's had one teacher - Mr. Hales - who consistently goes above and beyond to engage him, make him feel like part of the community, and sees him for how amazing he is",5,5,2,,4,4,4,2,"My child is a hands on, project based learner and the teaching styles did not engage him. He will be leaving MPS next year. ",4,4,5,4,,1,,1,,2,,6,,2,,1,,,
5/7/2024 17:52:42,5/7/2024 18:08:51,0,68.163.102.16,100,968,1,2023-03-07T18:08:52,R_6otobaVg9GvQClg,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,5,5,5,5,5,5,The school is good about keeping parents informed when there are behavior issues  it would be good to hear when the children do something good too! ,4,5,4,3,4,3,4,The emails from his homeroomm teacher are the ones I always read for class information,4,2,4,,4,5,5,My son loves his math and history teachers. His social group is really important as well and he has a great group of friends. ,4,4,5,4,Let them know that they are safe and that they can talk to someone like a teacher or counselor if they feel threatened or scared. ,4,4,2,Zero tolerance for bullying both in person and online,4,4,4,4,My son is on a 504 for attention issues. The teachers who know this will help him after class or during WINN with any questions he has. That is a very important part of his learning progress. ,4,5,3,4,,1,,1,,2,,5,,2,,1,,,
4/30/2024 18:54:15,4/30/2024 18:54:36,0,73.218.37.94,48,21,0,2023-03-07T18:54:43,R_2mbvfC6FXcfpI3L,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2024 18:56:43,4/30/2024 18:57:08,0,100.0.241.32,18,24,0,2023-03-07T18:57:09,R_3L0WnK7BLlm83rr,email,ES-ES,1740305,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2024 18:57:25,5/7/2024 19:02:07,0,172.56.194.7,100,281,1,2023-03-07T19:02:08,R_74qI1yt86bRH9y9,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,3,,7,,5,5,5,5,5,5,,4,5,5,5,5,3,5,,5,4,3,,5,5,5,,3,5,5,5,,3,4,3,,5,5,4,4,,5,5,5,5,,1,,1,,3,,6,,2,,1,,,
5/7/2024 20:19:43,5/7/2024 20:44:03,0,73.69.127.64,100,1460,1,2023-03-07T20:44:04,R_2UgUQ7pjZhTOYg8,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,5,5,4,5,4,5,,4,5,4,4,4,4,5,,4,4,4,,5,5,5,,5,5,5,5,,5,5,1,,5,5,5,5,,5,5,5,5,,1,,"2,4",,2,,5,,2,,1,,,
5/7/2024 20:57:56,5/7/2024 21:09:28,0,73.218.207.145,100,691,1,2023-03-07T21:09:29,R_5eqa23J2hfwHOho,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,3,3,5,5,4,5,,5,5,4,4,4,2,5,,3,5,4,,4,5,3,,4,4,5,3,,2,4,1,,4,4,4,3,,4,5,4,4,,1,,2,,2,,6,,2,,1,,,
5/1/2024 16:04:35,5/7/2024 22:32:22,0,163.116.144.109,100,541667,1,2023-03-07T22:32:23,R_8V7TlS9ZILfCHQn,email,EN,1740305,2,1,,7,,2,,7,,,,,,,,,,,,,,,,,,3,3,5,4,3,3,"I feel welcome in my kids school, I take opportunities to participate and attend events when I can. ",5,5,5,5,5,2,5,,3,3,5,"Weekly newsletters from School, superintendent. PTO newsletter.",4,5,5,"My kids are both good, well rounded students and I think we excel with those kids. ",5,4,5,4,"I am not sure my kids would feel comfortable going to their councilors on their own but I know they both have teachers they could go to. Overall, I think they need more outside time. Even as they get older they need to burn off that energy that can lead to ""bad"" behaviors inside.  ",2,5,1,"I think every parent in America worries about their kids' safety at school and if they aren't they should! I don't believe the school security system is infallible, but I would assume it meets whatever minimum requirement there is. ",5,4,4,4,"I like that the kids are provided time and support in school to complete work, so they are able to get help from their teachers. I like that assignments are online so I can look at them and help them determine where they need to focus or encourage them to talk to their teachers about their grades. ",5,5,5,5,,1,,1,,2,,5,,2,,1,,,
5/7/2024 23:13:07,5/7/2024 23:21:25,0,73.182.147.214,100,497,1,2023-03-07T23:21:25,R_1QzmWl36eyOTuYZ,email,PT,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,5,4,5,5,3,3,,4,5,4,2,2,1,2,,3,1,2,,5,5,5,,3,3,2,4,,2,2,2,,,,,,,5,5,3,4,,2,,2,,1,,6,,2,,2,,,
5/8/2024 9:45:35,5/8/2024 9:51:25,0,50.214.174.145,100,350,1,2023-03-08T09:51:26,R_3Uc08j0WfHw0YW5,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,6,,3,3,4,3,4,5,,5,5,4,4,3,2,3,,3,2,4,,1,3,4,,3,4,5,4,,5,5,3,,4,2,3,2,,3,4,3,3,,1,,1,,2,,99,,2,,1,,,
5/1/2024 10:02:58,5/1/2024 10:06:30,0,172.56.193.180,58,211,0,2023-03-08T10:06:31,R_3K2rjub8vMfX0eB,email,EN,,1,,,,,,,,,,,,,,,,,,,,,1,,7,,,,,,,,,,,,,,,,,2,2,1,I wish the kids would have more field trips. My daughter has been at Fowler for two years and we only get invited to things if a chaperone is needed.,,,,,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2024 10:05:30,5/8/2024 10:10:38,0,68.160.161.147,100,308,1,2023-03-08T10:10:40,R_2b2yzFDMLcGdpzb,email,EN,1740305,2,2,,7,,2,,7,,,,,,,,,,,,,,,,,,4,4,2,4,4,2,,4,4,4,2,4,2,4,,3,4,3,,2,4,2,,2,1,4,2,,4,4,3,,2,2,1,4,,4,4,4,4,,1,,1,,2,,6,,2,,1,,,
5/3/2024 23:19:43,5/8/2024 10:14:06,0,98.216.169.142,100,384863,1,2023-03-08T10:14:07,R_3jvu9Yxow8gvAS7,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,5,5,5,5,5,5,,4,4,5,5,5,2,5,,5,5,5,,5,5,5,,4,5,5,5,,5,5,1,"Conflict resolution seminar, assembly or classes to help students handle day to day situations, and how to effectively resolve conflict to help prevent bullying.  Have like three to four seminars throughout the year regarding personal space, several strategies on how to resolve conflict, agree to disagree, positive ways to respect peers and environment, actively having students maybe act out scenarios and then show examples to resolving conflicts.  Just an idea as kids struggle to find their place being bullied doesnt help and having more effective tools on how to resolve conflict helps the growing process go more smoothley and less feeling of unsafe, or a target of bullying.  I do like how the school responds to acts of bullying by trying to resolve tge issues however I think it would benefit all students and adults by learning together effective ways to resolve conflict maybe even integrate an assembly with pardnts/gaurdians as well as students.  Sometimes kids are being bullied with adults knowing this may be an effective way to offer life skills on methods to resolving conflict before it becomes a problem",5,5,5,5,"This school is amazing and integrates many lifelong learning skills in every subject providing fun and positive lessons and activities.  The teachers are often available either before or after school for help as well as during Win period which gives students a jumpstart on homework or make up work, I like how this school sends google gmsil updates on what assignments are missing or due dates to future assignments, this helps to reinforce positive study habits as well as positive work habits helping all students in their academic progress.",5,5,5,5,"The smores newsletters highlights all importances of different cultures providing a brief summary of dates celebrated and remembered in various cultures.  This community is strong and supportive of all, its wonderful to be apart of.  ",2,,4100,Disability with part time work,1,,5,,1,,1,,"They are a one of kind caring, compassionate and kind community",
5/1/2024 10:02:29,5/1/2024 10:14:44,0,73.69.178.220,65,735,0,2023-03-08T10:14:47,R_1qWPyYrwAyuar3R,email,PT,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,6,,5,5,5,,5,5,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,
5/1/2024 10:13:15,5/1/2024 10:27:39,0,107.77.225.107,79,863,0,2023-03-08T10:27:41,R_7PWJfOlNl2slESR,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,3,3,4,4,2,3,Every time I’ve emailed about issues I’ve been served with a generic reply and actions are rarely taken. ,,,,,,,,,,,,,4,4,5,"There are a lot of discipline issues at the school, if you’re not able to encourage positive behaviors with punishments, then at least reward the kids who consistently show expected behaviors. ",4,3,2,2,There seems to be a lack of action and response to issues.,2,4,3,There was an occasion where kids who no longer go to the school were allowed into the building with no administrative or teacher knowledge. This is concerning that access into the school is fairly easy. ,4,4,3,4,"It seems a lot of time and effort are placed on students with behavioral needs and/or students who don’t meet the standards. This often leaves the children who don’t need additional help to be just ‘checked off’ as fine, and they are not encouraged to challenge themselves or learn to their full potential. ",3,3,3,4,,,,,,,,,,,,,,,
5/1/2024 11:04:48,5/8/2024 10:38:31,0,73.69.183.55,100,603222,1,2023-03-08T10:38:32,R_3Ed2otHaYi1puo8,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,3,3,5,5,4,3,,2,2,3,3,4,2,2,"Finding answers to the most basic questions (when does the term end, etc.) is very difficult because the website is so poorly designed. It is next to impossible to get my child the help needed to catch up in classes. There is communication when she is behind, but not much follow-through with a way to fix it.",3,3,3,,3,4,3,,4,5,5,3,"She has had friend difficulty/mistreatment from others, but the counseling help has been good.",4,5,3,,3,3,2,2,,4,3,4,4,,1,,2,,2,,6,,2,,1,,,
5/1/2024 11:20:29,5/1/2024 11:20:39,0,71.184.210.67,48,10,0,2023-03-08T11:24:35,R_2U0jErX3j84ZeOG,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2024 12:30:09,5/1/2024 12:35:20,0,73.182.147.68,84,310,0,2023-03-08T12:35:22,R_1lRXcdPL7a0oNqN,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,6,,,,,,,,,4,4,5,3,3,2,3,,3,1,1,,2,5,5,,4,5,3,4,,2,4,5,,5,1,5,1,,3,4,3,3,,,,,,,,,,,,,,,
5/1/2024 12:43:35,5/1/2024 12:44:22,0,209.122.160.123,48,47,0,2023-03-08T12:44:26,R_7BQl15hXxSBzKWi,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2024 13:34:41,5/8/2024 13:39:06,0,71.184.91.37,100,265,1,2023-03-08T13:39:07,R_1YxfQ4vspcMdxhs,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,4,,4,4,4,4,,3,4,2,3,4,1,4,,3,3,2,,3,4,3,,4,5,4,5,,4,2,3,,4,4,2,2,,5,2,4,3,,1,,1,,2,,8,,2,,1,,,
5/8/2024 13:39:58,5/8/2024 13:58:07,0,172.56.195.66,100,1089,1,2023-03-08T13:58:08,R_1EchjpGTqiulIgz,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,,,5,5,5,3,4,5,,3,5,5,3,4,3,5,,3,2,4,,4,5,5,,5,4,4,5,,5,4,2,,5,4,4,4,,5,4,4,5,,2,,2,,2,,3,,1,,1,,,
5/8/2024 14:12:07,5/8/2024 14:22:26,0,73.182.142.108,100,618,1,2023-03-08T14:22:27,R_3AQm4eYm6UAEteF,email,EN,1740305,4,1,,7,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,4,3,,4,4,4,5,5,1,4,,4,3,2,,4,4,5,,5,4,3,4,,5,5,1,,4,4,3,4,,5,5,4,5,,1,,2,,2,,4,,2,,1,,,
5/8/2024 15:24:45,5/8/2024 15:36:43,0,172.56.192.150,100,718,1,2023-03-08T15:36:44,R_768sw7Hduk3o7lC,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,2,,3,3,5,5,4,4,The few times that I have had to go to the school to discuss my child's progress or IEP I have been made to feel very welcome.,4,4,3,2,3,2,4,At times when I have expected a follow up I haven't gotten it. My daughter is on an IEP and I try to stay on top of her progress or any concerns the school might have but without hearing back it makes it more difficult.,3,4,3,,4,5,5,,4,4,4,4,,4,4,2,,5,5,5,4,My daughter struggles academically so it makes her less enthusiastic sometimes but her teachers encourage her! ,2,4,4,2,I don't hear my daughter talking about her learning about other cultures unless there is an incident at the school that triggers that need.,1,,2,,2,,4,,2,,1,,,It's helpful to see the progress of the survey so that while filling it out we can tell how much longer it is.
5/1/2024 18:25:30,5/1/2024 18:30:25,0,98.118.127.169,58,295,0,2023-03-08T18:30:27,R_39spQ8T0dspiDoZ,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,,,,,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,3,2,5,4,I'm disheartened by the number of emails we've received regarding racist or antisemitic behavior by students at Fowler. The school does it's best to address it but the problem persists.,,,,,,,,,,,,,,
5/8/2024 18:31:19,5/8/2024 18:39:04,0,151.203.62.91,100,465,1,2023-03-08T18:39:05,R_3xGf3SY3cWcskg0,email,EN,1740305,2,2,,7,,2,,7,,,,,,,,,,,,,,,,,,4,4,5,5,5,4,,3,4,2,3,5,3,4,,3,4,4,,4,5,5,,5,5,4,4,,5,3,3,,5,4,4,4,My children do not always feel challenged in classes,4,4,4,4,,1,,1,,2,,5,,2,,1,,I wish there were more advanced classes for children who need more of a challenge. Students are leaving for alternatives like AMSA because their kids are not challenged academically. Advanced math and language has helped but I feel like there could be more options. ,
5/1/2024 18:54:19,5/1/2024 18:55:28,0,73.182.147.117,48,68,0,2023-03-08T18:55:32,R_2dV7TZf2KY4sFz3,email,EN,1740305,2,4,,4,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2024 20:34:04,5/8/2024 20:45:51,0,136.226.75.7,100,707,1,2023-03-08T20:45:52,R_1P7u9h4VqgnWbZF,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,4,4,4,4,4,4,,4,4,3,5,4,2,5,,3,3,3,,4,4,5,,5,4,3,4,,5,4,1,,4,4,4,4,,4,4,5,4,,1,,1,,2,,5,,2,,1,,,
5/8/2024 20:51:06,5/8/2024 21:07:30,0,68.163.100.58,100,983,1,2023-03-08T21:07:31,R_1OL0i0JC3jYm209,email,EN,1740305,2,1,,3,,1,,3,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,5,4,4,5,5,3,4,"The emails from the school, super intendent, PTO, etc, are a lot to keep up with. More communication is better than limited to no communications we had previously but i do not alwsys get to all of them. Also sending them on Friday is not a great time in my opinion. Finally, when the link to the updates is active, it is super helpful and again makes it more liked i will read it. ",3,3,4,,4,5,5,,4,4,4,4,,2,4,3,With my kids being african American in a predominately white school/white community i do have safety concerns. I have concerns since my children are different. I wish i felt that our environment was as inclusive as it should be but it's not. More can be done to teach the kids to respect others and celebrate diversity. ,4,4,3,4,"I love our teachers but wish the curriculum pushed kids to do their best at an individual level. I also think teachers spend too much time needing to discipline kids, the other children lose out on learning time. ",4,5,1,3,,1,,2,,2,,6,,2,,1,,,
5/1/2024 21:22:33,5/1/2024 21:23:33,0,162.120.138.55,54,60,0,2023-03-08T21:23:34,R_1tPcVq8MiBBTdIJ,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,4,2,,,,,,,,,,,,,,,
5/8/2024 21:24:00,5/8/2024 21:29:47,0,68.160.162.137,100,346,1,2023-03-08T21:29:48,R_5rDWzaXXcdWAeg9,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,1,,7,,4,3,5,2,4,5,,4,4,3,4,5,3,5,,3,4,3,,3,4,5,,4,4,5,4,,2,3,2,,5,5,5,4,,3,4,4,4,,1,,"2,4",,2,,6,,2,,1,,,
5/8/2024 22:17:59,5/8/2024 22:28:08,0,73.69.127.21,100,609,1,2023-03-08T22:28:09,R_7hQNNy4cytmA5MW,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,3,3,4,4,3,3,"I hated the big PTA fundraiser because it felt extremely catfishy, but didn't feel comfortable saying so and I think it was terrible for the kids.  I have been invited to help with specific hiring sitatuions, but know nothing about building maintenance from the school - only from the town municipal reviews.",4,5,5,4,4,3,2,"The newsletters from the superintendent, all school principals, and teachers mean that I get 6 emails a week.  Often, information doesn't match up.  It's super overwhelming. Additionally, I am constantly being informed of sports events for the entire district despite having three kids under the age of 11, none of whom play MPS sports.",3,2,3,,5,5,5,My son feels disconnected from the administrative staff.,4,3,3,4,I've heard that bullying is a problem.,5,4,2,,4,4,4,4,,4,5,5,3,,1,,"2,4",,2,,5,,2,,1,,"The rumor mill is unverifiable, of course.  But the impression I get is that Fowler still doesn't deal with bullying well.  Additionally, I have heard that ADA required translation services for deaf parents have been actively denied/not provided during a variety of parent events and conferences, which I find pretty terrible.",
5/7/2024 14:38:39,5/9/2024 11:26:38,0,73.159.6.233,100,161278,1,2023-03-09T11:26:39,R_5EAJJO4ZC5VDadg,email,EN,1740305,2,1,,7,,2,,7,,,,,,,,,,,,,,,,,,3,4,3,4,4,4,,4,2,4,3,4,2,4,,3,4,4,,3,4,2,,4,4,4,4,,4,4,3,,4,4,2,2,,4,3,4,3,,1,,1,,2,,5,,2,,1,,,
5/9/2024 9:02:54,5/9/2024 11:44:51,0,172.56.199.202,100,9717,1,2023-03-09T11:44:52,R_3FbkvJmlS8AaXq7,email,EN,1740305,1,,,,,,,,,,,,,,,,,,,,,2,,7,,4,4,5,4,4,4,,5,4,5,2,2,1,5,,3,2,3,,5,5,5,,5,3,4,5,,4,4,3,,5,4,4,4,,4,4,4,4,,1,,1,,2,,3,,2,,1,,,
