StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,District,School- Lee,School- Maynard,Q145_1,Q145_2,Q145_3,LASID,Grade,s-emsa-q1,s-emsa-q2,s-emsa-q3,s-tint-q1,s-tint-q2,s-tint-q3,s-tint-q4,s-tint-q5,s-acpr-q1,s-acpr-q2,s-acpr-q3,s-acpr-q4,s-cure-q1,s-cure-q2,s-cure-q3,s-cure-q4,s-sten-q1,s-sten-q2,s-sten-q3,s-sper-q1,s-sper-q2,s-sper-q3,s-sper-q4,s-civp-q1,s-civp-q2,s-civp-q3,s-civp-q4,s-grmi-q1,s-grmi-q2,s-grmi-q3,s-grmi-q4,s-appa-q1,s-appa-q2,s-appa-q3,s-peff-q1,s-peff-q2,s-peff-q3,s-peff-q4,s-peff-q5,s-peff-q6,s-sbel-q1,s-sbel-q2,s-sbel-q3,s-sbel-q4,s-sbel-q5,s-phys-q1,s-phys-q2,s-phys-q3,s-phys-q4,s-vale-q1,s-vale-q2,s-vale-q3,s-vale-q4,s-acst-q1,s-acst-q2,s-acst-q3,s-sust-q1,s-sust-q2,s-grit-q1,s-grit-q2,s-grit-q3,s-grit-q4,s-expa-q1,s-poaf-q1,s-poaf-q2,s-poaf-q3,s-poaf-q4,s-tint-q1-1,s-tint-q2-1,s-tint-q3-1,s-tint-q4-1,s-tint-q5-1,s-acpr-q1-1,s-acpr-q2-1,s-acpr-q3-1,s-acpr-q4-1,s-peff-q1-1,s-peff-q2-1,s-peff-q3-1,s-peff-q4-1,s-peff-q5-1,s-peff-q6-1,Q2,QA3,Qa4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q168_1,Q168_2,Q168_3,Q168_4,Q168_5,Q168_6,Q168_7,Q169,Q3,Q4,Gender,Gender_3_TEXT,Race,Race_7_TEXT,Q_Language,MathTeacher,ScienceTeacher,SocialTeacher,EnglishTeacher
2023-03-17 8:02:20,2023-03-17 8:06:41,0,71.174.81.214,100,261,1,2023-03-16T10:27:140,R_1N203BEyxdYIZ0m,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,4,17,109,3033,9,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,4,4,3,4,2,5,5,4,5,4,3,2,3,2,3,3,5,4,3,3,2,3,3,2,3,3,2,4,3,4,3,4,,,,,4,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,,1,,4,,EN,,Science teacher,,
2023-03-17 7:57:40,2023-03-17 8:06:43,0,71.174.81.214,100,543,1,2023-03-16T10:27:141,R_3KHefz0ebn1O1In,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,7,6,108,254578,10,5,5,5,,,,,,,,,,2,3,3,2,3,3,4,1,3,2,3,3,4,4,4,5,4,3,4,3,3,2,,,,,,,,,,,,5,5,4,5,4,3,3,3,3,2,3,,,,,,,,,,,,2,2,3,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,EN,Math teacher,,,
2023-03-17 7:57:41,2023-03-17 8:06:43,0,71.174.81.214,100,542,1,2023-03-16T10:27:142,R_3KqDC87kMzqyESu,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,20,108,nt2900,10,,,,,,,,,,,,,,,,,,,,1,3,1,3,,,,,,,,,3,3,3,,,,,,,3,3,3,3,3,3,4,1,5,3,1,1,2,3,3,3,3,1,3,3,1,2,1,1,1,2,2,,,,,,3,3,3,3,4,4,4,3,4,5,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,,English teacher
2023-03-17 8:00:47,2023-03-17 8:06:46,0,71.174.81.214,100,359,1,2023-03-16T10:27:143,R_2rGRcZ7sULe7ZeY,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,22,108,2887,10,,,,,,,,,,,,,4,2,2,3,1,3,3,,,,,5,4,4,4,,,,,,,,,,,,,,4,3,2,3,2,5,4,5,5,4,2,3,5,2,2,3,3,4,3,5,3,4,1,3,1,3,2,,,,,,,,,,3,2,4,1,1,2,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,Science teacher,,
2023-03-17 7:57:11,2023-03-17 8:06:50,0,71.174.81.214,100,578,1,2023-03-16T10:27:144,R_2VyTBebzh6u55oQ,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,1,10,108,2869,10,,,,,,,,,,,,,,,,,,,,5,5,4,5,,,,,,,,,3,4,3,,,,,,,4,3,3,4,3,4,4,3,4,4,3,3,4,2,2,2,3,3,4,4,3,5,4,1,2,4,4,,,,,,2,2,4,1,1,2,4,1,3,1,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,Math teacher,,,
2023-03-17 8:00:04,2023-03-17 8:06:51,0,71.174.81.214,100,407,1,2023-03-16T10:27:145,R_1NtElYhPUUBG1q0,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,3,21,108,2860,10,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,4,,,,,,,,,,2,2,2,3,3,3,3,4,5,3,2,5,5,5,4,4,3,3,2,2,3,3,5,2,2,3,4,2,2,1,4,2,,,,,1,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,1,,7,"Swedish, Finnish, Puerto Rican, Native American, Norwegian ",EN,Math teacher,,,
2023-03-17 7:57:20,2023-03-17 8:06:52,0,71.174.81.214,100,572,1,2023-03-16T10:27:146,R_1OJJBWOvmrbnbYp,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,18,105,2360,12,4,3,4,,,,,,,,,,4,4,3,3,2,3,4,3,3,2,4,3,3,3,3,5,5,5,5,2,3,1,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,3,3,1,4,2,4,3,4,3,2,3,4,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,Math teacher,,,
2023-03-17 7:58:14,2023-03-17 8:06:54,0,71.174.81.214,100,519,1,2023-03-16T10:27:147,R_1q4xTWE3gRhASuu,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,5,12,109,2751,9,2,3,3,,,,,,,,,,4,4,3,2,2,3,1,3,2,1,2,2,3,5,4,3,3,4,3,3,3,2,,,,,,,3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,3,2,2,4,3,4,4,2,3,2,4,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,,English teacher
2023-03-17 7:57:22,2023-03-17 8:06:55,0,71.174.81.214,100,572,1,2023-03-16T10:27:148,R_Cero8zzuy3FeEvv,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,1,21,107,3559,11,5,5,5,,,,,,,,,,1,3,1,4,3,3,2,5,5,5,5,5,5,5,5,3,4,4,3,5,5,5,,,,,,,5,4,3,5,4,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,5,3,2,1,1,4,5,4,2,3,2,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,Math teacher,,,
2023-03-17 7:58:50,2023-03-17 8:06:58,0,71.174.81.214,100,488,1,2023-03-16T10:27:149,R_2V2sp65jhT0ogOy,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,3,6,109,3110,9,3,3,4,,,,,,,,,,4,3,2,2,1,2,2,4,4,3,4,4,4,5,5,3,2,4,2,4,4,4,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,2,2,4,2,2,2,2,4,3,4,3,4,5,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,Math teacher,,,
2023-03-17 8:02:51,2023-03-17 8:06:59,0,71.174.81.214,100,247,1,2023-03-16T10:27:150,R_2xJpn0t8HGYmqgh,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,,,,,10,4,2,3,,,,,,,,,,1,2,3,1,2,3,3,3,3,2,3,3,4,2,4,5,3,4,4,3,4,3,,,,,,,,,,,,1,3,1,5,2,2,4,5,1,3,1,,,,,,,,,,,,3,1,1,2,2,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,EN,,Science teacher,,
2023-03-17 7:57:13,2023-03-17 8:06:59,0,71.174.81.214,100,586,1,2023-03-16T10:27:151,R_2s0FlT9sTmucCMw,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,5,15,109,3046,9,3,3,4,,,,,,,,,,3,4,3,2,3,2,3,4,5,3,4,2,4,3,3,4,3,4,3,2,1,3,,,,,,,,,,,,5,4,4,5,5,3,3,4,2,1,1,,,,,,,,,,,,4,2,3,3,3,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,EN,,Science teacher,,
2023-03-17 8:01:26,2023-03-17 8:07:00,0,71.174.81.214,100,334,1,2023-03-16T10:27:152,R_3EXY6rXmWAnS3vv,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,8,27,108,3410,10,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,,,,,,,,,,4,5,5,5,3,4,3,4,4,4,2,3,3,2,3,4,2,2,5,5,4,5,1,2,2,4,3,4,2,3,3,4,,,,,3,4,5,4,3,4,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,,English teacher
2023-03-17 7:58:25,2023-03-17 8:07:04,0,71.174.81.214,100,519,1,2023-03-16T10:27:153,R_2bQx5U8puEL7LEw,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,2,107,2578,11,4,4,5,,,,,,,,,,4,4,3,3,2,3,2,2,3,3,4,3,3,3,4,3,4,3,3,3,4,3,,,,,,,,,,,,5,3,4,5,4,4,4,4,3,3,2,,,,,,,,,,,,2,2,2,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,Science teacher,,
2023-03-17 7:57:06,2023-03-17 8:07:03,0,71.174.81.214,100,597,1,2023-03-16T10:27:154,R_1gIyGaJsOxK9jo6,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,8,24,106,1828,12,3,4,4,,,,,,,,,,3,3,3,5,3,3,3,3,4,3,4,4,3,4,4,3,4,4,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,3,5,4,3,2,3,3,3,3,2,3,5,3,4,3,4,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,Math teacher,,,
2023-03-17 8:01:56,2023-03-17 8:07:08,0,71.174.81.214,100,311,1,2023-03-16T10:27:155,R_2XcCBX5tICALhWO,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,12,22,105,2422,12,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,3,,,,,,,,,,4,4,4,4,3,4,5,4,5,5,5,5,4,3,1,1,3,5,5,5,3,4,3,3,3,2,3,4,3,4,4,4,,,,,5,4,3,3,4,3,,,,,,,,,,,,,,,,,,,,,1,,"4,5",,EN,,Science teacher,,
2023-03-17 8:01:59,2023-03-17 8:07:10,0,71.174.81.214,100,311,1,2023-03-16T10:27:156,R_1pQGVARyEbZYPqE,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,3,8,108,nd2755,10,3,3,5,,,,,,,,,,4,4,2,2,4,4,5,1,4,2,4,3,4,5,5,5,4,4,2,3,5,3,,,,,,,5,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,4,5,5,4,4,5,5,4,5,4,5,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,,English teacher
2023-03-17 8:01:43,2023-03-17 8:07:13,0,71.174.81.214,100,329,1,2023-03-16T10:27:157,R_2zc2qVdwoDHvABv,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,2,25,109,2778,9,4,4,3,,,,,,,,,,5,2,3,3,2,3,1,4,5,4,5,4,3,3,4,2,4,3,5,4,2,1,,,,,,,,,,,,5,5,5,5,4,3,2,3,2,1,1,,,,,,,,,,,,4,4,4,3,3,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"2,5",,EN,,Science teacher,,
2023-03-17 7:57:22,2023-03-17 8:07:15,0,71.174.81.214,100,593,1,2023-03-16T10:27:158,R_1f6OT6tg4u3TGNu,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,9,4,107,2826,10,,,,,,,,,,,,,,,,,,,,2,5,3,5,,,,,,,,,2,2,3,,,,,,,3,4,2,4,4,5,4,4,5,4,3,3,3,3,3,2,5,5,3,4,3,4,1,3,5,5,2,,,,,,5,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,4,,EN,,,Social Studies teacher,
2023-03-17 8:00:48,2023-03-17 8:07:16,0,71.174.81.214,100,387,1,2023-03-16T10:27:159,R_2Vr6FS9heCueJ4W,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,7,26,107,3195,11,,,,,,,,,,,,,,,,,,,,3,3,2,2,,,,,,,,,1,1,1,,,,,,,2,2,2,2,3,4,4,3,4,5,4,3,5,2,2,2,2,4,3,4,3,4,1,2,3,3,4,,,,,,4,5,4,5,5,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,Social Studies teacher,
2023-03-17 7:57:14,2023-03-17 8:07:19,0,71.174.81.214,100,604,1,2023-03-16T10:27:160,R_3JhpOx1mcmKWsKd,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,11,14,104,400005,12,3,3,4,,,,,,,,,,3,4,3,3,4,4,3,3,3,3,3,4,4,4,4,3,4,3,4,3,3,3,,,,,,,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,2,,3,,EN,Math teacher,,,
2023-03-17 8:01:37,2023-03-17 8:07:23,0,71.174.81.214,100,345,1,2023-03-16T10:27:161,R_DCScj4AB19beuBP,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,8,18,109,400306,9,,,,,,,,,,,,,4,3,3,3,2,3,3,,,,,4,3,4,4,,,,,,,,,,,,,,3,3,3,3,2,5,4,4,5,5,3,3,5,1,1,1,1,4,3,4,4,4,2,2,2,3,4,,,,,,,,,,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,4,,EN,Math teacher,,,
2023-03-17 7:59:48,2023-03-17 8:07:23,0,71.174.81.214,100,454,1,2023-03-16T10:27:162,R_7U2xZtJjPcrLrJT,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,12,1,107,2830,10,5,5,5,,,,,,,,,,4,4,4,4,2,2,3,3,4,5,4,4,4,4,5,2,2,3,2,1,1,1,,,,,,,,,,,,4,5,5,4,5,5,4,5,3,3,3,,,,,,,,,,,,3,3,2,3,3,3,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,Social Studies teacher,
2023-03-17 8:00:52,2023-03-17 8:07:28,0,71.174.81.214,100,395,1,2023-03-16T10:27:163,R_2VO6pQI17adErsR,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,,,,,11,1,3,3,,,,,,,,,,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,,,,,,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,4,,EN,,,,English teacher
2023-03-17 7:57:25,2023-03-17 8:07:29,0,71.174.81.214,100,603,1,2023-03-16T10:27:164,R_9GNlFcZrRh6WdgZ,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,6,13,107,2574,11,,,,,,,,,,,,,5,2,3,5,3,5,2,,,,,5,5,5,5,,,,,,,,,,,,,,5,5,5,4,4,5,5,5,5,5,5,5,5,3,1,2,4,3,4,4,4,4,4,4,4,4,4,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,Math teacher,,,
2023-03-17 7:57:31,2023-03-17 8:07:31,0,71.174.81.214,100,599,1,2023-03-16T10:27:165,R_31SqfWJXm05R3OF,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,9,4,108,3088,9,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,3,3,4,3,3,5,4,4,5,3,3,2,2,3,3,4,3,3,3,3,4,4,3,4,2,3,3,3,3,3,3,3,,,,,4,3,3,3,2,4,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,Math teacher,,,
2023-03-17 7:58:09,2023-03-17 8:07:31,0,71.174.81.214,100,561,1,2023-03-16T10:27:166,R_3EGvaz9xlS2PMoY,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,4,26,107,so2625,11,,,,,,,,,,,,,3,3,3,4,3,3,4,,,,,2,3,4,3,,,,,,,,,,,,,,4,4,4,4,3,4,3,4,4,4,3,4,3,2,1,2,3,3,4,5,4,4,3,3,2,4,4,,,,,,,,,,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,"3,5",,EN,,Science teacher,,
2023-03-17 8:00:05,2023-03-17 8:07:39,0,71.174.81.214,100,453,1,2023-03-16T10:27:167,R_12LmlyLwnF3CrW2,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,11,12,108,gjhbjh,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,,Science teacher,,
2023-03-17 7:57:11,2023-03-17 8:07:39,0,71.174.81.214,100,627,1,2023-03-16T10:27:168,R_DjYGfbe4lA1PqVj,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,8,31,105,al2386,12,4,4,5,,,,,,,,,,5,5,4,4,2,3,3,4,5,4,4,3,5,5,5,5,4,4,5,5,5,5,,,,,,,,,,,,5,4,5,5,4,4,3,4,3,2,3,,,,,,,,,,,,4,4,3,4,5,3,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,Science teacher,,
2023-03-17 7:58:50,2023-03-17 8:07:40,0,71.174.81.214,100,530,1,2023-03-16T10:27:169,R_3xthgJHQmCNlMiZ,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,11,22,105,2351,12,,,,,,,,,,,,,,,,,,,,5,5,3,5,,,,,,,,,2,5,3,,,,,,,2,2,1,3,3,4,5,5,5,4,3,3,4,1,1,1,3,3,1,4,3,3,5,1,3,1,3,,,,,,5,5,4,3,3,2,4,4,3,3,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,Social Studies teacher,
2023-03-17 8:01:42,2023-03-17 8:07:41,0,71.174.81.214,100,358,1,2023-03-16T10:27:170,R_1prNTiibyMhnFFw,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,7,27,108,2007,10,3,2,4,,,,,,,,,,5,3,2,5,2,4,2,5,4,5,3,5,5,5,5,3,2,3,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,3,2,3,5,2,5,3,2,3,3,4,5,4,4,5,5,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,Social Studies teacher,
2023-03-17 7:57:23,2023-03-17 8:07:42,0,71.174.81.214,100,619,1,2023-03-16T10:27:171,R_1OvqCGh65K5pAwB,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,1,8,106,3171,12,3,4,5,,,,,,,,,,5,4,3,4,3,3,2,3,4,4,4,2,3,4,3,4,5,5,5,3,2,1,,,,,,,5,5,4,3,3,,,,,,,,,,,,,,,,,,,,,,,4,2,4,2,4,4,4,4,3,4,5,5,4,4,5,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,,English teacher
2023-03-17 8:02:25,2023-03-17 8:07:44,0,71.174.81.214,100,319,1,2023-03-16T10:27:172,R_3haKTkvssx0pZKk,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,7,9,109,3023,9,,,,,,,,,,,,,5,5,5,3,3,2,3,,,,,3,4,5,4,,,,,,,,,,,,,,3,4,3,4,2,4,4,4,5,4,3,2,3,2,2,1,2,2,3,2,3,2,1,2,1,2,2,,,,,,,,,,1,1,1,3,1,1,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,Science teacher,,
2023-03-17 7:57:14,2023-03-17 8:07:49,0,71.174.81.214,100,634,1,2023-03-16T10:27:173,R_encsXs5OOhbop3j,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,7,3,108,2884,9,4,4,5,,,,,,,,,,3,3,4,4,2,2,2,3,4,3,3,3,3,3,3,3,3,2,3,3,2,2,,,,,,,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,4,2,2,2,3,4,4,3,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,Science teacher,,
2023-03-17 8:00:38,2023-03-17 8:07:49,0,71.174.81.214,100,431,1,2023-03-16T10:27:174,R_3h0jdpUf6hDOOrp,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,12,12,108,2533,9,3,3,3,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,3,,,,,,,,,,,,3,3,3,3,4,2,3,3,3,3,3,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,Social Studies teacher,
2023-03-17 8:02:13,2023-03-17 8:07:50,0,71.174.81.214,100,337,1,2023-03-16T10:27:175,R_3qPCQvTuzxuBG1D,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,9,6,107,254199,10,,,,,,,,,,,,,3,5,4,4,1,3,5,,,,,2,5,3,4,,,,,,,,,,,,,,1,2,2,2,3,4,3,3,4,5,5,5,5,1,1,1,1,4,5,1,4,5,1,1,1,2,2,,,,,,,,,,5,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,2,,5,,EN,,,Social Studies teacher,
2023-03-17 7:57:51,2023-03-17 8:07:51,0,71.174.81.214,100,600,1,2023-03-16T10:27:176,R_9YvolWJTdYdTiZr,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,3,26,107,2590,11,2,2,4,,,,,,,,,,3,4,2,1,2,2,2,4,4,4,4,4,4,4,3,4,3,4,4,1,2,1,,,,,,,,,,,,,,,,,,,,,,,3,4,4,5,4,4,1,3,1,2,4,2,1,2,1,3,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,Math teacher,,,
2023-03-17 8:01:46,2023-03-17 8:07:53,0,71.174.81.214,100,366,1,2023-03-16T10:27:177,R_3gZ0S5cEloq5w2R,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,7,1,109,3162,9,3,3,4,,,,,,,,,,2,2,1,2,1,3,3,2,4,4,3,3,4,4,5,4,3,3,4,1,4,1,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,1,4,3,1,2,1,3,3,4,3,3,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"4,5",,EN,Math teacher,,,
2023-03-17 8:02:33,2023-03-17 8:07:54,0,71.174.81.214,100,320,1,2023-03-16T10:27:178,R_2PhUgpxwTbsSaP7,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,5,27,107,2609,11,3,3,3,,,,,,,,,,2,3,3,5,1,3,3,5,5,5,5,4,4,5,5,2,1,3,2,4,5,5,,,,,,,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,3,3,2,2,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,Social Studies teacher,
2023-03-17 7:57:10,2023-03-17 8:07:55,0,71.174.81.214,100,644,1,2023-03-16T10:27:179,R_1d1hdeJXxHBaW7o,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,7,26,108,2842,10,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,,,,,,,,,,4,4,3,5,3,5,5,5,5,5,3,4,4,4,4,5,5,5,4,5,3,3,1,3,2,2,3,2,2,3,1,4,,,,,4,3,3,2,1,3,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,Social Studies teacher,
2023-03-17 8:00:33,2023-03-17 8:07:55,0,71.174.81.214,100,441,1,2023-03-16T10:27:180,R_2fs5Km5l79WjSxJ,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,4,19,106,2420,12,2,2,3,,,,,,,,,,4,1,1,5,1,2,4,2,4,3,2,4,4,3,3,3,3,3,3,5,1,5,,,,,,,1,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,4,2,5,3,3,3,2,4,4,3,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,,English teacher
2023-03-17 8:01:45,2023-03-17 8:07:59,0,71.174.81.214,100,374,1,2023-03-16T10:27:181,R_3D0JHtwHs96qjqe,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,9,21,107,254613,10,,,,,,,,,,,,,5,3,3,5,2,3,3,,,,,4,4,4,4,,,,,,,,,,,,,,4,5,3,4,3,5,5,4,5,5,4,4,4,2,1,1,4,5,4,4,3,4,2,2,3,2,3,,,,,,,,,,4,4,5,4,4,5,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,,English teacher
2023-03-17 7:58:26,2023-03-17 8:08:00,0,71.174.81.214,100,573,1,2023-03-16T10:27:182,R_1dFu2LJSJ254ScP,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,2,22,107,,11,,,,,,,,,,,,,,,,,,,,4,4,4,3,,,,,,,,,3,1,1,,,,,,,2,2,1,2,3,5,5,4,5,4,3,3,4,2,2,2,5,5,3,3,2,2,3,3,1,4,4,,,,,,4,4,4,4,4,3,4,3,2,4,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,Social Studies teacher,
2023-03-17 8:01:05,2023-03-17 8:07:59,0,71.174.81.214,100,414,1,2023-03-16T10:27:183,R_2YbKgdTdvpGvQr1,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,1,28,109,3042,9,4,3,5,,,,,,,,,,5,4,3,2,1,2,2,5,5,5,5,4,4,5,3,3,3,3,3,2,2,2,,,,,,,4,4,3,4,2,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,4,3,4,2,2,3,2,3,1,2,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,,English teacher
2023-03-17 7:59:47,2023-03-17 8:08:00,0,71.174.81.214,100,492,1,2023-03-16T10:27:184,R_1LAm1rGFvMfYv7V,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,11,23,106,2024,11,3,3,3,,,,,,,,,,4,3,2,4,1,3,2,5,5,5,5,5,5,5,5,3,3,4,3,5,4,5,,,,,,,,,,,,5,4,3,4,4,3,3,4,2,2,3,,,,,,,,,,,,3,3,3,2,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,Science teacher,,
2023-03-17 8:02:15,2023-03-17 8:08:02,0,71.174.81.214,100,347,1,2023-03-16T10:27:185,R_3qKdE7O57nZEbGV,,,,,42.4337,-71.4568,anonymous,EN,2,,1740505,10,5,107,LASID,10,,,,,,,,,,,,,,,,,,,,5,4,4,4,,,,,,,,,2,3,2,,,,,,,4,3,2,4,3,5,5,4,4,4,4,3,5,3,4,3,2,4,3,4,3,3,1,2,2,2,3,,,,,,5,4,4,5,4,4,5,3,3,4,,,,,,,,,,,,,,,,,,,,,1,,5,,EN,,,,English teacher
